|dates|Jefferson_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Jefferson_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Jefferson_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-15|982.0|0|982.0|0|1.0|0|0.0|100
0|2021-12-16|983.0|0|983.0|0|1.0|0|0.0|100
0|2021-12-17|984.0|0|984.0|0|1.0|0|0.0|100
0|2021-12-18|984.0|0|984.0|0|1.0|0|0.0|100
0|2021-12-19|984.0|0|984.0|0|1.0|0|0.0|100
0|2021-12-20|989.0|0|989.0|0|1.0|0|0.0|100
0|2021-12-21|990.0|0|990.0|0|1.0|0|0.0|100
0|2021-12-22|990.0|0|990.0|0|1.0|0|0.0|100
0|2021-12-23|992.0|0|992.0|0|1.0|0|0.0|100
0|2021-12-24|992.0|0|992.0|0|1.0|0|0.0|100
0|2021-12-25|992.0|0|992.0|0|1.0|0|0.0|100
0|2021-12-26|992.0|0|992.0|0|1.0|0|0.0|100
0|2021-12-27|992.0|0|992.0|0|1.0|0|0.0|100
0|2021-12-28|1003.0|0|1003.0|0|1.0|0|0.0|100
0|2021-12-29|1005.0|0|1005.0|0|1.0|0|0.0|100
0|2021-12-30|1007.0|0|1007.0|0|1.0|0|0.0|100
0|2021-12-31|1007.0|0|1007.0|0|1.0|0|0.0|100
0|2022-01-01|1007.0|0|1007.0|0|1.0|0|0.0|100
0|2022-01-02|1007.0|0|1007.0|0|1.0|0|0.0|100
0|2022-01-03|1017.0|0|1017.0|0|1.0|0|0.0|100
0|2022-01-04|1021.0|0|1021.0|0|1.0|0|0.0|100
0|2022-01-05|1023.0|0|1023.0|0|1.0|0|0.0|100
0|2022-01-06|1025.0|0|1025.0|0|1.0|0|0.0|100
0|2022-01-07|1024.0|0|1024.0|0|1.0|0|0.0|100
0|2022-01-08|1024.0|0|1024.0|0|1.0|0|0.0|100
0|2022-01-09|1024.0|0|1024.0|0|1.0|0|0.0|100
0|2022-01-10|1036.0|0|1036.0|0|1.0|0|0.0|100
0|2022-01-11|1037.0|0|1037.0|0|1.0|0|0.0|100
0|2022-01-12|1042.0|0|1042.0|0|1.0|0|0.0|100
0|2022-01-13|1042.0|0|1049.0|0|1.0|0|0.0|100
0|2022-01-14|1055.0|0|1055.0|0|1.0|0|0.0|100
0|2022-01-15|1055.0|0|1055.0|0|1.0|0|0.0|100
0|2022-01-16|1055.0|0|1055.0|0|1.0|0|0.0|100
0|2022-01-17|1065.0|0|0.0|100|1.0|0|0.0|100
