|dates|Otsego_NewYork_UnitedStates.JHU_ConfirmedCases.data|Otsego_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Otsego_NewYork_UnitedStates.NYT_ConfirmedCases.data|Otsego_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Otsego_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Otsego_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Otsego_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Otsego_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-09|5814.0|0|5814.0|0|68.0|0|0.0|100
0|2021-12-10|5863.0|0|5863.0|0|70.0|0|0.0|100
0|2021-12-11|5914.0|0|5914.0|0|70.0|0|0.0|100
0|2021-12-12|5948.0|0|5948.0|0|70.0|0|0.0|100
0|2021-12-13|5975.0|0|5975.0|0|70.0|0|0.0|100
0|2021-12-14|5975.0|0|6011.0|0|70.0|0|0.0|100
0|2021-12-15|6064.0|0|6064.0|0|71.0|0|0.0|100
0|2021-12-16|6113.0|0|6113.0|0|71.0|0|0.0|100
0|2021-12-17|6158.0|0|6158.0|0|71.0|0|0.0|100
0|2021-12-18|6202.0|0|6202.0|0|71.0|0|0.0|100
0|2021-12-19|6242.0|0|6242.0|0|71.0|0|0.0|100
0|2021-12-20|6259.0|0|6259.0|0|71.0|0|0.0|100
0|2021-12-21|6282.0|0|6282.0|0|71.0|0|0.0|100
0|2021-12-22|6324.0|0|6324.0|0|71.0|0|0.0|100
0|2021-12-23|6359.0|0|6359.0|0|71.0|0|0.0|100
0|2021-12-24|6408.0|0|6408.0|0|71.0|0|0.0|100
0|2021-12-25|6408.0|0|6408.0|0|71.0|0|0.0|100
0|2021-12-26|6438.0|0|6438.0|0|71.0|0|0.0|100
0|2021-12-27|6439.0|0|6439.0|0|71.0|0|0.0|100
0|2021-12-28|6452.0|0|6452.0|0|71.0|0|0.0|100
0|2021-12-29|6543.0|0|6543.0|0|71.0|0|0.0|100
0|2021-12-30|6585.0|0|6585.0|0|71.0|0|0.0|100
0|2021-12-31|6633.0|0|6633.0|0|71.0|0|0.0|100
0|2022-01-01|6633.0|0|6692.0|0|71.0|0|0.0|100
0|2022-01-02|6633.0|0|6733.0|0|71.0|0|0.0|100
0|2022-01-03|6762.0|0|6762.0|0|71.0|0|0.0|100
0|2022-01-04|6830.0|0|6830.0|0|71.0|0|0.0|100
0|2022-01-05|6954.0|0|6954.0|0|71.0|0|0.0|100
0|2022-01-06|7046.0|0|7046.0|0|71.0|0|0.0|100
0|2022-01-07|7161.0|0|7161.0|0|71.0|0|0.0|100
0|2022-01-08|7351.0|0|7351.0|0|72.0|0|0.0|100
0|2022-01-09|7510.0|0|7510.0|0|72.0|0|0.0|100
0|2022-01-10|7565.0|0|7565.0|0|73.0|0|0.0|100
0|2022-01-11|7636.0|0|7636.0|0|73.0|0|0.0|100
0|2022-01-12|7812.0|0|7812.0|0|73.0|0|0.0|100
0|2022-01-13|7812.0|0|7919.0|0|73.0|0|0.0|100
0|2022-01-14|8054.0|0|8054.0|0|74.0|0|0.0|100
0|2022-01-15|8146.0|0|8146.0|0|74.0|0|0.0|100
0|2022-01-16|8234.0|0|8234.0|0|74.0|0|0.0|100
0|2022-01-17|8276.0|0|0.0|100|75.0|0|0.0|100
