|dates|Carbon_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Carbon_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Carbon_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Carbon_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Carbon_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Carbon_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Carbon_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Carbon_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|10758.0|0|10758.0|0|220.0|0|0.0|100
0|2021-12-14|10758.0|0|10816.0|0|220.0|0|0.0|100
0|2021-12-15|10850.0|0|10850.0|0|223.0|0|0.0|100
0|2021-12-16|10931.0|0|10931.0|0|223.0|0|0.0|100
0|2021-12-17|10965.0|0|10965.0|0|223.0|0|0.0|100
0|2021-12-18|11044.0|0|11044.0|0|225.0|0|0.0|100
0|2021-12-19|11095.0|0|11095.0|0|225.0|0|0.0|100
0|2021-12-20|11139.0|0|11139.0|0|225.0|0|0.0|100
0|2021-12-21|11198.0|0|11198.0|0|225.0|0|0.0|100
0|2021-12-22|11227.0|0|11227.0|0|225.0|0|0.0|100
0|2021-12-23|11271.0|0|11271.0|0|227.0|0|0.0|100
0|2021-12-24|11343.0|0|11343.0|0|228.0|0|0.0|100
0|2021-12-25|11399.0|0|11399.0|0|228.0|0|0.0|100
0|2021-12-26|11481.0|0|11481.0|0|228.0|0|0.0|100
0|2021-12-27|11527.0|0|11527.0|0|228.0|0|0.0|100
0|2021-12-28|11603.0|0|11603.0|0|228.0|0|0.0|100
0|2021-12-29|11661.0|0|11661.0|0|230.0|0|0.0|100
0|2021-12-30|11733.0|0|11733.0|0|231.0|0|0.0|100
0|2021-12-31|11890.0|0|11890.0|0|232.0|0|0.0|100
0|2022-01-01|11953.0|0|11953.0|0|232.0|0|0.0|100
0|2022-01-02|12045.0|0|12045.0|0|232.0|0|0.0|100
0|2022-01-03|12156.0|0|12156.0|0|233.0|0|0.0|100
0|2022-01-04|12254.0|0|12254.0|0|234.0|0|0.0|100
0|2022-01-05|12334.0|0|12334.0|0|235.0|0|0.0|100
0|2022-01-06|12492.0|0|12492.0|0|235.0|0|0.0|100
0|2022-01-07|12618.0|0|12618.0|0|236.0|0|0.0|100
0|2022-01-08|12805.0|0|12805.0|0|238.0|0|0.0|100
0|2022-01-09|12969.0|0|12969.0|0|238.0|0|0.0|100
0|2022-01-10|13127.0|0|13127.0|0|238.0|0|0.0|100
0|2022-01-11|13391.0|0|13391.0|0|242.0|0|0.0|100
0|2022-01-12|13601.0|0|13601.0|0|243.0|0|0.0|100
0|2022-01-13|13601.0|0|13752.0|0|243.0|0|0.0|100
0|2022-01-14|13937.0|0|13937.0|0|243.0|0|0.0|100
0|2022-01-15|14024.0|0|14024.0|0|245.0|0|0.0|100
0|2022-01-16|14326.0|0|14326.0|0|245.0|0|0.0|100
0|2022-01-17|14408.0|0|0.0|100|245.0|0|0.0|100
