|dates|Brewster_Texas_UnitedStates.BLS_EmployedPopulation.data|Brewster_Texas_UnitedStates.BLS_EmployedPopulation.missing|Brewster_Texas_UnitedStates.BLS_UnemployedPopulation.data|Brewster_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Brewster_Texas_UnitedStates.BLS_UnemploymentRate.data|Brewster_Texas_UnitedStates.BLS_UnemploymentRate.missing|Brewster_Texas_UnitedStates.BLS_LaborForcePopulation.data|Brewster_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-10-18|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-10-19|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-10-20|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-10-21|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-10-22|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-10-23|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-10-24|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-10-25|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-10-26|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-10-27|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-10-28|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-10-29|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-10-30|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-10-31|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-01|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-02|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-03|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-04|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-05|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-06|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-07|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-08|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-09|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-10|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-11|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-12|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-13|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-14|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-15|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-16|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-17|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-18|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-19|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-20|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-21|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-22|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-23|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-24|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-25|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-26|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-27|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-28|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-29|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-11-30|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-01|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-02|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-03|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-04|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-05|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-06|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-07|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-08|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-09|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-10|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-11|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-12|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-13|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-14|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-15|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-16|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-17|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-18|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-19|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-20|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-21|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-22|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-23|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-24|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-25|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
