|dates|Brewster_Texas_UnitedStates.BLS_EmployedPopulation.data|Brewster_Texas_UnitedStates.BLS_EmployedPopulation.missing|Brewster_Texas_UnitedStates.BLS_UnemployedPopulation.data|Brewster_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Brewster_Texas_UnitedStates.BLS_UnemploymentRate.data|Brewster_Texas_UnitedStates.BLS_UnemploymentRate.missing|Brewster_Texas_UnitedStates.BLS_LaborForcePopulation.data|Brewster_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-26|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-27|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-28|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-29|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-30|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2021-12-31|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2022-01-01|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2022-01-02|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2022-01-03|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2022-01-04|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2022-01-05|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2022-01-06|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2022-01-07|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2022-01-08|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2022-01-09|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2022-01-10|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2022-01-11|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2022-01-12|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2022-01-13|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2022-01-14|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2022-01-15|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2022-01-16|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
0|2022-01-17|3793.0|0|194.0|0|4.865813895159268|0|3987.0|0
