|dates|Clayton_Iowa_UnitedStates.JHU_ConfirmedCases.data|Clayton_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Clayton_Iowa_UnitedStates.NYT_ConfirmedCases.data|Clayton_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Clayton_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Clayton_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Clayton_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Clayton_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-30|2774.0|0|2783.0|0|64.0|0|0.0|100
0|2021-12-31|2774.0|0|2783.0|0|64.0|0|0.0|100
0|2022-01-01|2774.0|0|2783.0|0|64.0|0|0.0|100
0|2022-01-02|2774.0|0|2783.0|0|64.0|0|0.0|100
0|2022-01-03|2774.0|0|2783.0|0|64.0|0|0.0|100
0|2022-01-04|2774.0|0|2783.0|0|64.0|0|0.0|100
0|2022-01-05|2852.0|0|2860.0|0|65.0|0|0.0|100
0|2022-01-06|2852.0|0|2860.0|0|65.0|0|0.0|100
0|2022-01-07|2852.0|0|2860.0|0|65.0|0|0.0|100
0|2022-01-08|2852.0|0|2860.0|0|65.0|0|0.0|100
0|2022-01-09|2852.0|0|2860.0|0|65.0|0|0.0|100
0|2022-01-10|2852.0|0|2860.0|0|65.0|0|0.0|100
0|2022-01-11|2852.0|0|2860.0|0|65.0|0|0.0|100
0|2022-01-12|2949.0|0|2962.0|0|67.0|0|0.0|100
0|2022-01-13|2949.0|0|2962.0|0|67.0|0|0.0|100
0|2022-01-14|2949.0|0|2962.0|0|67.0|0|0.0|100
0|2022-01-15|2949.0|0|2962.0|0|67.0|0|0.0|100
0|2022-01-16|2949.0|0|2962.0|0|67.0|0|0.0|100
0|2022-01-17|2949.0|0|0.0|100|67.0|0|0.0|100
