|dates|Mecosta_Michigan_UnitedStates.JHU_ConfirmedCases.data|Mecosta_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Mecosta_Michigan_UnitedStates.NYT_ConfirmedCases.data|Mecosta_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Mecosta_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Mecosta_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Mecosta_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Mecosta_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4437.0|0|4437.0|0|44.0|0|0.0|100
0|2021-10-18|4504.0|0|4504.0|0|44.0|0|0.0|100
0|2021-10-19|4504.0|0|4504.0|0|44.0|0|0.0|100
0|2021-10-20|4554.0|0|4554.0|0|44.0|0|0.0|100
0|2021-10-21|4554.0|0|4554.0|0|44.0|0|0.0|100
0|2021-10-22|4607.0|0|4607.0|0|45.0|0|0.0|100
0|2021-10-23|4607.0|0|4607.0|0|45.0|0|0.0|100
0|2021-10-24|4607.0|0|4607.0|0|45.0|0|0.0|100
0|2021-10-25|4669.0|0|4669.0|0|45.0|0|0.0|100
0|2021-10-26|4669.0|0|4669.0|0|45.0|0|0.0|100
0|2021-10-27|4707.0|0|4707.0|0|45.0|0|0.0|100
0|2021-10-28|4707.0|0|4707.0|0|45.0|0|0.0|100
0|2021-10-29|4775.0|0|4775.0|0|47.0|0|0.0|100
0|2021-10-30|4775.0|0|4775.0|0|47.0|0|0.0|100
0|2021-10-31|4775.0|0|4775.0|0|47.0|0|0.0|100
0|2021-11-01|4841.0|0|4841.0|0|47.0|0|0.0|100
0|2021-11-02|4841.0|0|4841.0|0|47.0|0|0.0|100
0|2021-11-03|4886.0|0|4886.0|0|48.0|0|0.0|100
0|2021-11-04|4886.0|0|4886.0|0|48.0|0|0.0|100
0|2021-11-05|4940.0|0|4940.0|0|49.0|0|0.0|100
0|2021-11-06|4940.0|0|4940.0|0|49.0|0|0.0|100
0|2021-11-07|4940.0|0|4940.0|0|49.0|0|0.0|100
0|2021-11-08|4982.0|0|4982.0|0|53.0|0|0.0|100
0|2021-11-09|4982.0|0|4982.0|0|53.0|0|0.0|100
0|2021-11-10|4982.0|0|5017.0|0|53.0|0|0.0|100
0|2021-11-11|5017.0|0|5017.0|0|53.0|0|0.0|100
0|2021-11-12|5113.0|0|5113.0|0|53.0|0|0.0|100
0|2021-11-13|5113.0|0|5113.0|0|53.0|0|0.0|100
0|2021-11-14|5113.0|0|5113.0|0|53.0|0|0.0|100
0|2021-11-15|5237.0|0|5237.0|0|54.0|0|0.0|100
0|2021-11-16|5237.0|0|5237.0|0|54.0|0|0.0|100
0|2021-11-17|5351.0|0|5351.0|0|55.0|0|0.0|100
0|2021-11-18|5351.0|0|5351.0|0|55.0|0|0.0|100
0|2021-11-19|5443.0|0|5443.0|0|56.0|0|0.0|100
0|2021-11-20|5443.0|0|5443.0|0|56.0|0|0.0|100
0|2021-11-21|5443.0|0|5443.0|0|56.0|0|0.0|100
0|2021-11-22|5519.0|0|5519.0|0|56.0|0|0.0|100
0|2021-11-23|5519.0|0|5519.0|0|56.0|0|0.0|100
0|2021-11-24|5593.0|0|5593.0|0|59.0|0|0.0|100
0|2021-11-25|5593.0|0|5593.0|0|59.0|0|0.0|100
0|2021-11-26|5593.0|0|5593.0|0|59.0|0|0.0|100
0|2021-11-27|5593.0|0|5593.0|0|59.0|0|0.0|100
0|2021-11-28|5593.0|0|5593.0|0|59.0|0|0.0|100
0|2021-11-29|5689.0|0|5689.0|0|61.0|0|0.0|100
0|2021-11-30|5689.0|0|5689.0|0|61.0|0|0.0|100
0|2021-12-01|5755.0|0|5755.0|0|67.0|0|0.0|100
0|2021-12-02|5755.0|0|5755.0|0|67.0|0|0.0|100
0|2021-12-03|5862.0|0|5862.0|0|71.0|0|0.0|100
0|2021-12-04|5862.0|0|5862.0|0|71.0|0|0.0|100
0|2021-12-05|5862.0|0|5862.0|0|71.0|0|0.0|100
0|2021-12-06|5945.0|0|5945.0|0|71.0|0|0.0|100
0|2021-12-07|5945.0|0|5945.0|0|71.0|0|0.0|100
0|2021-12-08|6000.0|0|6000.0|0|75.0|0|0.0|100
0|2021-12-09|6000.0|0|6000.0|0|75.0|0|0.0|100
0|2021-12-10|6055.0|0|6055.0|0|76.0|0|0.0|100
0|2021-12-11|6055.0|0|6055.0|0|76.0|0|0.0|100
0|2021-12-12|6055.0|0|6055.0|0|76.0|0|0.0|100
0|2021-12-13|6128.0|0|6128.0|0|76.0|0|0.0|100
0|2021-12-14|6128.0|0|6128.0|0|76.0|0|0.0|100
0|2021-12-15|6167.0|0|6167.0|0|77.0|0|0.0|100
0|2021-12-16|6167.0|0|6167.0|0|77.0|0|0.0|100
0|2021-12-17|6199.0|0|6199.0|0|78.0|0|0.0|100
0|2021-12-18|6199.0|0|6199.0|0|78.0|0|0.0|100
0|2021-12-19|6199.0|0|6199.0|0|78.0|0|0.0|100
0|2021-12-20|6234.0|0|6234.0|0|80.0|0|0.0|100
0|2021-12-21|6234.0|0|6234.0|0|80.0|0|0.0|100
0|2021-12-22|6268.0|0|6268.0|0|81.0|0|0.0|100
0|2021-12-23|6268.0|0|6268.0|0|81.0|0|0.0|100
0|2021-12-24|6268.0|0|6268.0|0|81.0|0|0.0|100
0|2021-12-25|6268.0|0|6268.0|0|81.0|0|0.0|100
0|2021-12-26|6268.0|0|6268.0|0|81.0|0|0.0|100
0|2021-12-27|6349.0|0|6349.0|0|85.0|0|0.0|100
0|2021-12-28|6349.0|0|6349.0|0|85.0|0|0.0|100
0|2021-12-29|6390.0|0|6390.0|0|85.0|0|0.0|100
0|2021-12-30|6390.0|0|6390.0|0|85.0|0|0.0|100
0|2021-12-31|6390.0|0|6390.0|0|85.0|0|0.0|100
0|2022-01-01|6390.0|0|6390.0|0|85.0|0|0.0|100
0|2022-01-02|6390.0|0|6390.0|0|85.0|0|0.0|100
0|2022-01-03|6529.0|0|6529.0|0|87.0|0|0.0|100
0|2022-01-04|6529.0|0|6529.0|0|87.0|0|0.0|100
0|2022-01-05|6588.0|0|6588.0|0|88.0|0|0.0|100
0|2022-01-06|6588.0|0|6588.0|0|88.0|0|0.0|100
0|2022-01-07|6680.0|0|6680.0|0|88.0|0|0.0|100
0|2022-01-08|6680.0|0|6680.0|0|88.0|0|0.0|100
0|2022-01-09|6680.0|0|6680.0|0|88.0|0|0.0|100
0|2022-01-10|6789.0|0|6789.0|0|88.0|0|0.0|100
0|2022-01-11|6789.0|0|6789.0|0|88.0|0|0.0|100
0|2022-01-12|6885.0|0|6885.0|0|89.0|0|0.0|100
0|2022-01-13|6885.0|0|6885.0|0|89.0|0|0.0|100
0|2022-01-14|6966.0|0|6966.0|0|88.0|0|0.0|100
0|2022-01-15|6966.0|0|6966.0|0|88.0|0|0.0|100
0|2022-01-16|6966.0|0|6966.0|0|88.0|0|0.0|100
0|2022-01-17|6966.0|0|0.0|100|88.0|0|0.0|100
