|dates|Idaho_Idaho_UnitedStates.JHU_ConfirmedCases.data|Idaho_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Idaho_Idaho_UnitedStates.NYT_ConfirmedCases.data|Idaho_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Idaho_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Idaho_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Idaho_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Idaho_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|2331.0|0|2351.0|0|39.0|0|0.0|100
0|2021-12-08|2332.0|0|2353.0|0|39.0|0|0.0|100
0|2021-12-09|2337.0|0|2357.0|0|39.0|0|0.0|100
0|2021-12-10|2343.0|0|2363.0|0|39.0|0|0.0|100
0|2021-12-11|2343.0|0|2363.0|0|39.0|0|0.0|100
0|2021-12-12|2343.0|0|2363.0|0|39.0|0|0.0|100
0|2021-12-13|2344.0|0|2364.0|0|39.0|0|0.0|100
0|2021-12-14|2344.0|0|2369.0|0|39.0|0|0.0|100
0|2021-12-15|2349.0|0|2369.0|0|39.0|0|0.0|100
0|2021-12-16|2350.0|0|2370.0|0|39.0|0|0.0|100
0|2021-12-17|2352.0|0|2372.0|0|39.0|0|0.0|100
0|2021-12-18|2352.0|0|2372.0|0|39.0|0|0.0|100
0|2021-12-19|2352.0|0|2372.0|0|39.0|0|0.0|100
0|2021-12-20|2356.0|0|2376.0|0|39.0|0|0.0|100
0|2021-12-21|2358.0|0|2378.0|0|39.0|0|0.0|100
0|2021-12-22|2360.0|0|2381.0|0|40.0|0|0.0|100
0|2021-12-23|2364.0|0|2384.0|0|40.0|0|0.0|100
0|2021-12-24|2364.0|0|2384.0|0|40.0|0|0.0|100
0|2021-12-25|2364.0|0|2384.0|0|40.0|0|0.0|100
0|2021-12-26|2364.0|0|2384.0|0|40.0|0|0.0|100
0|2021-12-27|2378.0|0|2398.0|0|42.0|0|0.0|100
0|2021-12-28|2378.0|0|2398.0|0|42.0|0|0.0|100
0|2021-12-29|2380.0|0|2400.0|0|42.0|0|0.0|100
0|2021-12-30|2380.0|0|2400.0|0|42.0|0|0.0|100
0|2021-12-31|2380.0|0|2400.0|0|42.0|0|0.0|100
0|2022-01-01|2380.0|0|2400.0|0|42.0|0|0.0|100
0|2022-01-02|2380.0|0|2400.0|0|42.0|0|0.0|100
0|2022-01-03|2388.0|0|2408.0|0|42.0|0|0.0|100
0|2022-01-04|2402.0|0|2422.0|0|42.0|0|0.0|100
0|2022-01-05|2413.0|0|2436.0|0|42.0|0|0.0|100
0|2022-01-06|2421.0|0|2441.0|0|42.0|0|0.0|100
0|2022-01-07|2424.0|0|2443.0|0|42.0|0|0.0|100
0|2022-01-08|2424.0|0|2443.0|0|42.0|0|0.0|100
0|2022-01-09|2424.0|0|2443.0|0|42.0|0|0.0|100
0|2022-01-10|2455.0|0|2474.0|0|42.0|0|0.0|100
0|2022-01-11|2466.0|0|2485.0|0|42.0|0|0.0|100
0|2022-01-12|2478.0|0|2497.0|0|42.0|0|0.0|100
0|2022-01-13|2478.0|0|2519.0|0|42.0|0|0.0|100
0|2022-01-14|2520.0|0|2540.0|0|42.0|0|0.0|100
0|2022-01-15|2520.0|0|2540.0|0|42.0|0|0.0|100
0|2022-01-16|2520.0|0|2540.0|0|42.0|0|0.0|100
0|2022-01-17|2520.0|0|0.0|100|42.0|0|0.0|100
