|dates|NewHaven_Connecticut_UnitedStates.JHU_ConfirmedCases.data|NewHaven_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|NewHaven_Connecticut_UnitedStates.NYT_ConfirmedCases.data|NewHaven_Connecticut_UnitedStates.NYT_ConfirmedCases.missing|NewHaven_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|NewHaven_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|NewHaven_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|NewHaven_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|104308.0|0|104308.0|0|2227.0|0|0.0|100
0|2021-10-18|104575.0|0|104575.0|0|2227.0|0|0.0|100
0|2021-10-19|104705.0|0|104705.0|0|2224.0|0|0.0|100
0|2021-10-20|104773.0|0|104773.0|0|2224.0|0|0.0|100
0|2021-10-21|104865.0|0|104865.0|0|2224.0|0|0.0|100
0|2021-10-22|104990.0|0|104990.0|0|2229.0|0|0.0|100
0|2021-10-23|104990.0|0|104990.0|0|2229.0|0|0.0|100
0|2021-10-24|104990.0|0|104990.0|0|2229.0|0|0.0|100
0|2021-10-25|105228.0|0|105228.0|0|2229.0|0|0.0|100
0|2021-10-26|105271.0|0|105271.0|0|2231.0|0|0.0|100
0|2021-10-27|105357.0|0|105357.0|0|2231.0|0|0.0|100
0|2021-10-28|105441.0|0|105441.0|0|2231.0|0|0.0|100
0|2021-10-29|105535.0|0|105535.0|0|2233.0|0|0.0|100
0|2021-10-30|105535.0|0|105535.0|0|2233.0|0|0.0|100
0|2021-10-31|105535.0|0|105535.0|0|2233.0|0|0.0|100
0|2021-11-01|105766.0|0|105766.0|0|2234.0|0|0.0|100
0|2021-11-02|105840.0|0|105840.0|0|2236.0|0|0.0|100
0|2021-11-03|105929.0|0|105929.0|0|2236.0|0|0.0|100
0|2021-11-04|106056.0|0|106056.0|0|2236.0|0|0.0|100
0|2021-11-05|106133.0|0|106133.0|0|2241.0|0|0.0|100
0|2021-11-06|106133.0|0|106133.0|0|2241.0|0|0.0|100
0|2021-11-07|106133.0|0|106133.0|0|2241.0|0|0.0|100
0|2021-11-08|106330.0|0|106330.0|0|2241.0|0|0.0|100
0|2021-11-09|106385.0|0|106385.0|0|2249.0|0|0.0|100
0|2021-11-10|106385.0|0|106526.0|0|2249.0|0|0.0|100
0|2021-11-11|106641.0|0|106641.0|0|2250.0|0|0.0|100
0|2021-11-12|106748.0|0|106748.0|0|2250.0|0|0.0|100
0|2021-11-13|106748.0|0|106748.0|0|2250.0|0|0.0|100
0|2021-11-14|106748.0|0|106748.0|0|2250.0|0|0.0|100
0|2021-11-15|107237.0|0|107237.0|0|2256.0|0|0.0|100
0|2021-11-16|107382.0|0|107382.0|0|2256.0|0|0.0|100
0|2021-11-17|107605.0|0|107605.0|0|2258.0|0|0.0|100
0|2021-11-18|107768.0|0|107768.0|0|2258.0|0|0.0|100
0|2021-11-19|107964.0|0|107964.0|0|2262.0|0|0.0|100
0|2021-11-20|107964.0|0|107964.0|0|2262.0|0|0.0|100
0|2021-11-21|107964.0|0|107964.0|0|2262.0|0|0.0|100
0|2021-11-22|108507.0|0|108507.0|0|2264.0|0|0.0|100
0|2021-11-23|108762.0|0|108762.0|0|2264.0|0|0.0|100
0|2021-11-24|108996.0|0|108996.0|0|2266.0|0|0.0|100
0|2021-11-25|108996.0|0|108996.0|0|2266.0|0|0.0|100
0|2021-11-26|109448.0|0|109448.0|0|2266.0|0|0.0|100
0|2021-11-27|109448.0|0|109448.0|0|2266.0|0|0.0|100
0|2021-11-28|109448.0|0|109448.0|0|2266.0|0|0.0|100
0|2021-11-29|109979.0|0|109979.0|0|2266.0|0|0.0|100
0|2021-11-30|110214.0|0|110214.0|0|2272.0|0|0.0|100
0|2021-12-01|110214.0|0|110417.0|0|2272.0|0|0.0|100
0|2021-12-02|110703.0|0|110703.0|0|2274.0|0|0.0|100
0|2021-12-03|110848.0|0|110848.0|0|2280.0|0|0.0|100
0|2021-12-04|110848.0|0|110848.0|0|2280.0|0|0.0|100
0|2021-12-05|110848.0|0|110848.0|0|2280.0|0|0.0|100
0|2021-12-06|112425.0|0|112425.0|0|2280.0|0|0.0|100
0|2021-12-07|112969.0|0|112969.0|0|2288.0|0|0.0|100
0|2021-12-08|113208.0|0|113208.0|0|2288.0|0|0.0|100
0|2021-12-09|113940.0|0|113940.0|0|2288.0|0|0.0|100
0|2021-12-10|114705.0|0|114705.0|0|2297.0|0|0.0|100
0|2021-12-11|114705.0|0|114705.0|0|2297.0|0|0.0|100
