|dates|Hamilton_Tennessee_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Hamilton_Tennessee_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Hamilton_Tennessee_UnitedStates.NYT_ConfirmedDeaths.data|Hamilton_Tennessee_UnitedStates.NYT_ConfirmedDeaths.missing|Hamilton_Tennessee_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Hamilton_Tennessee_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Hamilton_Tennessee_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Hamilton_Tennessee_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|641.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|642.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|645.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|646.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|647.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|647.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|647.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|647.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|647.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|648.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|649.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|651.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|651.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|651.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|651.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|652.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|652.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|652.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|652.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|653.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|653.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|653.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|653.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|658.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|660.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|660.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|660.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|660.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|660.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|663.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|665.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|667.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|668.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|669.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|669.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|669.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|671.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|675.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|677.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|677.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|677.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|677.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|677.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|679.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|681.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|685.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|704.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|711.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|711.0|0|0.0|100|0.0|100
