|dates|St.Clair_Michigan_UnitedStates.JHU_ConfirmedCases.data|St.Clair_Michigan_UnitedStates.JHU_ConfirmedCases.missing|St.Clair_Michigan_UnitedStates.NYT_ConfirmedCases.data|St.Clair_Michigan_UnitedStates.NYT_ConfirmedCases.missing|St.Clair_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|St.Clair_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|St.Clair_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|St.Clair_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|21672.0|0|21807.0|0|503.0|0|0.0|100
0|2021-10-18|21827.0|0|21837.0|0|503.0|0|0.0|100
0|2021-10-19|21827.0|0|21918.0|0|503.0|0|0.0|100
0|2021-10-20|21951.0|0|21970.0|0|509.0|0|0.0|100
0|2021-10-21|21951.0|0|22058.0|0|509.0|0|0.0|100
0|2021-10-22|22132.0|0|22145.0|0|511.0|0|0.0|100
0|2021-10-23|22132.0|0|22145.0|0|511.0|0|0.0|100
0|2021-10-24|22132.0|0|22145.0|0|511.0|0|0.0|100
0|2021-10-25|22264.0|0|22270.0|0|512.0|0|0.0|100
0|2021-10-26|22264.0|0|22352.0|0|512.0|0|0.0|100
0|2021-10-27|22403.0|0|22420.0|0|515.0|0|0.0|100
0|2021-10-28|22403.0|0|22502.0|0|515.0|0|0.0|100
0|2021-10-29|22574.0|0|22590.0|0|517.0|0|0.0|100
0|2021-10-30|22574.0|0|22590.0|0|517.0|0|0.0|100
0|2021-10-31|22574.0|0|22662.0|0|517.0|0|0.0|100
0|2021-11-01|22718.0|0|22718.0|0|521.0|0|0.0|100
0|2021-11-02|22718.0|0|22824.0|0|521.0|0|0.0|100
0|2021-11-03|22891.0|0|22907.0|0|525.0|0|0.0|100
0|2021-11-04|22891.0|0|22993.0|0|525.0|0|0.0|100
0|2021-11-05|23121.0|0|23124.0|0|527.0|0|0.0|100
0|2021-11-06|23121.0|0|23124.0|0|527.0|0|0.0|100
0|2021-11-07|23121.0|0|23249.0|0|527.0|0|0.0|100
0|2021-11-08|23251.0|0|23270.0|0|527.0|0|0.0|100
0|2021-11-09|23251.0|0|23381.0|0|527.0|0|0.0|100
0|2021-11-10|23251.0|0|23437.0|0|527.0|0|0.0|100
0|2021-11-11|23437.0|0|23437.0|0|532.0|0|0.0|100
0|2021-11-12|23719.0|0|23719.0|0|532.0|0|0.0|100
0|2021-11-13|23719.0|0|23719.0|0|532.0|0|0.0|100
0|2021-11-14|23719.0|0|24009.0|0|532.0|0|0.0|100
0|2021-11-15|24065.0|0|24084.0|0|533.0|0|0.0|100
0|2021-11-16|24065.0|0|24298.0|0|533.0|0|0.0|100
0|2021-11-17|24482.0|0|24482.0|0|537.0|0|0.0|100
0|2021-11-18|24482.0|0|24655.0|0|537.0|0|0.0|100
0|2021-11-19|24885.0|0|24887.0|0|541.0|0|0.0|100
0|2021-11-20|24885.0|0|25021.0|0|541.0|0|0.0|100
0|2021-11-21|24885.0|0|25078.0|0|541.0|0|0.0|100
0|2021-11-22|25186.0|0|25186.0|0|545.0|0|0.0|100
0|2021-11-23|25186.0|0|25385.0|0|545.0|0|0.0|100
0|2021-11-24|25659.0|0|25659.0|0|552.0|0|0.0|100
0|2021-11-25|25659.0|0|25821.0|0|552.0|0|0.0|100
0|2021-11-26|25659.0|0|25863.0|0|552.0|0|0.0|100
0|2021-11-27|25659.0|0|25863.0|0|552.0|0|0.0|100
0|2021-11-28|25659.0|0|26063.0|0|552.0|0|0.0|100
0|2021-11-29|26222.0|0|26222.0|0|554.0|0|0.0|100
0|2021-11-30|26222.0|0|26387.0|0|554.0|0|0.0|100
0|2021-12-01|26600.0|0|26600.0|0|562.0|0|0.0|100
0|2021-12-02|26600.0|0|26862.0|0|562.0|0|0.0|100
0|2021-12-03|27089.0|0|27089.0|0|562.0|0|0.0|100
0|2021-12-04|27089.0|0|27089.0|0|562.0|0|0.0|100
0|2021-12-05|27089.0|0|27431.0|0|562.0|0|0.0|100
0|2021-12-06|27549.0|0|27557.0|0|569.0|0|0.0|100
0|2021-12-07|27549.0|0|27715.0|0|569.0|0|0.0|100
0|2021-12-08|27902.0|0|27902.0|0|577.0|0|0.0|100
0|2021-12-09|27902.0|0|28046.0|0|577.0|0|0.0|100
0|2021-12-10|28237.0|0|28237.0|0|589.0|0|0.0|100
0|2021-12-11|28237.0|0|28237.0|0|589.0|0|0.0|100
0|2021-12-12|28237.0|0|28465.0|0|589.0|0|0.0|100
0|2021-12-13|28629.0|0|28629.0|0|591.0|0|0.0|100
0|2021-12-14|28629.0|0|28745.0|0|591.0|0|0.0|100
0|2021-12-15|28877.0|0|28877.0|0|605.0|0|0.0|100
0|2021-12-16|28877.0|0|29047.0|0|605.0|0|0.0|100
0|2021-12-17|29217.0|0|29221.0|0|616.0|0|0.0|100
0|2021-12-18|29217.0|0|29221.0|0|616.0|0|0.0|100
0|2021-12-19|29217.0|0|29435.0|0|616.0|0|0.0|100
0|2021-12-20|29479.0|0|29481.0|0|619.0|0|0.0|100
0|2021-12-21|29479.0|0|29481.0|0|619.0|0|0.0|100
0|2021-12-22|29816.0|0|29816.0|0|633.0|0|0.0|100
0|2021-12-23|29816.0|0|29984.0|0|633.0|0|0.0|100
0|2021-12-24|29816.0|0|30096.0|0|633.0|0|0.0|100
0|2021-12-25|29816.0|0|30096.0|0|633.0|0|0.0|100
0|2021-12-26|29816.0|0|30245.0|0|633.0|0|0.0|100
0|2021-12-27|30293.0|0|30293.0|0|642.0|0|0.0|100
0|2021-12-28|30293.0|0|30414.0|0|642.0|0|0.0|100
0|2021-12-29|30663.0|0|30663.0|0|663.0|0|0.0|100
0|2021-12-30|30663.0|0|30888.0|0|663.0|0|0.0|100
0|2021-12-31|30663.0|0|31062.0|0|663.0|0|0.0|100
0|2022-01-01|30663.0|0|31062.0|0|663.0|0|0.0|100
0|2022-01-02|30663.0|0|31456.0|0|663.0|0|0.0|100
0|2022-01-03|31590.0|0|31613.0|0|670.0|0|0.0|100
0|2022-01-04|31590.0|0|31855.0|0|670.0|0|0.0|100
0|2022-01-05|32046.0|0|32046.0|0|681.0|0|0.0|100
0|2022-01-06|32046.0|0|32336.0|0|681.0|0|0.0|100
0|2022-01-07|32792.0|0|32792.0|0|692.0|0|0.0|100
0|2022-01-08|32792.0|0|32792.0|0|692.0|0|0.0|100
0|2022-01-09|32792.0|0|33220.0|0|692.0|0|0.0|100
0|2022-01-10|33535.0|0|33541.0|0|693.0|0|0.0|100
0|2022-01-11|33535.0|0|33829.0|0|693.0|0|0.0|100
0|2022-01-12|34050.0|0|34077.0|0|707.0|0|0.0|100
0|2022-01-13|34050.0|0|34077.0|0|707.0|0|0.0|100
0|2022-01-14|34694.0|0|34694.0|0|714.0|0|0.0|100
0|2022-01-15|34694.0|0|34694.0|0|714.0|0|0.0|100
0|2022-01-16|34694.0|0|35385.0|0|714.0|0|0.0|100
0|2022-01-17|34694.0|0|0.0|100|714.0|0|0.0|100
