|dates|Waldo_Maine_UnitedStates.JHU_ConfirmedCases.data|Waldo_Maine_UnitedStates.JHU_ConfirmedCases.missing|Waldo_Maine_UnitedStates.NYT_ConfirmedCases.data|Waldo_Maine_UnitedStates.NYT_ConfirmedCases.missing|Waldo_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Waldo_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Waldo_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Waldo_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|2617.0|0|2617.0|0|34.0|0|0.0|100
0|2021-11-10|2617.0|0|2638.0|0|34.0|0|0.0|100
0|2021-11-11|2647.0|0|2647.0|0|34.0|0|0.0|100
0|2021-11-12|2647.0|0|2647.0|0|34.0|0|0.0|100
0|2021-11-13|2671.0|0|2671.0|0|34.0|0|0.0|100
0|2021-11-14|2671.0|0|2671.0|0|34.0|0|0.0|100
0|2021-11-15|2671.0|0|2671.0|0|34.0|0|0.0|100
0|2021-11-16|2683.0|0|2683.0|0|34.0|0|0.0|100
0|2021-11-17|2705.0|0|2705.0|0|34.0|0|0.0|100
0|2021-11-18|2725.0|0|2725.0|0|34.0|0|0.0|100
0|2021-11-19|2739.0|0|2739.0|0|35.0|0|0.0|100
0|2021-11-20|2751.0|0|2751.0|0|35.0|0|0.0|100
0|2021-11-21|2751.0|0|2751.0|0|35.0|0|0.0|100
0|2021-11-22|2751.0|0|2751.0|0|35.0|0|0.0|100
0|2021-11-23|2788.0|0|2788.0|0|36.0|0|0.0|100
0|2021-11-24|2808.0|0|2808.0|0|36.0|0|0.0|100
0|2021-11-25|2821.0|0|2821.0|0|36.0|0|0.0|100
0|2021-11-26|2821.0|0|2821.0|0|36.0|0|0.0|100
0|2021-11-27|2821.0|0|2821.0|0|36.0|0|0.0|100
0|2021-11-28|2821.0|0|2821.0|0|36.0|0|0.0|100
0|2021-11-29|2827.0|0|2827.0|0|36.0|0|0.0|100
0|2021-11-30|2849.0|0|2849.0|0|36.0|0|0.0|100
0|2021-12-01|2857.0|0|2857.0|0|36.0|0|0.0|100
0|2021-12-02|2857.0|0|2887.0|0|36.0|0|0.0|100
0|2021-12-03|2900.0|0|2900.0|0|36.0|0|0.0|100
0|2021-12-04|2922.0|0|2922.0|0|36.0|0|0.0|100
0|2021-12-05|2922.0|0|2922.0|0|36.0|0|0.0|100
0|2021-12-06|2922.0|0|2922.0|0|36.0|0|0.0|100
0|2021-12-07|2941.0|0|2941.0|0|36.0|0|0.0|100
0|2021-12-08|2964.0|0|2964.0|0|36.0|0|0.0|100
0|2021-12-09|3005.0|0|3005.0|0|36.0|0|0.0|100
0|2021-12-10|3076.0|0|3076.0|0|36.0|0|0.0|100
0|2021-12-11|3105.0|0|3105.0|0|36.0|0|0.0|100
0|2021-12-12|3108.0|0|3108.0|0|36.0|0|0.0|100
0|2021-12-13|3109.0|0|3109.0|0|36.0|0|0.0|100
0|2021-12-14|3109.0|0|3177.0|0|36.0|0|0.0|100
0|2021-12-15|3220.0|0|3220.0|0|36.0|0|0.0|100
0|2021-12-16|3227.0|0|3227.0|0|36.0|0|0.0|100
0|2021-12-17|3240.0|0|3240.0|0|36.0|0|0.0|100
0|2021-12-18|3275.0|0|3275.0|0|37.0|0|0.0|100
0|2021-12-19|3275.0|0|3275.0|0|37.0|0|0.0|100
0|2021-12-20|3275.0|0|3275.0|0|37.0|0|0.0|100
0|2021-12-21|3341.0|0|3341.0|0|37.0|0|0.0|100
0|2021-12-22|3371.0|0|3371.0|0|37.0|0|0.0|100
0|2021-12-23|3400.0|0|3400.0|0|37.0|0|0.0|100
0|2021-12-24|3452.0|0|3452.0|0|37.0|0|0.0|100
0|2021-12-25|3452.0|0|3452.0|0|37.0|0|0.0|100
0|2021-12-26|3452.0|0|3452.0|0|37.0|0|0.0|100
0|2021-12-27|3452.0|0|3452.0|0|37.0|0|0.0|100
0|2021-12-28|3490.0|0|3490.0|0|37.0|0|0.0|100
0|2021-12-29|3544.0|0|3544.0|0|38.0|0|0.0|100
0|2021-12-30|3576.0|0|3576.0|0|38.0|0|0.0|100
0|2021-12-31|3616.0|0|3616.0|0|38.0|0|0.0|100
0|2022-01-01|3616.0|0|3616.0|0|38.0|0|0.0|100
0|2022-01-02|3616.0|0|3616.0|0|38.0|0|0.0|100
0|2022-01-03|3616.0|0|3616.0|0|38.0|0|0.0|100
0|2022-01-04|3658.0|0|3658.0|0|41.0|0|0.0|100
0|2022-01-05|3756.0|0|3756.0|0|43.0|0|0.0|100
0|2022-01-06|3786.0|0|3786.0|0|44.0|0|0.0|100
0|2022-01-07|3826.0|0|3826.0|0|44.0|0|0.0|100
0|2022-01-08|3871.0|0|3871.0|0|44.0|0|0.0|100
0|2022-01-09|3871.0|0|3871.0|0|44.0|0|0.0|100
0|2022-01-10|3871.0|0|3871.0|0|44.0|0|0.0|100
0|2022-01-11|3940.0|0|3940.0|0|44.0|0|0.0|100
0|2022-01-12|3954.0|0|3954.0|0|44.0|0|0.0|100
0|2022-01-13|3954.0|0|3987.0|0|44.0|0|0.0|100
0|2022-01-14|4020.0|0|4020.0|0|46.0|0|0.0|100
0|2022-01-15|4074.0|0|4074.0|0|47.0|0|0.0|100
0|2022-01-16|4074.0|0|4074.0|0|47.0|0|0.0|100
0|2022-01-17|4074.0|0|0.0|100|47.0|0|0.0|100
