|dates|Suffolk_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Suffolk_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Suffolk_Massachusetts_UnitedStates.NYT_ConfirmedCases.data|Suffolk_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing|Suffolk_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Suffolk_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Suffolk_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Suffolk_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|106168.0|0|106168.0|0|1908.0|0|0.0|100
0|2021-10-18|106456.0|0|106456.0|0|1912.0|0|0.0|100
0|2021-10-19|106612.0|0|106612.0|0|1912.0|0|0.0|100
0|2021-10-20|106711.0|0|106711.0|0|1913.0|0|0.0|100
0|2021-10-21|106851.0|0|106851.0|0|1913.0|0|0.0|100
0|2021-10-22|106978.0|0|106978.0|0|1914.0|0|0.0|100
0|2021-10-23|106978.0|0|106978.0|0|1914.0|0|0.0|100
0|2021-10-24|106978.0|0|106978.0|0|1914.0|0|0.0|100
0|2021-10-25|107212.0|0|107212.0|0|1915.0|0|0.0|100
0|2021-10-26|107357.0|0|107357.0|0|1918.0|0|0.0|100
0|2021-10-27|107461.0|0|107461.0|0|1918.0|0|0.0|100
0|2021-10-28|107461.0|0|107600.0|0|1919.0|0|0.0|100
0|2021-10-29|107738.0|0|107738.0|0|1920.0|0|0.0|100
0|2021-10-30|107738.0|0|107738.0|0|1920.0|0|0.0|100
0|2021-10-31|107738.0|0|107738.0|0|1920.0|0|0.0|100
0|2021-11-01|108069.0|0|108069.0|0|1920.0|0|0.0|100
0|2021-11-02|108157.0|0|108157.0|0|1921.0|0|0.0|100
0|2021-11-03|108237.0|0|108237.0|0|1921.0|0|0.0|100
0|2021-11-04|108425.0|0|108425.0|0|1923.0|0|0.0|100
0|2021-11-05|108615.0|0|108615.0|0|1924.0|0|0.0|100
0|2021-11-06|108615.0|0|108615.0|0|1924.0|0|0.0|100
0|2021-11-07|108615.0|0|108615.0|0|1924.0|0|0.0|100
0|2021-11-08|108983.0|0|108983.0|0|1925.0|0|0.0|100
0|2021-11-09|109101.0|0|109101.0|0|1926.0|0|0.0|100
0|2021-11-10|109101.0|0|109231.0|0|1926.0|0|0.0|100
0|2021-11-11|109231.0|0|109231.0|0|1929.0|0|0.0|100
0|2021-11-12|109609.0|0|109609.0|0|1928.0|0|0.0|100
0|2021-11-13|109609.0|0|109609.0|0|1928.0|0|0.0|100
0|2021-11-14|109609.0|0|109609.0|0|1928.0|0|0.0|100
0|2021-11-15|110095.0|0|110095.0|0|1930.0|0|0.0|100
0|2021-11-16|110233.0|0|110233.0|0|1932.0|0|0.0|100
0|2021-11-17|110455.0|0|110455.0|0|1932.0|0|0.0|100
0|2021-11-18|110764.0|0|110764.0|0|1932.0|0|0.0|100
0|2021-11-19|111037.0|0|111037.0|0|1934.0|0|0.0|100
0|2021-11-20|111037.0|0|111037.0|0|1934.0|0|0.0|100
0|2021-11-21|111037.0|0|111037.0|0|1934.0|0|0.0|100
0|2021-11-22|111661.0|0|111661.0|0|1933.0|0|0.0|100
0|2021-11-23|111813.0|0|111813.0|0|1935.0|0|0.0|100
0|2021-11-24|112045.0|0|112045.0|0|1936.0|0|0.0|100
0|2021-11-25|112045.0|0|112045.0|0|1936.0|0|0.0|100
0|2021-11-26|112490.0|0|112490.0|0|1937.0|0|0.0|100
0|2021-11-27|112490.0|0|112490.0|0|1937.0|0|0.0|100
0|2021-11-28|112490.0|0|112490.0|0|1937.0|0|0.0|100
0|2021-11-29|112915.0|0|112915.0|0|1940.0|0|0.0|100
0|2021-11-30|113123.0|0|113123.0|0|1941.0|0|0.0|100
0|2021-12-01|113469.0|0|113469.0|0|1942.0|0|0.0|100
0|2021-12-02|113469.0|0|113925.0|0|1942.0|0|0.0|100
0|2021-12-03|114395.0|0|114395.0|0|1945.0|0|0.0|100
0|2021-12-04|114395.0|0|114395.0|0|1945.0|0|0.0|100
0|2021-12-05|114395.0|0|114395.0|0|1945.0|0|0.0|100
0|2021-12-06|115434.0|0|115434.0|0|1945.0|0|0.0|100
0|2021-12-07|115874.0|0|115874.0|0|1946.0|0|0.0|100
0|2021-12-08|116325.0|0|116325.0|0|1946.0|0|0.0|100
0|2021-12-09|116811.0|0|116811.0|0|1950.0|0|0.0|100
0|2021-12-10|117320.0|0|117320.0|0|1952.0|0|0.0|100
0|2021-12-11|117320.0|0|117320.0|0|1952.0|0|0.0|100
0|2021-12-12|117320.0|0|117320.0|0|1952.0|0|0.0|100
0|2021-12-13|118384.0|0|118384.0|0|1955.0|0|0.0|100
0|2021-12-14|118384.0|0|118716.0|0|1955.0|0|0.0|100
0|2021-12-15|119248.0|0|119248.0|0|1961.0|0|0.0|100
0|2021-12-16|120054.0|0|120054.0|0|1966.0|0|0.0|100
0|2021-12-17|120820.0|0|120820.0|0|1970.0|0|0.0|100
0|2021-12-18|120820.0|0|120820.0|0|1970.0|0|0.0|100
0|2021-12-19|120820.0|0|120820.0|0|1970.0|0|0.0|100
0|2021-12-20|122621.0|0|122621.0|0|1972.0|0|0.0|100
0|2021-12-21|123452.0|0|123452.0|0|1974.0|0|0.0|100
0|2021-12-22|124585.0|0|124585.0|0|1976.0|0|0.0|100
0|2021-12-23|125978.0|0|125978.0|0|1982.0|0|0.0|100
0|2021-12-24|127627.0|0|127627.0|0|1985.0|0|0.0|100
0|2021-12-25|127627.0|0|127627.0|0|1985.0|0|0.0|100
0|2021-12-26|127627.0|0|127627.0|0|1985.0|0|0.0|100
0|2021-12-27|129709.0|0|129709.0|0|1985.0|0|0.0|100
0|2021-12-28|130951.0|0|130951.0|0|1989.0|0|0.0|100
0|2021-12-29|133305.0|0|133305.0|0|1992.0|0|0.0|100
0|2021-12-30|136536.0|0|136536.0|0|1995.0|0|0.0|100
0|2021-12-31|139704.0|0|139704.0|0|2000.0|0|0.0|100
0|2022-01-01|139704.0|0|139704.0|0|2000.0|0|0.0|100
0|2022-01-02|139704.0|0|139704.0|0|2000.0|0|0.0|100
0|2022-01-03|145136.0|0|145136.0|0|2000.0|0|0.0|100
0|2022-01-04|147263.0|0|147263.0|0|2010.0|0|0.0|100
0|2022-01-05|151046.0|0|151046.0|0|2014.0|0|0.0|100
0|2022-01-06|154591.0|0|154591.0|0|2017.0|0|0.0|100
0|2022-01-07|158998.0|0|158998.0|0|2021.0|0|0.0|100
0|2022-01-08|158998.0|0|158998.0|0|2021.0|0|0.0|100
0|2022-01-09|158998.0|0|158998.0|0|2021.0|0|0.0|100
0|2022-01-10|168020.0|0|168020.0|0|2028.0|0|0.0|100
0|2022-01-11|170767.0|0|170767.0|0|2039.0|0|0.0|100
0|2022-01-12|173920.0|0|173920.0|0|2049.0|0|0.0|100
0|2022-01-13|173920.0|0|176203.0|0|2049.0|0|0.0|100
0|2022-01-14|177968.0|0|177968.0|0|2055.0|0|0.0|100
0|2022-01-15|177968.0|0|177968.0|0|2055.0|0|0.0|100
0|2022-01-16|177968.0|0|177968.0|0|2055.0|0|0.0|100
0|2022-01-17|177968.0|0|0.0|100|2055.0|0|0.0|100
