|dates|Mora_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Mora_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Mora_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Mora_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Mora_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Mora_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Mora_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Mora_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-15|444.0|0|444.0|0|12.0|0|0.0|100
0|2021-12-16|444.0|0|446.0|0|12.0|0|0.0|100
0|2021-12-17|451.0|0|448.0|0|12.0|0|0.0|100
0|2021-12-18|451.0|0|451.0|0|12.0|0|0.0|100
0|2021-12-19|451.0|0|451.0|0|12.0|0|0.0|100
0|2021-12-20|457.0|0|457.0|0|12.0|0|0.0|100
0|2021-12-21|457.0|0|457.0|0|12.0|0|0.0|100
0|2021-12-22|458.0|0|458.0|0|13.0|0|0.0|100
0|2021-12-23|460.0|0|460.0|0|14.0|0|0.0|100
0|2021-12-24|460.0|0|460.0|0|14.0|0|0.0|100
0|2021-12-25|460.0|0|460.0|0|14.0|0|0.0|100
0|2021-12-26|460.0|0|460.0|0|14.0|0|0.0|100
0|2021-12-27|462.0|0|462.0|0|14.0|0|0.0|100
0|2021-12-28|465.0|0|465.0|0|14.0|0|0.0|100
0|2021-12-29|469.0|0|469.0|0|14.0|0|0.0|100
0|2021-12-30|472.0|0|472.0|0|14.0|0|0.0|100
0|2021-12-31|472.0|0|472.0|0|14.0|0|0.0|100
0|2022-01-01|472.0|0|472.0|0|14.0|0|0.0|100
0|2022-01-02|472.0|0|472.0|0|14.0|0|0.0|100
0|2022-01-03|485.0|0|485.0|0|14.0|0|0.0|100
0|2022-01-04|496.0|0|496.0|0|14.0|0|0.0|100
0|2022-01-05|497.0|0|497.0|0|14.0|0|0.0|100
0|2022-01-06|501.0|0|501.0|0|14.0|0|0.0|100
0|2022-01-07|509.0|0|509.0|0|14.0|0|0.0|100
0|2022-01-08|509.0|0|509.0|0|14.0|0|0.0|100
0|2022-01-09|509.0|0|509.0|0|14.0|0|0.0|100
0|2022-01-10|522.0|0|522.0|0|14.0|0|0.0|100
0|2022-01-11|523.0|0|523.0|0|14.0|0|0.0|100
0|2022-01-12|533.0|0|533.0|0|14.0|0|0.0|100
0|2022-01-13|533.0|0|534.0|0|14.0|0|0.0|100
0|2022-01-14|541.0|0|541.0|0|14.0|0|0.0|100
0|2022-01-15|541.0|0|541.0|0|14.0|0|0.0|100
0|2022-01-16|541.0|0|541.0|0|14.0|0|0.0|100
0|2022-01-17|541.0|0|0.0|100|14.0|0|0.0|100
