|dates|Mora_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Mora_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Mora_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Mora_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Mora_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Mora_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Mora_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Mora_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|355.0|0|355.0|0|11.0|0|0.0|100
0|2021-10-18|359.0|0|359.0|0|11.0|0|0.0|100
0|2021-10-19|359.0|0|359.0|0|11.0|0|0.0|100
0|2021-10-20|362.0|0|362.0|0|11.0|0|0.0|100
0|2021-10-21|364.0|0|364.0|0|11.0|0|0.0|100
0|2021-10-22|365.0|0|365.0|0|11.0|0|0.0|100
0|2021-10-23|365.0|0|365.0|0|11.0|0|0.0|100
0|2021-10-24|365.0|0|365.0|0|11.0|0|0.0|100
0|2021-10-25|368.0|0|368.0|0|11.0|0|0.0|100
0|2021-10-26|368.0|0|368.0|0|11.0|0|0.0|100
0|2021-10-27|369.0|0|369.0|0|11.0|0|0.0|100
0|2021-10-28|370.0|0|370.0|0|11.0|0|0.0|100
0|2021-10-29|374.0|0|374.0|0|11.0|0|0.0|100
0|2021-10-30|374.0|0|374.0|0|11.0|0|0.0|100
0|2021-10-31|374.0|0|374.0|0|11.0|0|0.0|100
0|2021-11-01|378.0|0|378.0|0|11.0|0|0.0|100
0|2021-11-02|379.0|0|379.0|0|11.0|0|0.0|100
0|2021-11-03|380.0|0|380.0|0|11.0|0|0.0|100
0|2021-11-04|381.0|0|381.0|0|11.0|0|0.0|100
0|2021-11-05|381.0|0|381.0|0|11.0|0|0.0|100
0|2021-11-06|381.0|0|381.0|0|11.0|0|0.0|100
0|2021-11-07|381.0|0|381.0|0|11.0|0|0.0|100
0|2021-11-08|383.0|0|383.0|0|11.0|0|0.0|100
0|2021-11-09|383.0|0|383.0|0|11.0|0|0.0|100
0|2021-11-10|383.0|0|383.0|0|11.0|0|0.0|100
0|2021-11-11|383.0|0|383.0|0|11.0|0|0.0|100
0|2021-11-12|384.0|0|384.0|0|11.0|0|0.0|100
0|2021-11-13|384.0|0|384.0|0|11.0|0|0.0|100
0|2021-11-14|384.0|0|384.0|0|11.0|0|0.0|100
0|2021-11-15|384.0|0|384.0|0|11.0|0|0.0|100
0|2021-11-16|384.0|0|384.0|0|11.0|0|0.0|100
0|2021-11-17|385.0|0|385.0|0|11.0|0|0.0|100
0|2021-11-18|387.0|0|387.0|0|12.0|0|0.0|100
0|2021-11-19|390.0|0|390.0|0|12.0|0|0.0|100
0|2021-11-20|390.0|0|390.0|0|12.0|0|0.0|100
0|2021-11-21|390.0|0|390.0|0|12.0|0|0.0|100
0|2021-11-22|393.0|0|393.0|0|12.0|0|0.0|100
0|2021-11-23|395.0|0|395.0|0|12.0|0|0.0|100
0|2021-11-24|395.0|0|395.0|0|12.0|0|0.0|100
0|2021-11-25|395.0|0|395.0|0|12.0|0|0.0|100
0|2021-11-26|395.0|0|395.0|0|12.0|0|0.0|100
0|2021-11-27|395.0|0|395.0|0|12.0|0|0.0|100
0|2021-11-28|395.0|0|395.0|0|12.0|0|0.0|100
0|2021-11-29|400.0|0|400.0|0|12.0|0|0.0|100
0|2021-11-30|402.0|0|402.0|0|12.0|0|0.0|100
0|2021-12-01|406.0|0|406.0|0|12.0|0|0.0|100
0|2021-12-02|411.0|0|411.0|0|12.0|0|0.0|100
0|2021-12-03|411.0|0|415.0|0|12.0|0|0.0|100
0|2021-12-04|418.0|0|418.0|0|12.0|0|0.0|100
0|2021-12-05|418.0|0|418.0|0|12.0|0|0.0|100
0|2021-12-06|423.0|0|423.0|0|12.0|0|0.0|100
0|2021-12-07|426.0|0|426.0|0|12.0|0|0.0|100
0|2021-12-08|427.0|0|427.0|0|12.0|0|0.0|100
0|2021-12-09|431.0|0|431.0|0|12.0|0|0.0|100
0|2021-12-10|433.0|0|432.0|0|12.0|0|0.0|100
0|2021-12-11|433.0|0|433.0|0|12.0|0|0.0|100
0|2021-12-12|433.0|0|433.0|0|12.0|0|0.0|100
0|2021-12-13|442.0|0|442.0|0|12.0|0|0.0|100
0|2021-12-14|442.0|0|443.0|0|12.0|0|0.0|100
