|dates|Marshall_Illinois_UnitedStates.JHU_ConfirmedCases.data|Marshall_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Marshall_Illinois_UnitedStates.NYT_ConfirmedCases.data|Marshall_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Marshall_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Marshall_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Marshall_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Marshall_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-06|1596.0|0|1596.0|0|23.0|0|0.0|100
0|2021-12-07|1607.0|0|1607.0|0|23.0|0|0.0|100
0|2021-12-08|1609.0|0|1609.0|0|23.0|0|0.0|100
0|2021-12-09|1623.0|0|1623.0|0|23.0|0|0.0|100
0|2021-12-10|1637.0|0|1637.0|0|23.0|0|0.0|100
0|2021-12-11|1637.0|0|1637.0|0|23.0|0|0.0|100
0|2021-12-12|1637.0|0|1637.0|0|23.0|0|0.0|100
0|2021-12-13|1662.0|0|1662.0|0|23.0|0|0.0|100
0|2021-12-14|1662.0|0|1674.0|0|23.0|0|0.0|100
0|2021-12-15|1689.0|0|1689.0|0|23.0|0|0.0|100
0|2021-12-16|1710.0|0|1710.0|0|23.0|0|0.0|100
0|2021-12-17|1728.0|0|1728.0|0|23.0|0|0.0|100
0|2021-12-18|1728.0|0|1728.0|0|23.0|0|0.0|100
0|2021-12-19|1728.0|0|1728.0|0|23.0|0|0.0|100
0|2021-12-20|1765.0|0|1765.0|0|23.0|0|0.0|100
0|2021-12-21|1779.0|0|1779.0|0|23.0|0|0.0|100
0|2021-12-22|1793.0|0|1793.0|0|23.0|0|0.0|100
0|2021-12-23|1804.0|0|1804.0|0|23.0|0|0.0|100
0|2021-12-24|1804.0|0|1804.0|0|23.0|0|0.0|100
0|2021-12-25|1804.0|0|1804.0|0|23.0|0|0.0|100
0|2021-12-26|1804.0|0|1804.0|0|23.0|0|0.0|100
0|2021-12-27|1854.0|0|1854.0|0|24.0|0|0.0|100
0|2021-12-28|1883.0|0|1883.0|0|24.0|0|0.0|100
0|2021-12-29|1903.0|0|1903.0|0|24.0|0|0.0|100
0|2021-12-30|1927.0|0|1927.0|0|24.0|0|0.0|100
0|2021-12-31|1927.0|0|1927.0|0|24.0|0|0.0|100
0|2022-01-01|1927.0|0|1927.0|0|24.0|0|0.0|100
0|2022-01-02|1927.0|0|1927.0|0|24.0|0|0.0|100
0|2022-01-03|1966.0|0|1966.0|0|24.0|0|0.0|100
0|2022-01-04|2021.0|0|2021.0|0|24.0|0|0.0|100
0|2022-01-05|2056.0|0|2056.0|0|24.0|0|0.0|100
0|2022-01-06|2084.0|0|2084.0|0|24.0|0|0.0|100
0|2022-01-07|2117.0|0|2117.0|0|24.0|0|0.0|100
0|2022-01-08|2117.0|0|2117.0|0|24.0|0|0.0|100
0|2022-01-09|2117.0|0|2117.0|0|24.0|0|0.0|100
0|2022-01-10|2175.0|0|2175.0|0|24.0|0|0.0|100
0|2022-01-11|2220.0|0|2220.0|0|24.0|0|0.0|100
0|2022-01-12|2251.0|0|2251.0|0|25.0|0|0.0|100
0|2022-01-13|2251.0|0|2285.0|0|25.0|0|0.0|100
0|2022-01-14|2319.0|0|2319.0|0|26.0|0|0.0|100
0|2022-01-15|2319.0|0|2319.0|0|26.0|0|0.0|100
0|2022-01-16|2319.0|0|2319.0|0|26.0|0|0.0|100
0|2022-01-17|2319.0|0|0.0|100|26.0|0|0.0|100
