|dates|Johnson_Georgia_UnitedStates.JHU_ConfirmedCases.data|Johnson_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Johnson_Georgia_UnitedStates.NYT_ConfirmedCases.data|Johnson_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Johnson_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Johnson_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Johnson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Johnson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|1565.0|0|1571.0|0|64.0|0|0.0|100
0|2021-12-06|1565.0|0|1571.0|0|64.0|0|0.0|100
0|2021-12-07|1565.0|0|1571.0|0|64.0|0|0.0|100
0|2021-12-08|1565.0|0|1571.0|0|64.0|0|0.0|100
0|2021-12-09|1566.0|0|1572.0|0|64.0|0|0.0|100
0|2021-12-10|1566.0|0|1572.0|0|64.0|0|0.0|100
0|2021-12-11|1566.0|0|1572.0|0|64.0|0|0.0|100
0|2021-12-12|1566.0|0|1572.0|0|64.0|0|0.0|100
0|2021-12-13|1569.0|0|1575.0|0|64.0|0|0.0|100
0|2021-12-14|1569.0|0|1575.0|0|64.0|0|0.0|100
0|2021-12-15|1569.0|0|1575.0|0|64.0|0|0.0|100
0|2021-12-16|1570.0|0|1576.0|0|64.0|0|0.0|100
0|2021-12-17|1571.0|0|1577.0|0|64.0|0|0.0|100
0|2021-12-18|1571.0|0|1577.0|0|64.0|0|0.0|100
0|2021-12-19|1571.0|0|1577.0|0|64.0|0|0.0|100
0|2021-12-20|1572.0|0|1578.0|0|64.0|0|0.0|100
0|2021-12-21|1572.0|0|1578.0|0|64.0|0|0.0|100
0|2021-12-22|1573.0|0|1579.0|0|64.0|0|0.0|100
0|2021-12-23|1576.0|0|1582.0|0|64.0|0|0.0|100
0|2021-12-24|1581.0|0|1587.0|0|64.0|0|0.0|100
0|2021-12-25|1581.0|0|1587.0|0|64.0|0|0.0|100
0|2021-12-26|1581.0|0|1587.0|0|64.0|0|0.0|100
0|2021-12-27|1586.0|0|1592.0|0|64.0|0|0.0|100
0|2021-12-28|1591.0|0|1597.0|0|64.0|0|0.0|100
0|2021-12-29|1601.0|0|1607.0|0|64.0|0|0.0|100
0|2021-12-30|1615.0|0|1621.0|0|64.0|0|0.0|100
0|2021-12-31|1619.0|0|1625.0|0|64.0|0|0.0|100
0|2022-01-01|1619.0|0|1625.0|0|64.0|0|0.0|100
0|2022-01-02|1619.0|0|1625.0|0|64.0|0|0.0|100
0|2022-01-03|1619.0|0|1625.0|0|64.0|0|0.0|100
0|2022-01-04|1656.0|0|1662.0|0|64.0|0|0.0|100
0|2022-01-05|1670.0|0|1676.0|0|64.0|0|0.0|100
0|2022-01-06|1670.0|0|1676.0|0|64.0|0|0.0|100
0|2022-01-07|1670.0|0|1676.0|0|64.0|0|0.0|100
0|2022-01-08|1670.0|0|1676.0|0|64.0|0|0.0|100
0|2022-01-09|1670.0|0|1676.0|0|64.0|0|0.0|100
0|2022-01-10|1747.0|0|1754.0|0|64.0|0|0.0|100
0|2022-01-11|1767.0|0|1774.0|0|64.0|0|0.0|100
0|2022-01-12|1782.0|0|1789.0|0|64.0|0|0.0|100
0|2022-01-13|1782.0|0|1809.0|0|64.0|0|0.0|100
0|2022-01-14|1816.0|0|1823.0|0|64.0|0|0.0|100
0|2022-01-15|1816.0|0|1823.0|0|64.0|0|0.0|100
0|2022-01-16|1816.0|0|1823.0|0|64.0|0|0.0|100
0|2022-01-17|1852.0|0|0.0|100|64.0|0|0.0|100
