|dates|Harrison_Texas_UnitedStates.JHU_ConfirmedCases.data|Harrison_Texas_UnitedStates.JHU_ConfirmedCases.missing|Harrison_Texas_UnitedStates.NYT_ConfirmedCases.data|Harrison_Texas_UnitedStates.NYT_ConfirmedCases.missing|Harrison_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Harrison_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Harrison_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Harrison_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|9214.0|0|9214.0|0|184.0|0|0.0|100
0|2021-11-20|9215.0|0|9215.0|0|184.0|0|0.0|100
0|2021-11-21|9215.0|0|9215.0|0|184.0|0|0.0|100
0|2021-11-22|9215.0|0|9215.0|0|184.0|0|0.0|100
0|2021-11-23|9222.0|0|9222.0|0|184.0|0|0.0|100
0|2021-11-24|9229.0|0|9229.0|0|184.0|0|0.0|100
0|2021-11-25|9229.0|0|9229.0|0|184.0|0|0.0|100
0|2021-11-26|9229.0|0|9229.0|0|184.0|0|0.0|100
0|2021-11-27|9229.0|0|9229.0|0|184.0|0|0.0|100
0|2021-11-28|9229.0|0|9229.0|0|184.0|0|0.0|100
0|2021-11-29|9238.0|0|9238.0|0|185.0|0|0.0|100
0|2021-11-30|9248.0|0|9248.0|0|186.0|0|0.0|100
0|2021-12-01|9255.0|0|9255.0|0|186.0|0|0.0|100
0|2021-12-02|9263.0|0|9263.0|0|187.0|0|0.0|100
0|2021-12-03|9270.0|0|9270.0|0|187.0|0|0.0|100
0|2021-12-04|9272.0|0|9272.0|0|187.0|0|0.0|100
0|2021-12-05|9273.0|0|9273.0|0|187.0|0|0.0|100
0|2021-12-06|9274.0|0|9274.0|0|187.0|0|0.0|100
0|2021-12-07|9285.0|0|9285.0|0|187.0|0|0.0|100
0|2021-12-08|9290.0|0|9290.0|0|188.0|0|0.0|100
0|2021-12-09|9310.0|0|9310.0|0|188.0|0|0.0|100
0|2021-12-10|9335.0|0|9335.0|0|188.0|0|0.0|100
0|2021-12-11|9349.0|0|9349.0|0|188.0|0|0.0|100
0|2021-12-12|9350.0|0|9350.0|0|188.0|0|0.0|100
0|2021-12-13|9354.0|0|9354.0|0|188.0|0|0.0|100
0|2021-12-14|9354.0|0|9370.0|0|188.0|0|0.0|100
0|2021-12-15|9390.0|0|9390.0|0|188.0|0|0.0|100
0|2021-12-16|9402.0|0|9402.0|0|188.0|0|0.0|100
0|2021-12-17|9414.0|0|9414.0|0|188.0|0|0.0|100
0|2021-12-18|9421.0|0|9421.0|0|188.0|0|0.0|100
0|2021-12-19|9424.0|0|9424.0|0|188.0|0|0.0|100
0|2021-12-20|9430.0|0|9430.0|0|188.0|0|0.0|100
0|2021-12-21|9435.0|0|9435.0|0|188.0|0|0.0|100
0|2021-12-22|9449.0|0|9449.0|0|188.0|0|0.0|100
0|2021-12-23|9469.0|0|9469.0|0|188.0|0|0.0|100
0|2021-12-24|9469.0|0|9469.0|0|188.0|0|0.0|100
0|2021-12-25|9469.0|0|9469.0|0|188.0|0|0.0|100
0|2021-12-26|9469.0|0|9469.0|0|188.0|0|0.0|100
0|2021-12-27|9488.0|0|9488.0|0|188.0|0|0.0|100
0|2021-12-28|9507.0|0|9507.0|0|188.0|0|0.0|100
0|2021-12-29|9512.0|0|9512.0|0|189.0|0|0.0|100
0|2021-12-30|9526.0|0|9526.0|0|189.0|0|0.0|100
0|2021-12-31|9526.0|0|9526.0|0|189.0|0|0.0|100
0|2022-01-01|9526.0|0|9526.0|0|189.0|0|0.0|100
0|2022-01-02|9526.0|0|9526.0|0|189.0|0|0.0|100
0|2022-01-03|9673.0|0|9673.0|0|189.0|0|0.0|100
0|2022-01-04|9755.0|0|9755.0|0|192.0|0|0.0|100
0|2022-01-05|9810.0|0|9810.0|0|192.0|0|0.0|100
0|2022-01-06|9909.0|0|9909.0|0|192.0|0|0.0|100
0|2022-01-07|9961.0|0|9961.0|0|192.0|0|0.0|100
0|2022-01-08|10004.0|0|10004.0|0|192.0|0|0.0|100
0|2022-01-09|10029.0|0|10029.0|0|192.0|0|0.0|100
0|2022-01-10|10088.0|0|10088.0|0|192.0|0|0.0|100
0|2022-01-11|10128.0|0|10128.0|0|192.0|0|0.0|100
0|2022-01-12|10209.0|0|10209.0|0|194.0|0|0.0|100
0|2022-01-13|10209.0|0|10333.0|0|194.0|0|0.0|100
0|2022-01-14|10333.0|0|10929.0|0|194.0|0|0.0|100
0|2022-01-15|11025.0|0|11025.0|0|195.0|0|0.0|100
0|2022-01-16|11061.0|0|11061.0|0|195.0|0|0.0|100
0|2022-01-17|11124.0|0|0.0|100|195.0|0|0.0|100
