|dates|Putnam_Indiana_UnitedStates.JHU_ConfirmedCases.data|Putnam_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Putnam_Indiana_UnitedStates.NYT_ConfirmedCases.data|Putnam_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Putnam_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Putnam_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Putnam_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Putnam_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-08|5986.0|0|5998.0|0|81.0|0|0.0|100
0|2021-11-09|6001.0|0|6013.0|0|82.0|0|0.0|100
0|2021-11-10|6001.0|0|6031.0|0|82.0|0|0.0|100
0|2021-11-11|6061.0|0|6074.0|0|82.0|0|0.0|100
0|2021-11-12|6088.0|0|6101.0|0|82.0|0|0.0|100
0|2021-11-13|6088.0|0|6101.0|0|82.0|0|0.0|100
0|2021-11-14|6088.0|0|6101.0|0|82.0|0|0.0|100
0|2021-11-15|6116.0|0|6129.0|0|82.0|0|0.0|100
0|2021-11-16|6135.0|0|6148.0|0|82.0|0|0.0|100
0|2021-11-17|6150.0|0|6163.0|0|82.0|0|0.0|100
0|2021-11-18|6163.0|0|6176.0|0|82.0|0|0.0|100
0|2021-11-19|6180.0|0|6193.0|0|82.0|0|0.0|100
0|2021-11-20|6180.0|0|6193.0|0|82.0|0|0.0|100
0|2021-11-21|6180.0|0|6193.0|0|82.0|0|0.0|100
0|2021-11-22|6214.0|0|6227.0|0|82.0|0|0.0|100
0|2021-11-23|6240.0|0|6253.0|0|82.0|0|0.0|100
0|2021-11-24|6265.0|0|6278.0|0|82.0|0|0.0|100
0|2021-11-25|6265.0|0|6278.0|0|82.0|0|0.0|100
0|2021-11-26|6265.0|0|6278.0|0|82.0|0|0.0|100
0|2021-11-27|6265.0|0|6278.0|0|82.0|0|0.0|100
0|2021-11-28|6265.0|0|6278.0|0|82.0|0|0.0|100
0|2021-11-29|6319.0|0|6332.0|0|82.0|0|0.0|100
0|2021-11-30|6355.0|0|6368.0|0|83.0|0|0.0|100
0|2021-12-01|6383.0|0|6396.0|0|84.0|0|0.0|100
0|2021-12-02|6383.0|0|6428.0|0|84.0|0|0.0|100
0|2021-12-03|6450.0|0|6463.0|0|85.0|0|0.0|100
0|2021-12-04|6450.0|0|6463.0|0|85.0|0|0.0|100
0|2021-12-05|6450.0|0|6463.0|0|85.0|0|0.0|100
0|2021-12-06|6512.0|0|6525.0|0|86.0|0|0.0|100
0|2021-12-07|6525.0|0|6538.0|0|86.0|0|0.0|100
0|2021-12-08|6553.0|0|6566.0|0|86.0|0|0.0|100
0|2021-12-09|6585.0|0|6598.0|0|86.0|0|0.0|100
0|2021-12-10|6604.0|0|6617.0|0|86.0|0|0.0|100
0|2021-12-11|6604.0|0|6617.0|0|86.0|0|0.0|100
0|2021-12-12|6604.0|0|6617.0|0|86.0|0|0.0|100
0|2021-12-13|6646.0|0|6659.0|0|87.0|0|0.0|100
0|2021-12-14|6646.0|0|6683.0|0|87.0|0|0.0|100
0|2021-12-15|6693.0|0|6706.0|0|87.0|0|0.0|100
0|2021-12-16|6728.0|0|6741.0|0|88.0|0|0.0|100
0|2021-12-17|6754.0|0|6767.0|0|88.0|0|0.0|100
0|2021-12-18|6754.0|0|6767.0|0|88.0|0|0.0|100
0|2021-12-19|6754.0|0|6767.0|0|88.0|0|0.0|100
0|2021-12-20|6808.0|0|6821.0|0|89.0|0|0.0|100
0|2021-12-21|6830.0|0|6843.0|0|90.0|0|0.0|100
0|2021-12-22|6852.0|0|6865.0|0|90.0|0|0.0|100
0|2021-12-23|6852.0|0|6865.0|0|90.0|0|0.0|100
0|2021-12-24|6852.0|0|6865.0|0|90.0|0|0.0|100
0|2021-12-25|6852.0|0|6865.0|0|90.0|0|0.0|100
0|2021-12-26|6852.0|0|6865.0|0|90.0|0|0.0|100
0|2021-12-27|6946.0|0|6959.0|0|90.0|0|0.0|100
0|2021-12-28|6975.0|0|6988.0|0|90.0|0|0.0|100
0|2021-12-29|6996.0|0|7009.0|0|90.0|0|0.0|100
0|2021-12-30|7046.0|0|7059.0|0|90.0|0|0.0|100
0|2021-12-31|7046.0|0|7059.0|0|90.0|0|0.0|100
0|2022-01-01|7046.0|0|7059.0|0|90.0|0|0.0|100
0|2022-01-02|7046.0|0|7059.0|0|90.0|0|0.0|100
0|2022-01-03|7192.0|0|7205.0|0|90.0|0|0.0|100
0|2022-01-04|7224.0|0|7237.0|0|91.0|0|0.0|100
0|2022-01-05|7263.0|0|7276.0|0|92.0|0|0.0|100
0|2022-01-06|7303.0|0|7316.0|0|92.0|0|0.0|100
0|2022-01-07|7377.0|0|7390.0|0|92.0|0|0.0|100
0|2022-01-08|7377.0|0|7390.0|0|92.0|0|0.0|100
0|2022-01-09|7377.0|0|7390.0|0|92.0|0|0.0|100
0|2022-01-10|7530.0|0|7544.0|0|94.0|0|0.0|100
0|2022-01-11|7586.0|0|7600.0|0|94.0|0|0.0|100
0|2022-01-12|7639.0|0|7653.0|0|96.0|0|0.0|100
0|2022-01-13|7639.0|0|7728.0|0|96.0|0|0.0|100
0|2022-01-14|7795.0|0|7809.0|0|97.0|0|0.0|100
0|2022-01-15|7795.0|0|7809.0|0|97.0|0|0.0|100
0|2022-01-16|7795.0|0|7809.0|0|97.0|0|0.0|100
0|2022-01-17|7951.0|0|0.0|100|97.0|0|0.0|100
