|dates|Grenada_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Grenada_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Grenada_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Grenada_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Grenada_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Grenada_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Grenada_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Grenada_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|3799.0|0|3799.0|0|109.0|0|0.0|100
0|2021-12-08|3803.0|0|3803.0|0|109.0|0|0.0|100
0|2021-12-09|3815.0|0|3815.0|0|109.0|0|0.0|100
0|2021-12-10|3826.0|0|3826.0|0|109.0|0|0.0|100
0|2021-12-11|3826.0|0|3826.0|0|109.0|0|0.0|100
0|2021-12-12|3826.0|0|3826.0|0|109.0|0|0.0|100
0|2021-12-13|3832.0|0|3832.0|0|109.0|0|0.0|100
0|2021-12-14|3832.0|0|3834.0|0|109.0|0|0.0|100
0|2021-12-15|3838.0|0|3838.0|0|110.0|0|0.0|100
0|2021-12-16|3841.0|0|3841.0|0|110.0|0|0.0|100
0|2021-12-17|3847.0|0|3847.0|0|111.0|0|0.0|100
0|2021-12-18|3847.0|0|3847.0|0|111.0|0|0.0|100
0|2021-12-19|3847.0|0|3847.0|0|111.0|0|0.0|100
0|2021-12-20|3860.0|0|3860.0|0|111.0|0|0.0|100
0|2021-12-21|3867.0|0|3867.0|0|111.0|0|0.0|100
0|2021-12-22|3870.0|0|3870.0|0|111.0|0|0.0|100
0|2021-12-23|3870.0|0|3870.0|0|111.0|0|0.0|100
0|2021-12-24|3870.0|0|3870.0|0|111.0|0|0.0|100
0|2021-12-25|3870.0|0|3870.0|0|111.0|0|0.0|100
0|2021-12-26|3870.0|0|3870.0|0|111.0|0|0.0|100
0|2021-12-27|3908.0|0|3908.0|0|111.0|0|0.0|100
0|2021-12-28|3927.0|0|3927.0|0|111.0|0|0.0|100
0|2021-12-29|3953.0|0|3953.0|0|111.0|0|0.0|100
0|2021-12-30|3980.0|0|3980.0|0|111.0|0|0.0|100
0|2021-12-31|3980.0|0|3980.0|0|111.0|0|0.0|100
0|2022-01-01|3980.0|0|3980.0|0|111.0|0|0.0|100
0|2022-01-02|3980.0|0|3980.0|0|111.0|0|0.0|100
0|2022-01-03|4073.0|0|4073.0|0|111.0|0|0.0|100
0|2022-01-04|4091.0|0|4091.0|0|112.0|0|0.0|100
0|2022-01-05|4140.0|0|4140.0|0|112.0|0|0.0|100
0|2022-01-06|4176.0|0|4176.0|0|112.0|0|0.0|100
0|2022-01-07|4226.0|0|4226.0|0|112.0|0|0.0|100
0|2022-01-08|4226.0|0|4226.0|0|112.0|0|0.0|100
0|2022-01-09|4226.0|0|4226.0|0|112.0|0|0.0|100
0|2022-01-10|4226.0|0|4285.0|0|112.0|0|0.0|100
0|2022-01-11|4361.0|0|4361.0|0|112.0|0|0.0|100
0|2022-01-12|4361.0|0|4391.0|0|112.0|0|0.0|100
0|2022-01-13|4361.0|0|4469.0|0|112.0|0|0.0|100
0|2022-01-14|4531.0|0|4531.0|0|113.0|0|0.0|100
0|2022-01-15|4531.0|0|4531.0|0|113.0|0|0.0|100
0|2022-01-16|4531.0|0|4531.0|0|113.0|0|0.0|100
0|2022-01-17|4531.0|0|0.0|100|113.0|0|0.0|100
