|dates|Miner_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Miner_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Miner_SouthDakota_UnitedStates.Male_Total_Population.data|Miner_SouthDakota_UnitedStates.Male_Total_Population.missing|Miner_SouthDakota_UnitedStates.Female_Total_Population.data|Miner_SouthDakota_UnitedStates.Female_Total_Population.missing|Miner_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Miner_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-10-18|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-10-19|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-10-20|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-10-21|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-10-22|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-10-23|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-10-24|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-10-25|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-10-26|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-10-27|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-10-28|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-10-29|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-10-30|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-10-31|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-01|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-02|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-03|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-04|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-05|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-06|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-07|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-08|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-09|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-10|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-11|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-12|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-13|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-14|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-15|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-16|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-17|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-18|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-19|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-20|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-21|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-22|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-23|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-24|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-25|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-26|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-27|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-28|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-29|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-11-30|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-01|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-02|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-03|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-04|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-05|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-06|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-07|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-08|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-09|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-10|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-11|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-12|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-13|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-14|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-15|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-16|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-17|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-18|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-19|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-20|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-21|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-22|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-23|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-24|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-25|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-26|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-27|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-28|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-29|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-30|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2021-12-31|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2022-01-01|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2022-01-02|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2022-01-03|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2022-01-04|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2022-01-05|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2022-01-06|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2022-01-07|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2022-01-08|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2022-01-09|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2022-01-10|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2022-01-11|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2022-01-12|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2022-01-13|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2022-01-14|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2022-01-15|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2022-01-16|464.0|0|1149.0|0|1064.0|0|524.0|0
0|2022-01-17|464.0|0|1149.0|0|1064.0|0|524.0|0
