|dates|Rock_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Rock_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Rock_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Rock_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Rock_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Rock_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Rock_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Rock_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|21920.0|0|21920.0|0|242.0|0|0.0|100
0|2021-10-18|21971.0|0|21971.0|0|242.0|0|0.0|100
0|2021-10-19|22010.0|0|22010.0|0|242.0|0|0.0|100
0|2021-10-20|22059.0|0|22059.0|0|243.0|0|0.0|100
0|2021-10-21|22106.0|0|22106.0|0|244.0|0|0.0|100
0|2021-10-22|22145.0|0|22145.0|0|244.0|0|0.0|100
0|2021-10-23|22145.0|0|22145.0|0|244.0|0|0.0|100
0|2021-10-24|22145.0|0|22145.0|0|244.0|0|0.0|100
0|2021-10-25|22240.0|0|22240.0|0|245.0|0|0.0|100
0|2021-10-26|22267.0|0|22267.0|0|246.0|0|0.0|100
0|2021-10-27|22322.0|0|22322.0|0|246.0|0|0.0|100
0|2021-10-28|22363.0|0|22363.0|0|246.0|0|0.0|100
0|2021-10-29|22405.0|0|22405.0|0|247.0|0|0.0|100
0|2021-10-30|22405.0|0|22405.0|0|247.0|0|0.0|100
0|2021-10-31|22405.0|0|22405.0|0|247.0|0|0.0|100
0|2021-11-01|22528.0|0|22528.0|0|247.0|0|0.0|100
0|2021-11-02|22553.0|0|22553.0|0|247.0|0|0.0|100
0|2021-11-03|22592.0|0|22592.0|0|247.0|0|0.0|100
0|2021-11-04|22666.0|0|22666.0|0|248.0|0|0.0|100
0|2021-11-05|22745.0|0|22745.0|0|248.0|0|0.0|100
0|2021-11-06|22745.0|0|22745.0|0|248.0|0|0.0|100
0|2021-11-07|22745.0|0|22745.0|0|248.0|0|0.0|100
0|2021-11-08|22907.0|0|22907.0|0|248.0|0|0.0|100
0|2021-11-09|22955.0|0|22955.0|0|248.0|0|0.0|100
0|2021-11-10|22955.0|0|23041.0|0|248.0|0|0.0|100
0|2021-11-11|23203.0|0|23203.0|0|250.0|0|0.0|100
0|2021-11-12|23275.0|0|23275.0|0|252.0|0|0.0|100
0|2021-11-13|23275.0|0|23275.0|0|252.0|0|0.0|100
0|2021-11-14|23275.0|0|23275.0|0|252.0|0|0.0|100
0|2021-11-15|23460.0|0|23460.0|0|255.0|0|0.0|100
0|2021-11-16|23537.0|0|23537.0|0|255.0|0|0.0|100
0|2021-11-17|23660.0|0|23660.0|0|256.0|0|0.0|100
0|2021-11-18|23759.0|0|23759.0|0|256.0|0|0.0|100
0|2021-11-19|23827.0|0|23827.0|0|256.0|0|0.0|100
0|2021-11-20|23827.0|0|23827.0|0|256.0|0|0.0|100
0|2021-11-21|23827.0|0|23827.0|0|256.0|0|0.0|100
0|2021-11-22|24012.0|0|24012.0|0|256.0|0|0.0|100
0|2021-11-23|24142.0|0|24142.0|0|256.0|0|0.0|100
0|2021-11-24|24299.0|0|24299.0|0|256.0|0|0.0|100
0|2021-11-25|24405.0|0|24405.0|0|257.0|0|0.0|100
0|2021-11-26|24485.0|0|24485.0|0|259.0|0|0.0|100
0|2021-11-27|24485.0|0|24485.0|0|259.0|0|0.0|100
0|2021-11-28|24485.0|0|24485.0|0|259.0|0|0.0|100
0|2021-11-29|24669.0|0|24669.0|0|260.0|0|0.0|100
0|2021-11-30|24741.0|0|24741.0|0|260.0|0|0.0|100
0|2021-12-01|25027.0|0|25027.0|0|260.0|0|0.0|100
0|2021-12-02|25237.0|0|25237.0|0|261.0|0|0.0|100
0|2021-12-03|25349.0|0|25349.0|0|261.0|0|0.0|100
0|2021-12-04|25349.0|0|25349.0|0|261.0|0|0.0|100
0|2021-12-05|25349.0|0|25349.0|0|261.0|0|0.0|100
0|2021-12-06|25349.0|0|25349.0|0|261.0|0|0.0|100
0|2021-12-07|25349.0|0|25349.0|0|261.0|0|0.0|100
