|dates|Brevard_Florida_UnitedStates.JHU_ConfirmedCases.data|Brevard_Florida_UnitedStates.JHU_ConfirmedCases.missing|Brevard_Florida_UnitedStates.NYT_ConfirmedCases.data|Brevard_Florida_UnitedStates.NYT_ConfirmedCases.missing|Brevard_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Brevard_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Brevard_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Brevard_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|80873.0|0|80128.0|0|914.0|0|0.0|100
0|2021-10-18|80873.0|0|80128.0|0|914.0|0|0.0|100
0|2021-10-19|80873.0|0|80128.0|0|914.0|0|0.0|100
0|2021-10-20|80873.0|0|80128.0|0|914.0|0|0.0|100
0|2021-10-21|80873.0|0|80128.0|0|914.0|0|0.0|100
0|2021-10-22|81174.0|0|80429.0|0|914.0|0|0.0|100
0|2021-10-23|81174.0|0|80429.0|0|914.0|0|0.0|100
0|2021-10-24|81174.0|0|80429.0|0|914.0|0|0.0|100
0|2021-10-25|81174.0|0|80429.0|0|914.0|0|0.0|100
0|2021-10-26|81174.0|0|80429.0|0|914.0|0|0.0|100
0|2021-10-27|81174.0|0|80429.0|0|914.0|0|0.0|100
0|2021-10-28|81174.0|0|80429.0|0|914.0|0|0.0|100
0|2021-10-29|81417.0|0|80672.0|0|914.0|0|0.0|100
0|2021-10-30|81417.0|0|80672.0|0|914.0|0|0.0|100
0|2021-10-31|81417.0|0|80672.0|0|914.0|0|0.0|100
0|2021-11-01|81417.0|0|80672.0|0|914.0|0|0.0|100
0|2021-11-02|81417.0|0|80672.0|0|914.0|0|0.0|100
0|2021-11-03|81417.0|0|80672.0|0|914.0|0|0.0|100
0|2021-11-04|81417.0|0|80672.0|0|914.0|0|0.0|100
0|2021-11-05|81637.0|0|80892.0|0|914.0|0|0.0|100
0|2021-11-06|81637.0|0|80892.0|0|914.0|0|0.0|100
0|2021-11-07|81637.0|0|80892.0|0|914.0|0|0.0|100
0|2021-11-08|81637.0|0|80892.0|0|914.0|0|0.0|100
0|2021-11-09|81637.0|0|80892.0|0|914.0|0|0.0|100
0|2021-11-10|81637.0|0|80892.0|0|914.0|0|0.0|100
0|2021-11-11|81637.0|0|80892.0|0|914.0|0|0.0|100
0|2021-11-12|81851.0|0|81106.0|0|914.0|0|0.0|100
0|2021-11-13|81851.0|0|81106.0|0|914.0|0|0.0|100
