|dates|Starke_Indiana_UnitedStates.JHU_ConfirmedCases.data|Starke_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Starke_Indiana_UnitedStates.NYT_ConfirmedCases.data|Starke_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Starke_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Starke_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Starke_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Starke_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-08|3293.0|0|3296.0|0|72.0|0|0.0|100
0|2021-11-09|3297.0|0|3300.0|0|72.0|0|0.0|100
0|2021-11-10|3297.0|0|3308.0|0|72.0|0|0.0|100
0|2021-11-11|3328.0|0|3331.0|0|72.0|0|0.0|100
0|2021-11-12|3333.0|0|3336.0|0|72.0|0|0.0|100
0|2021-11-13|3333.0|0|3336.0|0|72.0|0|0.0|100
0|2021-11-14|3333.0|0|3336.0|0|72.0|0|0.0|100
0|2021-11-15|3362.0|0|3365.0|0|72.0|0|0.0|100
0|2021-11-16|3368.0|0|3371.0|0|72.0|0|0.0|100
0|2021-11-17|3377.0|0|3381.0|0|72.0|0|0.0|100
0|2021-11-18|3380.0|0|3384.0|0|72.0|0|0.0|100
0|2021-11-19|3386.0|0|3390.0|0|72.0|0|0.0|100
0|2021-11-20|3386.0|0|3390.0|0|72.0|0|0.0|100
0|2021-11-21|3386.0|0|3390.0|0|72.0|0|0.0|100
0|2021-11-22|3418.0|0|3422.0|0|72.0|0|0.0|100
0|2021-11-23|3419.0|0|3423.0|0|72.0|0|0.0|100
0|2021-11-24|3436.0|0|3440.0|0|72.0|0|0.0|100
0|2021-11-25|3436.0|0|3440.0|0|72.0|0|0.0|100
0|2021-11-26|3436.0|0|3440.0|0|72.0|0|0.0|100
0|2021-11-27|3436.0|0|3440.0|0|72.0|0|0.0|100
0|2021-11-28|3436.0|0|3440.0|0|72.0|0|0.0|100
0|2021-11-29|3487.0|0|3491.0|0|72.0|0|0.0|100
0|2021-11-30|3490.0|0|3494.0|0|73.0|0|0.0|100
0|2021-12-01|3515.0|0|3519.0|0|74.0|0|0.0|100
0|2021-12-02|3515.0|0|3539.0|0|74.0|0|0.0|100
0|2021-12-03|3555.0|0|3559.0|0|74.0|0|0.0|100
0|2021-12-04|3555.0|0|3559.0|0|74.0|0|0.0|100
0|2021-12-05|3555.0|0|3559.0|0|74.0|0|0.0|100
0|2021-12-06|3614.0|0|3618.0|0|74.0|0|0.0|100
0|2021-12-07|3628.0|0|3632.0|0|74.0|0|0.0|100
0|2021-12-08|3650.0|0|3654.0|0|74.0|0|0.0|100
0|2021-12-09|3664.0|0|3668.0|0|75.0|0|0.0|100
0|2021-12-10|3690.0|0|3694.0|0|75.0|0|0.0|100
0|2021-12-11|3690.0|0|3694.0|0|75.0|0|0.0|100
0|2021-12-12|3690.0|0|3694.0|0|75.0|0|0.0|100
0|2021-12-13|3736.0|0|3740.0|0|76.0|0|0.0|100
0|2021-12-14|3736.0|0|3756.0|0|76.0|0|0.0|100
0|2021-12-15|3777.0|0|3781.0|0|76.0|0|0.0|100
0|2021-12-16|3804.0|0|3808.0|0|76.0|0|0.0|100
0|2021-12-17|3817.0|0|3821.0|0|76.0|0|0.0|100
0|2021-12-18|3817.0|0|3821.0|0|76.0|0|0.0|100
0|2021-12-19|3817.0|0|3821.0|0|76.0|0|0.0|100
0|2021-12-20|3848.0|0|3852.0|0|76.0|0|0.0|100
0|2021-12-21|3861.0|0|3865.0|0|77.0|0|0.0|100
0|2021-12-22|3898.0|0|3902.0|0|78.0|0|0.0|100
0|2021-12-23|3898.0|0|3902.0|0|78.0|0|0.0|100
0|2021-12-24|3898.0|0|3902.0|0|78.0|0|0.0|100
0|2021-12-25|3898.0|0|3902.0|0|78.0|0|0.0|100
0|2021-12-26|3898.0|0|3902.0|0|78.0|0|0.0|100
0|2021-12-27|3948.0|0|3952.0|0|79.0|0|0.0|100
0|2021-12-28|3959.0|0|3963.0|0|79.0|0|0.0|100
0|2021-12-29|3967.0|0|3971.0|0|79.0|0|0.0|100
0|2021-12-30|3996.0|0|4000.0|0|79.0|0|0.0|100
0|2021-12-31|3996.0|0|4000.0|0|79.0|0|0.0|100
0|2022-01-01|3996.0|0|4000.0|0|79.0|0|0.0|100
0|2022-01-02|3996.0|0|4000.0|0|79.0|0|0.0|100
0|2022-01-03|4044.0|0|4048.0|0|79.0|0|0.0|100
0|2022-01-04|4066.0|0|4070.0|0|81.0|0|0.0|100
0|2022-01-05|4091.0|0|4095.0|0|81.0|0|0.0|100
0|2022-01-06|4113.0|0|4117.0|0|81.0|0|0.0|100
0|2022-01-07|4138.0|0|4142.0|0|82.0|0|0.0|100
0|2022-01-08|4138.0|0|4142.0|0|82.0|0|0.0|100
0|2022-01-09|4138.0|0|4142.0|0|82.0|0|0.0|100
0|2022-01-10|4193.0|0|4197.0|0|84.0|0|0.0|100
0|2022-01-11|4203.0|0|4207.0|0|85.0|0|0.0|100
0|2022-01-12|4231.0|0|4235.0|0|85.0|0|0.0|100
0|2022-01-13|4231.0|0|4270.0|0|85.0|0|0.0|100
0|2022-01-14|4283.0|0|4287.0|0|86.0|0|0.0|100
0|2022-01-15|4283.0|0|4287.0|0|86.0|0|0.0|100
0|2022-01-16|4283.0|0|4287.0|0|86.0|0|0.0|100
0|2022-01-17|4340.0|0|0.0|100|86.0|0|0.0|100
