|dates|Harrison_Indiana_UnitedStates.BLS_EmployedPopulation.data|Harrison_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Harrison_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Harrison_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Harrison_Indiana_UnitedStates.BLS_UnemploymentRate.data|Harrison_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Harrison_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Harrison_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-11|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-12|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-13|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-14|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-15|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-16|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-17|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-18|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-19|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-20|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-21|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-22|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-23|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-24|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-25|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-26|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-27|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-28|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-29|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-30|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-31|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2022-01-01|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2022-01-02|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2022-01-03|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2022-01-04|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2022-01-05|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2022-01-06|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2022-01-07|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2022-01-08|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2022-01-09|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2022-01-10|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2022-01-11|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2022-01-12|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2022-01-13|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2022-01-14|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2022-01-15|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2022-01-16|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2022-01-17|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
