|dates|Harrison_Indiana_UnitedStates.BLS_EmployedPopulation.data|Harrison_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Harrison_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Harrison_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Harrison_Indiana_UnitedStates.BLS_UnemploymentRate.data|Harrison_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Harrison_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Harrison_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-10-18|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-10-19|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-10-20|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-10-21|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-10-22|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-10-23|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-10-24|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-10-25|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-10-26|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-10-27|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-10-28|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-10-29|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-10-30|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-10-31|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-01|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-02|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-03|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-04|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-05|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-06|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-07|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-08|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-09|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-10|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-11|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-12|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-13|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-14|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-15|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-16|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-17|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-18|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-19|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-20|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-21|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-22|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-23|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-24|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-25|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-26|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-27|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-28|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-29|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-11-30|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-01|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-02|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-03|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-04|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-05|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-06|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-07|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-08|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-09|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
0|2021-12-10|19446.0|0|653.0|0|3.2489178566097814|0|20099.0|0
