|dates|Shackelford_Texas_UnitedStates.JHU_ConfirmedCases.data|Shackelford_Texas_UnitedStates.JHU_ConfirmedCases.missing|Shackelford_Texas_UnitedStates.NYT_ConfirmedCases.data|Shackelford_Texas_UnitedStates.NYT_ConfirmedCases.missing|Shackelford_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Shackelford_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Shackelford_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Shackelford_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|423.0|0|423.0|0|5.0|0|0.0|100
0|2021-10-18|423.0|0|423.0|0|5.0|0|0.0|100
0|2021-10-19|427.0|0|427.0|0|5.0|0|0.0|100
0|2021-10-20|430.0|0|430.0|0|5.0|0|0.0|100
0|2021-10-21|437.0|0|437.0|0|5.0|0|0.0|100
0|2021-10-22|439.0|0|439.0|0|5.0|0|0.0|100
0|2021-10-23|442.0|0|442.0|0|5.0|0|0.0|100
0|2021-10-24|442.0|0|442.0|0|5.0|0|0.0|100
0|2021-10-25|442.0|0|442.0|0|5.0|0|0.0|100
0|2021-10-26|450.0|0|450.0|0|5.0|0|0.0|100
0|2021-10-27|451.0|0|451.0|0|5.0|0|0.0|100
0|2021-10-28|461.0|0|461.0|0|5.0|0|0.0|100
0|2021-10-29|464.0|0|464.0|0|5.0|0|0.0|100
0|2021-10-30|466.0|0|466.0|0|5.0|0|0.0|100
0|2021-10-31|466.0|0|466.0|0|5.0|0|0.0|100
0|2021-11-01|466.0|0|466.0|0|5.0|0|0.0|100
0|2021-11-02|470.0|0|470.0|0|5.0|0|0.0|100
0|2021-11-03|472.0|0|472.0|0|5.0|0|0.0|100
0|2021-11-04|474.0|0|474.0|0|5.0|0|0.0|100
0|2021-11-05|477.0|0|477.0|0|5.0|0|0.0|100
0|2021-11-06|478.0|0|478.0|0|6.0|0|0.0|100
0|2021-11-07|478.0|0|478.0|0|6.0|0|0.0|100
0|2021-11-08|478.0|0|478.0|0|6.0|0|0.0|100
0|2021-11-09|485.0|0|485.0|0|6.0|0|0.0|100
0|2021-11-10|485.0|0|485.0|0|6.0|0|0.0|100
0|2021-11-11|491.0|0|491.0|0|6.0|0|0.0|100
0|2021-11-12|491.0|0|491.0|0|6.0|0|0.0|100
0|2021-11-13|493.0|0|493.0|0|6.0|0|0.0|100
0|2021-11-14|493.0|0|493.0|0|6.0|0|0.0|100
0|2021-11-15|493.0|0|493.0|0|6.0|0|0.0|100
0|2021-11-16|497.0|0|497.0|0|6.0|0|0.0|100
0|2021-11-17|497.0|0|497.0|0|6.0|0|0.0|100
0|2021-11-18|497.0|0|497.0|0|6.0|0|0.0|100
0|2021-11-19|497.0|0|497.0|0|6.0|0|0.0|100
0|2021-11-20|497.0|0|497.0|0|6.0|0|0.0|100
0|2021-11-21|497.0|0|497.0|0|6.0|0|0.0|100
0|2021-11-22|497.0|0|497.0|0|6.0|0|0.0|100
0|2021-11-23|498.0|0|498.0|0|6.0|0|0.0|100
0|2021-11-24|498.0|0|498.0|0|6.0|0|0.0|100
0|2021-11-25|498.0|0|498.0|0|6.0|0|0.0|100
0|2021-11-26|498.0|0|498.0|0|6.0|0|0.0|100
0|2021-11-27|498.0|0|498.0|0|6.0|0|0.0|100
0|2021-11-28|498.0|0|498.0|0|6.0|0|0.0|100
0|2021-11-29|501.0|0|501.0|0|6.0|0|0.0|100
0|2021-11-30|512.0|0|512.0|0|7.0|0|0.0|100
0|2021-12-01|512.0|0|512.0|0|7.0|0|0.0|100
0|2021-12-02|524.0|0|524.0|0|7.0|0|0.0|100
0|2021-12-03|531.0|0|531.0|0|7.0|0|0.0|100
0|2021-12-04|531.0|0|533.0|0|7.0|0|0.0|100
0|2021-12-05|533.0|0|533.0|0|7.0|0|0.0|100
0|2021-12-06|534.0|0|534.0|0|7.0|0|0.0|100
0|2021-12-07|536.0|0|536.0|0|7.0|0|0.0|100
0|2021-12-08|539.0|0|539.0|0|7.0|0|0.0|100
0|2021-12-09|546.0|0|546.0|0|7.0|0|0.0|100
0|2021-12-10|549.0|0|549.0|0|7.0|0|0.0|100
0|2021-12-11|550.0|0|550.0|0|7.0|0|0.0|100
0|2021-12-12|551.0|0|551.0|0|7.0|0|0.0|100
0|2021-12-13|551.0|0|551.0|0|7.0|0|0.0|100
0|2021-12-14|551.0|0|555.0|0|7.0|0|0.0|100
0|2021-12-15|559.0|0|559.0|0|7.0|0|0.0|100
0|2021-12-16|561.0|0|561.0|0|7.0|0|0.0|100
0|2021-12-17|561.0|0|561.0|0|7.0|0|0.0|100
0|2021-12-18|566.0|0|566.0|0|7.0|0|0.0|100
0|2021-12-19|566.0|0|566.0|0|7.0|0|0.0|100
0|2021-12-20|567.0|0|567.0|0|8.0|0|0.0|100
0|2021-12-21|570.0|0|570.0|0|8.0|0|0.0|100
0|2021-12-22|570.0|0|570.0|0|8.0|0|0.0|100
0|2021-12-23|571.0|0|571.0|0|8.0|0|0.0|100
0|2021-12-24|571.0|0|571.0|0|8.0|0|0.0|100
0|2021-12-25|571.0|0|571.0|0|8.0|0|0.0|100
0|2021-12-26|571.0|0|571.0|0|8.0|0|0.0|100
0|2021-12-27|572.0|0|572.0|0|8.0|0|0.0|100
0|2021-12-28|573.0|0|573.0|0|9.0|0|0.0|100
0|2021-12-29|573.0|0|573.0|0|9.0|0|0.0|100
0|2021-12-30|573.0|0|573.0|0|9.0|0|0.0|100
0|2021-12-31|573.0|0|573.0|0|9.0|0|0.0|100
0|2022-01-01|573.0|0|573.0|0|9.0|0|0.0|100
0|2022-01-02|573.0|0|573.0|0|9.0|0|0.0|100
0|2022-01-03|577.0|0|577.0|0|9.0|0|0.0|100
0|2022-01-04|579.0|0|579.0|0|9.0|0|0.0|100
0|2022-01-05|581.0|0|581.0|0|9.0|0|0.0|100
0|2022-01-06|582.0|0|582.0|0|9.0|0|0.0|100
0|2022-01-07|583.0|0|583.0|0|9.0|0|0.0|100
0|2022-01-08|584.0|0|584.0|0|9.0|0|0.0|100
0|2022-01-09|584.0|0|584.0|0|9.0|0|0.0|100
0|2022-01-10|586.0|0|586.0|0|9.0|0|0.0|100
0|2022-01-11|588.0|0|588.0|0|9.0|0|0.0|100
0|2022-01-12|589.0|0|589.0|0|9.0|0|0.0|100
0|2022-01-13|589.0|0|592.0|0|9.0|0|0.0|100
0|2022-01-14|592.0|0|587.0|0|10.0|0|0.0|100
0|2022-01-15|590.0|0|590.0|0|11.0|0|0.0|100
0|2022-01-16|591.0|0|591.0|0|11.0|0|0.0|100
0|2022-01-17|591.0|0|0.0|100|11.0|0|0.0|100
