|dates|Pennington_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Pennington_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Pennington_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Pennington_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Pennington_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Pennington_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Pennington_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Pennington_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-10|23068.0|0|23068.0|0|272.0|0|0.0|100
0|2021-12-11|23068.0|0|23068.0|0|272.0|0|0.0|100
0|2021-12-12|23068.0|0|23068.0|0|272.0|0|0.0|100
0|2021-12-13|23102.0|0|23102.0|0|273.0|0|0.0|100
0|2021-12-14|23102.0|0|23160.0|0|273.0|0|0.0|100
0|2021-12-15|23201.0|0|23201.0|0|274.0|0|0.0|100
0|2021-12-16|23252.0|0|23252.0|0|276.0|0|0.0|100
0|2021-12-17|23281.0|0|23281.0|0|276.0|0|0.0|100
0|2021-12-18|23281.0|0|23281.0|0|276.0|0|0.0|100
0|2021-12-19|23281.0|0|23281.0|0|276.0|0|0.0|100
0|2021-12-20|23307.0|0|23307.0|0|278.0|0|0.0|100
0|2021-12-21|23369.0|0|23369.0|0|279.0|0|0.0|100
0|2021-12-22|23419.0|0|23419.0|0|279.0|0|0.0|100
0|2021-12-23|23479.0|0|23479.0|0|279.0|0|0.0|100
0|2021-12-24|23479.0|0|23479.0|0|279.0|0|0.0|100
0|2021-12-25|23479.0|0|23479.0|0|279.0|0|0.0|100
0|2021-12-26|23479.0|0|23479.0|0|279.0|0|0.0|100
0|2021-12-27|23528.0|0|23528.0|0|281.0|0|0.0|100
0|2021-12-28|23691.0|0|23691.0|0|281.0|0|0.0|100
0|2021-12-29|23801.0|0|23801.0|0|281.0|0|0.0|100
0|2021-12-30|23859.0|0|23859.0|0|285.0|0|0.0|100
0|2021-12-31|23859.0|0|23859.0|0|285.0|0|0.0|100
0|2022-01-01|23859.0|0|23859.0|0|285.0|0|0.0|100
0|2022-01-02|23859.0|0|23859.0|0|285.0|0|0.0|100
0|2022-01-03|23942.0|0|23942.0|0|287.0|0|0.0|100
0|2022-01-04|24314.0|0|24314.0|0|287.0|0|0.0|100
0|2022-01-05|24488.0|0|24488.0|0|290.0|0|0.0|100
0|2022-01-06|24775.0|0|24775.0|0|290.0|0|0.0|100
0|2022-01-07|25010.0|0|25010.0|0|290.0|0|0.0|100
0|2022-01-08|25010.0|0|25010.0|0|290.0|0|0.0|100
0|2022-01-09|25010.0|0|25010.0|0|290.0|0|0.0|100
0|2022-01-10|25283.0|0|25283.0|0|292.0|0|0.0|100
0|2022-01-11|25913.0|0|25913.0|0|292.0|0|0.0|100
0|2022-01-12|26274.0|0|26274.0|0|293.0|0|0.0|100
0|2022-01-13|26274.0|0|26606.0|0|293.0|0|0.0|100
0|2022-01-14|26606.0|0|27003.0|0|294.0|0|0.0|100
0|2022-01-15|27003.0|0|27003.0|0|296.0|0|0.0|100
0|2022-01-16|27003.0|0|27003.0|0|296.0|0|0.0|100
0|2022-01-17|27003.0|0|0.0|100|296.0|0|0.0|100
