|dates|Coos_Oregon_UnitedStates.BLS_EmployedPopulation.data|Coos_Oregon_UnitedStates.BLS_EmployedPopulation.missing|Coos_Oregon_UnitedStates.BLS_UnemployedPopulation.data|Coos_Oregon_UnitedStates.BLS_UnemployedPopulation.missing|Coos_Oregon_UnitedStates.BLS_UnemploymentRate.data|Coos_Oregon_UnitedStates.BLS_UnemploymentRate.missing|Coos_Oregon_UnitedStates.BLS_LaborForcePopulation.data|Coos_Oregon_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-10-18|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-10-19|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-10-20|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-10-21|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-10-22|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-10-23|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-10-24|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-10-25|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-10-26|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-10-27|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-10-28|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-10-29|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-10-30|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-10-31|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-01|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-02|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-03|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-04|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-05|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-06|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-07|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-08|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-09|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-10|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-11|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-12|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-13|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-14|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-15|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-16|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-17|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-18|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-19|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-20|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-21|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-22|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-23|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-24|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-25|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-26|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-27|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-28|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-29|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-11-30|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-01|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-02|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-03|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-04|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-05|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-06|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-07|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-08|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-09|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-10|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-11|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-12|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-13|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-14|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-15|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-16|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-17|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-18|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-19|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-20|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-21|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-22|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-23|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-24|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-25|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-26|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-27|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-28|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-29|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-30|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2021-12-31|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2022-01-01|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2022-01-02|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2022-01-03|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2022-01-04|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2022-01-05|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2022-01-06|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2022-01-07|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2022-01-08|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2022-01-09|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2022-01-10|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2022-01-11|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2022-01-12|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2022-01-13|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2022-01-14|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2022-01-15|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2022-01-16|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
0|2022-01-17|25557.0|0|1793.0|0|6.555758683729433|0|27350.0|0
