|dates|Oldham_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Oldham_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Oldham_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Oldham_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Oldham_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Oldham_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Oldham_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Oldham_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|10316.0|0|10316.0|0|95.0|0|0.0|100
0|2021-11-13|10316.0|0|10316.0|0|95.0|0|0.0|100
0|2021-11-14|10316.0|0|10316.0|0|95.0|0|0.0|100
0|2021-11-15|10369.0|0|10369.0|0|95.0|0|0.0|100
0|2021-11-16|10384.0|0|10384.0|0|95.0|0|0.0|100
0|2021-11-17|10398.0|0|10398.0|0|95.0|0|0.0|100
0|2021-11-18|10421.0|0|10421.0|0|95.0|0|0.0|100
0|2021-11-19|10437.0|0|10437.0|0|98.0|0|0.0|100
0|2021-11-20|10437.0|0|10437.0|0|98.0|0|0.0|100
0|2021-11-21|10437.0|0|10437.0|0|98.0|0|0.0|100
0|2021-11-22|10506.0|0|10506.0|0|100.0|0|0.0|100
0|2021-11-23|10526.0|0|10526.0|0|100.0|0|0.0|100
0|2021-11-24|10561.0|0|10561.0|0|100.0|0|0.0|100
0|2021-11-25|10561.0|0|10561.0|0|100.0|0|0.0|100
0|2021-11-26|10561.0|0|10561.0|0|100.0|0|0.0|100
0|2021-11-27|10561.0|0|10561.0|0|100.0|0|0.0|100
0|2021-11-28|10561.0|0|10561.0|0|100.0|0|0.0|100
0|2021-11-29|10658.0|0|10658.0|0|100.0|0|0.0|100
0|2021-11-30|10697.0|0|10697.0|0|100.0|0|0.0|100
0|2021-12-01|10743.0|0|10743.0|0|101.0|0|0.0|100
0|2021-12-02|10743.0|0|10791.0|0|101.0|0|0.0|100
0|2021-12-03|10824.0|0|10824.0|0|104.0|0|0.0|100
0|2021-12-04|10824.0|0|10824.0|0|104.0|0|0.0|100
0|2021-12-05|10824.0|0|10824.0|0|104.0|0|0.0|100
0|2021-12-06|10911.0|0|10911.0|0|104.0|0|0.0|100
0|2021-12-07|10938.0|0|10938.0|0|105.0|0|0.0|100
0|2021-12-08|10985.0|0|10985.0|0|105.0|0|0.0|100
0|2021-12-09|11019.0|0|11019.0|0|107.0|0|0.0|100
0|2021-12-10|11052.0|0|11052.0|0|107.0|0|0.0|100
0|2021-12-11|11052.0|0|11052.0|0|107.0|0|0.0|100
0|2021-12-12|11052.0|0|11052.0|0|107.0|0|0.0|100
0|2021-12-13|11159.0|0|11159.0|0|109.0|0|0.0|100
0|2021-12-14|11159.0|0|11195.0|0|109.0|0|0.0|100
0|2021-12-15|11231.0|0|11231.0|0|110.0|0|0.0|100
0|2021-12-16|11265.0|0|11265.0|0|110.0|0|0.0|100
0|2021-12-17|11291.0|0|11291.0|0|111.0|0|0.0|100
0|2021-12-18|11291.0|0|11291.0|0|111.0|0|0.0|100
0|2021-12-19|11291.0|0|11291.0|0|111.0|0|0.0|100
0|2021-12-20|11373.0|0|11373.0|0|112.0|0|0.0|100
0|2021-12-21|11395.0|0|11395.0|0|112.0|0|0.0|100
0|2021-12-22|11441.0|0|11441.0|0|112.0|0|0.0|100
0|2021-12-23|11441.0|0|11441.0|0|112.0|0|0.0|100
0|2021-12-24|11441.0|0|11441.0|0|112.0|0|0.0|100
0|2021-12-25|11441.0|0|11441.0|0|112.0|0|0.0|100
0|2021-12-26|11441.0|0|11441.0|0|112.0|0|0.0|100
0|2021-12-27|11624.0|0|11624.0|0|112.0|0|0.0|100
0|2021-12-28|11670.0|0|11670.0|0|112.0|0|0.0|100
0|2021-12-29|11759.0|0|11759.0|0|112.0|0|0.0|100
0|2021-12-30|11759.0|0|11759.0|0|112.0|0|0.0|100
0|2021-12-31|11759.0|0|11759.0|0|112.0|0|0.0|100
0|2022-01-01|11759.0|0|11759.0|0|112.0|0|0.0|100
0|2022-01-02|11759.0|0|11759.0|0|112.0|0|0.0|100
0|2022-01-03|12189.0|0|12189.0|0|114.0|0|0.0|100
0|2022-01-04|12291.0|0|12291.0|0|114.0|0|0.0|100
0|2022-01-05|12491.0|0|12491.0|0|114.0|0|0.0|100
0|2022-01-06|12610.0|0|12610.0|0|114.0|0|0.0|100
0|2022-01-07|12858.0|0|12858.0|0|114.0|0|0.0|100
0|2022-01-08|12858.0|0|12858.0|0|114.0|0|0.0|100
0|2022-01-09|12858.0|0|12858.0|0|114.0|0|0.0|100
0|2022-01-10|13175.0|0|13175.0|0|114.0|0|0.0|100
0|2022-01-11|13347.0|0|13347.0|0|114.0|0|0.0|100
0|2022-01-12|13498.0|0|13498.0|0|114.0|0|0.0|100
0|2022-01-13|13498.0|0|13605.0|0|114.0|0|0.0|100
0|2022-01-14|13809.0|0|13809.0|0|114.0|0|0.0|100
0|2022-01-15|13809.0|0|13809.0|0|114.0|0|0.0|100
0|2022-01-16|13809.0|0|13809.0|0|114.0|0|0.0|100
0|2022-01-17|13809.0|0|0.0|100|114.0|0|0.0|100
