|dates|OutofGA_Georgia_UnitedStates.JHU_ConfirmedCases.data|OutofGA_Georgia_UnitedStates.JHU_ConfirmedCases.missing|OutofGA_Georgia_UnitedStates.NYT_ConfirmedCases.data|OutofGA_Georgia_UnitedStates.NYT_ConfirmedCases.missing|OutofGA_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|OutofGA_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|OutofGA_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|OutofGA_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-29|41633.0|0|0.0|100|1121.0|0|0.0|100
0|2021-11-30|41670.0|0|0.0|100|1123.0|0|0.0|100
0|2021-12-01|41571.0|0|0.0|100|1125.0|0|0.0|100
0|2021-12-02|41571.0|0|0.0|100|1125.0|0|0.0|100
0|2021-12-03|41419.0|0|0.0|100|1118.0|0|0.0|100
0|2021-12-04|41419.0|0|0.0|100|1118.0|0|0.0|100
0|2021-12-05|41419.0|0|0.0|100|1118.0|0|0.0|100
0|2021-12-06|41322.0|0|0.0|100|1120.0|0|0.0|100
0|2021-12-07|41288.0|0|0.0|100|1120.0|0|0.0|100
0|2021-12-08|41242.0|0|0.0|100|1121.0|0|0.0|100
0|2021-12-09|41186.0|0|0.0|100|1123.0|0|0.0|100
0|2021-12-10|41156.0|0|0.0|100|1123.0|0|0.0|100
0|2021-12-11|41156.0|0|0.0|100|1123.0|0|0.0|100
0|2021-12-12|41156.0|0|0.0|100|1123.0|0|0.0|100
0|2021-12-13|41197.0|0|0.0|100|1125.0|0|0.0|100
0|2021-12-14|41197.0|0|0.0|100|1125.0|0|0.0|100
0|2021-12-15|41340.0|0|0.0|100|1128.0|0|0.0|100
0|2021-12-16|41438.0|0|0.0|100|1128.0|0|0.0|100
0|2021-12-17|41574.0|0|0.0|100|1132.0|0|0.0|100
0|2021-12-18|41574.0|0|0.0|100|1132.0|0|0.0|100
0|2021-12-19|41574.0|0|0.0|100|1132.0|0|0.0|100
0|2021-12-20|41944.0|0|0.0|100|1133.0|0|0.0|100
0|2021-12-21|42356.0|0|0.0|100|1136.0|0|0.0|100
0|2021-12-22|42456.0|0|0.0|100|1139.0|0|0.0|100
0|2021-12-23|42591.0|0|0.0|100|1145.0|0|0.0|100
0|2021-12-24|42780.0|0|0.0|100|1148.0|0|0.0|100
0|2021-12-25|42780.0|0|0.0|100|1148.0|0|0.0|100
0|2021-12-26|42780.0|0|0.0|100|1148.0|0|0.0|100
0|2021-12-27|44157.0|0|0.0|100|1149.0|0|0.0|100
0|2021-12-28|44950.0|0|0.0|100|1153.0|0|0.0|100
0|2021-12-29|46199.0|0|0.0|100|1155.0|0|0.0|100
0|2021-12-30|47368.0|0|0.0|100|1158.0|0|0.0|100
0|2021-12-31|48670.0|0|0.0|100|1160.0|0|0.0|100
0|2022-01-01|48670.0|0|0.0|100|1160.0|0|0.0|100
0|2022-01-02|48670.0|0|0.0|100|1160.0|0|0.0|100
0|2022-01-03|48670.0|0|0.0|100|1160.0|0|0.0|100
0|2022-01-04|51523.0|0|0.0|100|1162.0|0|0.0|100
0|2022-01-05|53102.0|0|0.0|100|1168.0|0|0.0|100
0|2022-01-06|53102.0|0|0.0|100|1168.0|0|0.0|100
0|2022-01-07|53102.0|0|0.0|100|1168.0|0|0.0|100
0|2022-01-08|53102.0|0|0.0|100|1168.0|0|0.0|100
0|2022-01-09|53102.0|0|0.0|100|1168.0|0|0.0|100
0|2022-01-10|57731.0|0|0.0|100|1188.0|0|0.0|100
0|2022-01-11|58479.0|0|0.0|100|1193.0|0|0.0|100
0|2022-01-12|58993.0|0|0.0|100|1198.0|0|0.0|100
0|2022-01-13|58993.0|0|0.0|100|1198.0|0|0.0|100
0|2022-01-14|61320.0|0|0.0|100|1205.0|0|0.0|100
0|2022-01-15|61320.0|0|0.0|100|1205.0|0|0.0|100
0|2022-01-16|61320.0|0|0.0|100|1205.0|0|0.0|100
0|2022-01-17|62448.0|0|0.0|100|1206.0|0|0.0|100
