|dates|Washington_Virginia_UnitedStates.JHU_ConfirmedCases.data|Washington_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Washington_Virginia_UnitedStates.NYT_ConfirmedCases.data|Washington_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Washington_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-15|8666.0|0|8666.0|0|167.0|0|0.0|100
0|2021-12-16|8708.0|0|8708.0|0|168.0|0|0.0|100
0|2021-12-17|8753.0|0|8753.0|0|168.0|0|0.0|100
0|2021-12-18|8753.0|0|8753.0|0|168.0|0|0.0|100
0|2021-12-19|8753.0|0|8753.0|0|168.0|0|0.0|100
0|2021-12-20|8835.0|0|8835.0|0|168.0|0|0.0|100
0|2021-12-21|8856.0|0|8856.0|0|168.0|0|0.0|100
0|2021-12-22|8884.0|0|8884.0|0|168.0|0|0.0|100
0|2021-12-23|8921.0|0|8921.0|0|168.0|0|0.0|100
0|2021-12-24|8943.0|0|8943.0|0|168.0|0|0.0|100
0|2021-12-25|8943.0|0|8943.0|0|168.0|0|0.0|100
0|2021-12-26|8943.0|0|8943.0|0|168.0|0|0.0|100
0|2021-12-27|8993.0|0|8993.0|0|168.0|0|0.0|100
0|2021-12-28|9023.0|0|9023.0|0|176.0|0|0.0|100
0|2021-12-29|9059.0|0|9059.0|0|176.0|0|0.0|100
0|2021-12-30|9080.0|0|9080.0|0|177.0|0|0.0|100
0|2021-12-31|9130.0|0|9130.0|0|177.0|0|0.0|100
0|2022-01-01|9130.0|0|9130.0|0|178.0|0|0.0|100
0|2022-01-02|9130.0|0|9130.0|0|178.0|0|0.0|100
0|2022-01-03|9239.0|0|9239.0|0|178.0|0|0.0|100
0|2022-01-04|9301.0|0|9301.0|0|179.0|0|0.0|100
0|2022-01-05|9343.0|0|9343.0|0|179.0|0|0.0|100
0|2022-01-06|9432.0|0|9432.0|0|182.0|0|0.0|100
0|2022-01-07|9520.0|0|9520.0|0|182.0|0|0.0|100
0|2022-01-08|9520.0|0|9520.0|0|182.0|0|0.0|100
0|2022-01-09|9520.0|0|9520.0|0|182.0|0|0.0|100
0|2022-01-10|9740.0|0|9740.0|0|184.0|0|0.0|100
0|2022-01-11|9842.0|0|9842.0|0|184.0|0|0.0|100
0|2022-01-12|9922.0|0|9922.0|0|185.0|0|0.0|100
0|2022-01-13|9922.0|0|10049.0|0|185.0|0|0.0|100
0|2022-01-14|10131.0|0|10131.0|0|186.0|0|0.0|100
0|2022-01-15|10131.0|0|10131.0|0|186.0|0|0.0|100
0|2022-01-16|10131.0|0|10131.0|0|186.0|0|0.0|100
0|2022-01-17|10479.0|0|0.0|100|186.0|0|0.0|100
