|dates|Allen_Kansas_UnitedStates.JHU_ConfirmedCases.data|Allen_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Allen_Kansas_UnitedStates.NYT_ConfirmedCases.data|Allen_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Allen_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Allen_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Allen_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Allen_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-01|2691.0|0|2691.0|0|26.0|0|0.0|100
0|2022-01-02|2691.0|0|2691.0|0|26.0|0|0.0|100
0|2022-01-03|2737.0|0|2737.0|0|26.0|0|0.0|100
0|2022-01-04|2737.0|0|2737.0|0|26.0|0|0.0|100
0|2022-01-05|2800.0|0|2800.0|0|26.0|0|0.0|100
0|2022-01-06|2800.0|0|2800.0|0|26.0|0|0.0|100
0|2022-01-07|2855.0|0|2855.0|0|27.0|0|0.0|100
0|2022-01-08|2855.0|0|2855.0|0|27.0|0|0.0|100
0|2022-01-09|2855.0|0|2855.0|0|27.0|0|0.0|100
0|2022-01-10|2894.0|0|2894.0|0|27.0|0|0.0|100
0|2022-01-11|2894.0|0|2894.0|0|27.0|0|0.0|100
0|2022-01-12|2894.0|0|2933.0|0|27.0|0|0.0|100
0|2022-01-13|2894.0|0|2971.0|0|27.0|0|0.0|100
0|2022-01-14|3040.0|0|3040.0|0|27.0|0|0.0|100
0|2022-01-15|3040.0|0|3040.0|0|27.0|0|0.0|100
0|2022-01-16|3040.0|0|3040.0|0|27.0|0|0.0|100
0|2022-01-17|3040.0|0|0.0|100|27.0|0|0.0|100
