|dates|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.Bernard_Louisiana_UnitedStates.NYT_ConfirmedCases.data|St.Bernard_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6852.0|0|6852.0|0|97.0|0|0.0|100
0|2021-10-18|6859.0|0|6859.0|0|98.0|0|0.0|100
0|2021-10-19|6861.0|0|6861.0|0|98.0|0|0.0|100
0|2021-10-20|6868.0|0|6868.0|0|98.0|0|0.0|100
0|2021-10-21|6872.0|0|6872.0|0|98.0|0|0.0|100
0|2021-10-22|6873.0|0|6873.0|0|98.0|0|0.0|100
0|2021-10-23|6873.0|0|6873.0|0|98.0|0|0.0|100
0|2021-10-24|6873.0|0|6873.0|0|98.0|0|0.0|100
0|2021-10-25|6885.0|0|6885.0|0|98.0|0|0.0|100
0|2021-10-26|6888.0|0|6888.0|0|98.0|0|0.0|100
0|2021-10-27|6890.0|0|6890.0|0|98.0|0|0.0|100
0|2021-10-28|6893.0|0|6893.0|0|98.0|0|0.0|100
0|2021-10-29|6895.0|0|6895.0|0|98.0|0|0.0|100
0|2021-10-30|6895.0|0|6895.0|0|98.0|0|0.0|100
0|2021-10-31|6895.0|0|6895.0|0|98.0|0|0.0|100
0|2021-11-01|6902.0|0|6902.0|0|98.0|0|0.0|100
0|2021-11-02|6903.0|0|6903.0|0|98.0|0|0.0|100
0|2021-11-03|6905.0|0|6905.0|0|98.0|0|0.0|100
0|2021-11-04|6906.0|0|6906.0|0|98.0|0|0.0|100
0|2021-11-05|6926.0|0|6926.0|0|98.0|0|0.0|100
0|2021-11-06|6926.0|0|6926.0|0|98.0|0|0.0|100
0|2021-11-07|6926.0|0|6926.0|0|98.0|0|0.0|100
0|2021-11-08|6930.0|0|6930.0|0|98.0|0|0.0|100
0|2021-11-09|6933.0|0|6933.0|0|98.0|0|0.0|100
0|2021-11-10|6933.0|0|6935.0|0|98.0|0|0.0|100
0|2021-11-11|6935.0|0|6935.0|0|98.0|0|0.0|100
0|2021-11-12|6943.0|0|6943.0|0|98.0|0|0.0|100
0|2021-11-13|6943.0|0|6943.0|0|98.0|0|0.0|100
0|2021-11-14|6943.0|0|6943.0|0|98.0|0|0.0|100
0|2021-11-15|6949.0|0|6949.0|0|98.0|0|0.0|100
0|2021-11-16|6956.0|0|6956.0|0|98.0|0|0.0|100
0|2021-11-17|6991.0|0|6991.0|0|98.0|0|0.0|100
0|2021-11-18|6992.0|0|6992.0|0|98.0|0|0.0|100
0|2021-11-19|6996.0|0|6996.0|0|98.0|0|0.0|100
0|2021-11-20|6996.0|0|6996.0|0|98.0|0|0.0|100
0|2021-11-21|6996.0|0|6996.0|0|98.0|0|0.0|100
0|2021-11-22|7003.0|0|7003.0|0|98.0|0|0.0|100
0|2021-11-23|7009.0|0|7009.0|0|98.0|0|0.0|100
0|2021-11-24|7009.0|0|7009.0|0|98.0|0|0.0|100
0|2021-11-25|7009.0|0|7009.0|0|98.0|0|0.0|100
0|2021-11-26|7009.0|0|7009.0|0|98.0|0|0.0|100
0|2021-11-27|7009.0|0|7009.0|0|98.0|0|0.0|100
0|2021-11-28|7009.0|0|7009.0|0|98.0|0|0.0|100
0|2021-11-29|7022.0|0|7022.0|0|98.0|0|0.0|100
0|2021-11-30|7035.0|0|7035.0|0|98.0|0|0.0|100
0|2021-12-01|7042.0|0|7042.0|0|98.0|0|0.0|100
0|2021-12-02|7042.0|0|7045.0|0|98.0|0|0.0|100
0|2021-12-03|7047.0|0|7047.0|0|99.0|0|0.0|100
0|2021-12-04|7047.0|0|7047.0|0|99.0|0|0.0|100
0|2021-12-05|7047.0|0|7047.0|0|99.0|0|0.0|100
0|2021-12-06|7051.0|0|7051.0|0|99.0|0|0.0|100
0|2021-12-07|7058.0|0|7058.0|0|99.0|0|0.0|100
0|2021-12-08|7060.0|0|7060.0|0|99.0|0|0.0|100
0|2021-12-09|7069.0|0|7069.0|0|99.0|0|0.0|100
0|2021-12-10|7074.0|0|7074.0|0|98.0|0|0.0|100
0|2021-12-11|7074.0|0|7074.0|0|98.0|0|0.0|100
0|2021-12-12|7074.0|0|7074.0|0|98.0|0|0.0|100
0|2021-12-13|7083.0|0|7083.0|0|98.0|0|0.0|100
0|2021-12-14|7083.0|0|7091.0|0|98.0|0|0.0|100
0|2021-12-15|7095.0|0|7095.0|0|98.0|0|0.0|100
0|2021-12-16|7103.0|0|7103.0|0|98.0|0|0.0|100
0|2021-12-17|7130.0|0|7130.0|0|98.0|0|0.0|100
0|2021-12-18|7130.0|0|7130.0|0|98.0|0|0.0|100
0|2021-12-19|7130.0|0|7130.0|0|98.0|0|0.0|100
0|2021-12-20|7169.0|0|7169.0|0|98.0|0|0.0|100
0|2021-12-21|7179.0|0|7179.0|0|98.0|0|0.0|100
0|2021-12-22|7210.0|0|7210.0|0|98.0|0|0.0|100
0|2021-12-23|7255.0|0|7255.0|0|98.0|0|0.0|100
0|2021-12-24|7255.0|0|7255.0|0|98.0|0|0.0|100
0|2021-12-25|7255.0|0|7255.0|0|98.0|0|0.0|100
0|2021-12-26|7255.0|0|7255.0|0|98.0|0|0.0|100
0|2021-12-27|7441.0|0|7441.0|0|98.0|0|0.0|100
0|2021-12-28|7505.0|0|7505.0|0|98.0|0|0.0|100
0|2021-12-29|7573.0|0|7573.0|0|98.0|0|0.0|100
0|2021-12-30|7805.0|0|7805.0|0|98.0|0|0.0|100
0|2021-12-31|7805.0|0|7805.0|0|98.0|0|0.0|100
0|2022-01-01|7805.0|0|7805.0|0|98.0|0|0.0|100
0|2022-01-02|7805.0|0|7805.0|0|98.0|0|0.0|100
0|2022-01-03|8170.0|0|8170.0|0|98.0|0|0.0|100
0|2022-01-04|8250.0|0|8250.0|0|98.0|0|0.0|100
0|2022-01-05|8370.0|0|8370.0|0|99.0|0|0.0|100
0|2022-01-06|8484.0|0|8484.0|0|99.0|0|0.0|100
0|2022-01-07|8616.0|0|8616.0|0|99.0|0|0.0|100
0|2022-01-08|8616.0|0|8616.0|0|99.0|0|0.0|100
