|dates|Sublette_Wyoming_UnitedStates.BLS_EmployedPopulation.data|Sublette_Wyoming_UnitedStates.BLS_EmployedPopulation.missing|Sublette_Wyoming_UnitedStates.BLS_UnemployedPopulation.data|Sublette_Wyoming_UnitedStates.BLS_UnemployedPopulation.missing|Sublette_Wyoming_UnitedStates.BLS_UnemploymentRate.data|Sublette_Wyoming_UnitedStates.BLS_UnemploymentRate.missing|Sublette_Wyoming_UnitedStates.BLS_LaborForcePopulation.data|Sublette_Wyoming_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-10-18|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-10-19|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-10-20|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-10-21|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-10-22|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-10-23|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-10-24|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-10-25|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-10-26|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-10-27|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-10-28|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-10-29|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-10-30|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-10-31|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-01|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-02|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-03|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-04|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-05|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-06|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-07|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-08|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-09|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-10|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-11|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-12|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-13|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-14|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-15|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-16|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-17|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-18|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-19|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-20|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-21|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
0|2021-11-22|3845.0|0|274.0|0|6.652100024277737|0|4119.0|0
