|dates|Monroe_NewYork_UnitedStates.BLS_EmployedPopulation.data|Monroe_NewYork_UnitedStates.BLS_EmployedPopulation.missing|Monroe_NewYork_UnitedStates.BLS_UnemployedPopulation.data|Monroe_NewYork_UnitedStates.BLS_UnemployedPopulation.missing|Monroe_NewYork_UnitedStates.BLS_UnemploymentRate.data|Monroe_NewYork_UnitedStates.BLS_UnemploymentRate.missing|Monroe_NewYork_UnitedStates.BLS_LaborForcePopulation.data|Monroe_NewYork_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-10-18|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-10-19|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-10-20|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-10-21|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-10-22|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-10-23|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-10-24|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-10-25|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-10-26|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-10-27|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-10-28|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-10-29|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-10-30|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-10-31|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-11-01|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-11-02|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-11-03|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-11-04|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-11-05|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-11-06|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-11-07|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-11-08|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
0|2021-11-09|341819.0|0|18317.0|0|5.086134127107537|0|360136.0|0
