|dates|Concordia_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Concordia_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Concordia_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Concordia_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Concordia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Concordia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Concordia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Concordia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3185.0|0|3185.0|0|77.0|0|0.0|100
0|2021-10-18|3185.0|0|3185.0|0|77.0|0|0.0|100
0|2021-10-19|3188.0|0|3188.0|0|78.0|0|0.0|100
0|2021-10-20|3188.0|0|3188.0|0|78.0|0|0.0|100
0|2021-10-21|3196.0|0|3196.0|0|78.0|0|0.0|100
0|2021-10-22|3201.0|0|3201.0|0|78.0|0|0.0|100
0|2021-10-23|3201.0|0|3201.0|0|78.0|0|0.0|100
0|2021-10-24|3201.0|0|3201.0|0|78.0|0|0.0|100
0|2021-10-25|3202.0|0|3202.0|0|78.0|0|0.0|100
0|2021-10-26|3214.0|0|3214.0|0|78.0|0|0.0|100
0|2021-10-27|3217.0|0|3217.0|0|79.0|0|0.0|100
0|2021-10-28|3219.0|0|3219.0|0|79.0|0|0.0|100
0|2021-10-29|3220.0|0|3220.0|0|79.0|0|0.0|100
0|2021-10-30|3220.0|0|3220.0|0|79.0|0|0.0|100
0|2021-10-31|3220.0|0|3220.0|0|79.0|0|0.0|100
0|2021-11-01|3225.0|0|3225.0|0|79.0|0|0.0|100
0|2021-11-02|3225.0|0|3225.0|0|79.0|0|0.0|100
0|2021-11-03|3228.0|0|3228.0|0|79.0|0|0.0|100
0|2021-11-04|3231.0|0|3231.0|0|79.0|0|0.0|100
0|2021-11-05|3231.0|0|3231.0|0|79.0|0|0.0|100
0|2021-11-06|3231.0|0|3231.0|0|79.0|0|0.0|100
0|2021-11-07|3231.0|0|3231.0|0|79.0|0|0.0|100
0|2021-11-08|3236.0|0|3236.0|0|79.0|0|0.0|100
0|2021-11-09|3236.0|0|3236.0|0|79.0|0|0.0|100
0|2021-11-10|3236.0|0|3237.0|0|79.0|0|0.0|100
0|2021-11-11|3237.0|0|3237.0|0|79.0|0|0.0|100
0|2021-11-12|3237.0|0|3237.0|0|79.0|0|0.0|100
0|2021-11-13|3237.0|0|3237.0|0|79.0|0|0.0|100
0|2021-11-14|3237.0|0|3237.0|0|79.0|0|0.0|100
0|2021-11-15|3238.0|0|3238.0|0|79.0|0|0.0|100
0|2021-11-16|3240.0|0|3240.0|0|79.0|0|0.0|100
0|2021-11-17|3245.0|0|3245.0|0|79.0|0|0.0|100
0|2021-11-18|3246.0|0|3246.0|0|79.0|0|0.0|100
0|2021-11-19|3247.0|0|3247.0|0|79.0|0|0.0|100
0|2021-11-20|3247.0|0|3247.0|0|79.0|0|0.0|100
0|2021-11-21|3247.0|0|3247.0|0|79.0|0|0.0|100
0|2021-11-22|3249.0|0|3249.0|0|79.0|0|0.0|100
0|2021-11-23|3249.0|0|3249.0|0|79.0|0|0.0|100
0|2021-11-24|3249.0|0|3249.0|0|79.0|0|0.0|100
0|2021-11-25|3249.0|0|3249.0|0|79.0|0|0.0|100
0|2021-11-26|3249.0|0|3249.0|0|79.0|0|0.0|100
0|2021-11-27|3249.0|0|3249.0|0|79.0|0|0.0|100
0|2021-11-28|3249.0|0|3249.0|0|79.0|0|0.0|100
0|2021-11-29|3252.0|0|3252.0|0|79.0|0|0.0|100
0|2021-11-30|3254.0|0|3254.0|0|79.0|0|0.0|100
0|2021-12-01|3269.0|0|3269.0|0|79.0|0|0.0|100
0|2021-12-02|3269.0|0|3273.0|0|79.0|0|0.0|100
0|2021-12-03|3277.0|0|3277.0|0|80.0|0|0.0|100
0|2021-12-04|3277.0|0|3277.0|0|80.0|0|0.0|100
0|2021-12-05|3277.0|0|3277.0|0|80.0|0|0.0|100
0|2021-12-06|3282.0|0|3282.0|0|80.0|0|0.0|100
0|2021-12-07|3283.0|0|3283.0|0|80.0|0|0.0|100
0|2021-12-08|3287.0|0|3287.0|0|80.0|0|0.0|100
0|2021-12-09|3288.0|0|3288.0|0|80.0|0|0.0|100
0|2021-12-10|3293.0|0|3293.0|0|80.0|0|0.0|100
0|2021-12-11|3293.0|0|3293.0|0|80.0|0|0.0|100
0|2021-12-12|3293.0|0|3293.0|0|80.0|0|0.0|100
0|2021-12-13|3302.0|0|3302.0|0|80.0|0|0.0|100
0|2021-12-14|3302.0|0|3303.0|0|80.0|0|0.0|100
0|2021-12-15|3309.0|0|3309.0|0|80.0|0|0.0|100
0|2021-12-16|3312.0|0|3312.0|0|80.0|0|0.0|100
0|2021-12-17|3313.0|0|3313.0|0|80.0|0|0.0|100
0|2021-12-18|3313.0|0|3313.0|0|80.0|0|0.0|100
0|2021-12-19|3313.0|0|3313.0|0|80.0|0|0.0|100
0|2021-12-20|3316.0|0|3316.0|0|80.0|0|0.0|100
0|2021-12-21|3323.0|0|3323.0|0|80.0|0|0.0|100
0|2021-12-22|3325.0|0|3325.0|0|80.0|0|0.0|100
0|2021-12-23|3326.0|0|3326.0|0|80.0|0|0.0|100
0|2021-12-24|3326.0|0|3326.0|0|80.0|0|0.0|100
0|2021-12-25|3326.0|0|3326.0|0|80.0|0|0.0|100
0|2021-12-26|3326.0|0|3326.0|0|80.0|0|0.0|100
0|2021-12-27|3334.0|0|3334.0|0|80.0|0|0.0|100
0|2021-12-28|3334.0|0|3334.0|0|80.0|0|0.0|100
0|2021-12-29|3367.0|0|3367.0|0|80.0|0|0.0|100
0|2021-12-30|3402.0|0|3402.0|0|80.0|0|0.0|100
0|2021-12-31|3402.0|0|3402.0|0|80.0|0|0.0|100
0|2022-01-01|3402.0|0|3402.0|0|80.0|0|0.0|100
0|2022-01-02|3402.0|0|3402.0|0|80.0|0|0.0|100
0|2022-01-03|3474.0|0|3474.0|0|80.0|0|0.0|100
0|2022-01-04|3499.0|0|3499.0|0|80.0|0|0.0|100
0|2022-01-05|3526.0|0|3526.0|0|80.0|0|0.0|100
0|2022-01-06|3597.0|0|3597.0|0|80.0|0|0.0|100
0|2022-01-07|3631.0|0|3631.0|0|80.0|0|0.0|100
0|2022-01-08|3631.0|0|3631.0|0|80.0|0|0.0|100
0|2022-01-09|3631.0|0|3631.0|0|80.0|0|0.0|100
0|2022-01-10|3725.0|0|3725.0|0|80.0|0|0.0|100
0|2022-01-11|3808.0|0|3808.0|0|80.0|0|0.0|100
0|2022-01-12|3808.0|0|3808.0|0|80.0|0|0.0|100
0|2022-01-13|3808.0|0|3808.0|0|80.0|0|0.0|100
0|2022-01-14|3956.0|0|3956.0|0|80.0|0|0.0|100
0|2022-01-15|3956.0|0|3956.0|0|80.0|0|0.0|100
