|dates|Cherokee_Kansas_UnitedStates.JHU_ConfirmedCases.data|Cherokee_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_Kansas_UnitedStates.NYT_ConfirmedCases.data|Cherokee_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Cherokee_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3586.0|0|3586.0|0|77.0|0|0.0|100
0|2021-10-18|3595.0|0|3595.0|0|77.0|0|0.0|100
0|2021-10-19|3595.0|0|3595.0|0|77.0|0|0.0|100
0|2021-10-20|3612.0|0|3612.0|0|77.0|0|0.0|100
0|2021-10-21|3612.0|0|3612.0|0|77.0|0|0.0|100
0|2021-10-22|3626.0|0|3626.0|0|77.0|0|0.0|100
0|2021-10-23|3626.0|0|3626.0|0|77.0|0|0.0|100
0|2021-10-24|3626.0|0|3626.0|0|77.0|0|0.0|100
0|2021-10-25|3636.0|0|3636.0|0|77.0|0|0.0|100
0|2021-10-26|3636.0|0|3636.0|0|77.0|0|0.0|100
0|2021-10-27|3652.0|0|3652.0|0|77.0|0|0.0|100
0|2021-10-28|3652.0|0|3652.0|0|77.0|0|0.0|100
0|2021-10-29|3662.0|0|3662.0|0|79.0|0|0.0|100
0|2021-10-30|3662.0|0|3662.0|0|79.0|0|0.0|100
0|2021-10-31|3662.0|0|3662.0|0|79.0|0|0.0|100
0|2021-11-01|3665.0|0|3665.0|0|79.0|0|0.0|100
0|2021-11-02|3665.0|0|3665.0|0|79.0|0|0.0|100
0|2021-11-03|3679.0|0|3679.0|0|79.0|0|0.0|100
0|2021-11-04|3679.0|0|3679.0|0|79.0|0|0.0|100
0|2021-11-05|3688.0|0|3688.0|0|79.0|0|0.0|100
0|2021-11-06|3688.0|0|3688.0|0|79.0|0|0.0|100
0|2021-11-07|3688.0|0|3688.0|0|79.0|0|0.0|100
0|2021-11-08|3700.0|0|3700.0|0|79.0|0|0.0|100
0|2021-11-09|3700.0|0|3700.0|0|79.0|0|0.0|100
0|2021-11-10|3700.0|0|3723.0|0|79.0|0|0.0|100
0|2021-11-11|3723.0|0|3723.0|0|79.0|0|0.0|100
0|2021-11-12|3736.0|0|3736.0|0|79.0|0|0.0|100
0|2021-11-13|3736.0|0|3736.0|0|79.0|0|0.0|100
0|2021-11-14|3736.0|0|3736.0|0|79.0|0|0.0|100
0|2021-11-15|3740.0|0|3740.0|0|78.0|0|0.0|100
0|2021-11-16|3740.0|0|3740.0|0|78.0|0|0.0|100
0|2021-11-17|3762.0|0|3762.0|0|78.0|0|0.0|100
0|2021-11-18|3762.0|0|3762.0|0|78.0|0|0.0|100
0|2021-11-19|3780.0|0|3780.0|0|78.0|0|0.0|100
0|2021-11-20|3780.0|0|3780.0|0|78.0|0|0.0|100
0|2021-11-21|3780.0|0|3780.0|0|78.0|0|0.0|100
0|2021-11-22|3796.0|0|3796.0|0|78.0|0|0.0|100
0|2021-11-23|3796.0|0|3796.0|0|78.0|0|0.0|100
0|2021-11-24|3796.0|0|3800.0|0|78.0|0|0.0|100
0|2021-11-25|3800.0|0|3800.0|0|78.0|0|0.0|100
0|2021-11-26|3800.0|0|3800.0|0|78.0|0|0.0|100
0|2021-11-27|3800.0|0|3800.0|0|78.0|0|0.0|100
0|2021-11-28|3800.0|0|3800.0|0|78.0|0|0.0|100
0|2021-11-29|3816.0|0|3816.0|0|78.0|0|0.0|100
0|2021-11-30|3816.0|0|3816.0|0|78.0|0|0.0|100
0|2021-12-01|3837.0|0|3837.0|0|78.0|0|0.0|100
0|2021-12-02|3837.0|0|3837.0|0|78.0|0|0.0|100
0|2021-12-03|3837.0|0|3850.0|0|78.0|0|0.0|100
0|2021-12-04|3850.0|0|3850.0|0|78.0|0|0.0|100
0|2021-12-05|3850.0|0|3850.0|0|78.0|0|0.0|100
0|2021-12-06|3858.0|0|3858.0|0|78.0|0|0.0|100
0|2021-12-07|3858.0|0|3858.0|0|78.0|0|0.0|100
0|2021-12-08|3892.0|0|3892.0|0|78.0|0|0.0|100
0|2021-12-09|3892.0|0|3892.0|0|78.0|0|0.0|100
0|2021-12-10|3912.0|0|3912.0|0|78.0|0|0.0|100
0|2021-12-11|3912.0|0|3912.0|0|78.0|0|0.0|100
0|2021-12-12|3912.0|0|3912.0|0|78.0|0|0.0|100
0|2021-12-13|3932.0|0|3932.0|0|78.0|0|0.0|100
0|2021-12-14|3932.0|0|3932.0|0|78.0|0|0.0|100
0|2021-12-15|3948.0|0|3948.0|0|78.0|0|0.0|100
0|2021-12-16|3948.0|0|3948.0|0|78.0|0|0.0|100
0|2021-12-17|3970.0|0|3970.0|0|78.0|0|0.0|100
0|2021-12-18|3970.0|0|3970.0|0|78.0|0|0.0|100
0|2021-12-19|3970.0|0|3970.0|0|78.0|0|0.0|100
0|2021-12-20|3983.0|0|3983.0|0|78.0|0|0.0|100
0|2021-12-21|3983.0|0|3983.0|0|78.0|0|0.0|100
0|2021-12-22|4001.0|0|4001.0|0|78.0|0|0.0|100
0|2021-12-23|4001.0|0|4001.0|0|78.0|0|0.0|100
0|2021-12-24|4001.0|0|4001.0|0|78.0|0|0.0|100
0|2021-12-25|4001.0|0|4001.0|0|78.0|0|0.0|100
0|2021-12-26|4001.0|0|4001.0|0|78.0|0|0.0|100
0|2021-12-27|4039.0|0|4039.0|0|78.0|0|0.0|100
0|2021-12-28|4039.0|0|4039.0|0|78.0|0|0.0|100
0|2021-12-29|4076.0|0|4076.0|0|78.0|0|0.0|100
0|2021-12-30|4076.0|0|4076.0|0|78.0|0|0.0|100
0|2021-12-31|4076.0|0|4076.0|0|78.0|0|0.0|100
0|2022-01-01|4076.0|0|4076.0|0|78.0|0|0.0|100
