|dates|Cherokee_Kansas_UnitedStates.JHU_ConfirmedCases.data|Cherokee_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_Kansas_UnitedStates.NYT_ConfirmedCases.data|Cherokee_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Cherokee_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-02|4076.0|0|4076.0|0|78.0|0|0.0|100
0|2022-01-03|4134.0|0|4134.0|0|78.0|0|0.0|100
0|2022-01-04|4134.0|0|4134.0|0|78.0|0|0.0|100
0|2022-01-05|4200.0|0|4200.0|0|78.0|0|0.0|100
0|2022-01-06|4200.0|0|4200.0|0|78.0|0|0.0|100
0|2022-01-07|4271.0|0|4271.0|0|79.0|0|0.0|100
0|2022-01-08|4271.0|0|4271.0|0|79.0|0|0.0|100
0|2022-01-09|4271.0|0|4271.0|0|79.0|0|0.0|100
0|2022-01-10|4326.0|0|4326.0|0|79.0|0|0.0|100
0|2022-01-11|4326.0|0|4326.0|0|79.0|0|0.0|100
0|2022-01-12|4326.0|0|4425.0|0|79.0|0|0.0|100
0|2022-01-13|4326.0|0|4523.0|0|79.0|0|0.0|100
0|2022-01-14|4690.0|0|4690.0|0|80.0|0|0.0|100
0|2022-01-15|4690.0|0|4690.0|0|80.0|0|0.0|100
0|2022-01-16|4690.0|0|4690.0|0|80.0|0|0.0|100
0|2022-01-17|4690.0|0|0.0|100|80.0|0|0.0|100
