|dates|Pike_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Pike_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Pike_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Pike_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Pike_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Pike_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Pike_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Pike_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|10393.0|0|10393.0|0|159.0|0|0.0|100
0|2021-10-18|10450.0|0|10450.0|0|160.0|0|0.0|100
0|2021-10-19|10494.0|0|10494.0|0|168.0|0|0.0|100
0|2021-10-20|10531.0|0|10531.0|0|176.0|0|0.0|100
0|2021-10-21|10552.0|0|10552.0|0|177.0|0|0.0|100
0|2021-10-22|10585.0|0|10585.0|0|177.0|0|0.0|100
0|2021-10-23|10585.0|0|10585.0|0|177.0|0|0.0|100
0|2021-10-24|10585.0|0|10585.0|0|177.0|0|0.0|100
0|2021-10-25|10614.0|0|10614.0|0|178.0|0|0.0|100
0|2021-10-26|10647.0|0|10647.0|0|178.0|0|0.0|100
0|2021-10-27|10677.0|0|10677.0|0|178.0|0|0.0|100
0|2021-10-28|10704.0|0|10704.0|0|179.0|0|0.0|100
0|2021-10-29|10729.0|0|10729.0|0|181.0|0|0.0|100
0|2021-10-30|10729.0|0|10729.0|0|181.0|0|0.0|100
0|2021-10-31|10729.0|0|10729.0|0|181.0|0|0.0|100
0|2021-11-01|10744.0|0|10744.0|0|181.0|0|0.0|100
0|2021-11-02|10769.0|0|10769.0|0|181.0|0|0.0|100
0|2021-11-03|10802.0|0|10802.0|0|181.0|0|0.0|100
0|2021-11-04|10818.0|0|10818.0|0|185.0|0|0.0|100
0|2021-11-05|10835.0|0|10835.0|0|188.0|0|0.0|100
0|2021-11-06|10835.0|0|10835.0|0|188.0|0|0.0|100
0|2021-11-07|10835.0|0|10835.0|0|188.0|0|0.0|100
0|2021-11-08|10860.0|0|10860.0|0|189.0|0|0.0|100
0|2021-11-09|10880.0|0|10880.0|0|189.0|0|0.0|100
0|2021-11-10|10880.0|0|10910.0|0|189.0|0|0.0|100
0|2021-11-11|10910.0|0|10910.0|0|189.0|0|0.0|100
0|2021-11-12|10942.0|0|10942.0|0|195.0|0|0.0|100
0|2021-11-13|10942.0|0|10942.0|0|195.0|0|0.0|100
0|2021-11-14|10942.0|0|10942.0|0|195.0|0|0.0|100
0|2021-11-15|10971.0|0|10971.0|0|198.0|0|0.0|100
0|2021-11-16|10996.0|0|10996.0|0|198.0|0|0.0|100
0|2021-11-17|11026.0|0|11026.0|0|198.0|0|0.0|100
0|2021-11-18|11041.0|0|11041.0|0|198.0|0|0.0|100
0|2021-11-19|11051.0|0|11051.0|0|203.0|0|0.0|100
0|2021-11-20|11051.0|0|11051.0|0|203.0|0|0.0|100
0|2021-11-21|11051.0|0|11051.0|0|203.0|0|0.0|100
0|2021-11-22|11073.0|0|11073.0|0|203.0|0|0.0|100
0|2021-11-23|11106.0|0|11106.0|0|203.0|0|0.0|100
0|2021-11-24|11130.0|0|11130.0|0|203.0|0|0.0|100
0|2021-11-25|11130.0|0|11130.0|0|203.0|0|0.0|100
0|2021-11-26|11130.0|0|11130.0|0|203.0|0|0.0|100
0|2021-11-27|11130.0|0|11130.0|0|203.0|0|0.0|100
0|2021-11-28|11130.0|0|11130.0|0|203.0|0|0.0|100
0|2021-11-29|11179.0|0|11179.0|0|204.0|0|0.0|100
0|2021-11-30|11245.0|0|11245.0|0|206.0|0|0.0|100
0|2021-12-01|11298.0|0|11298.0|0|206.0|0|0.0|100
0|2021-12-02|11298.0|0|11331.0|0|206.0|0|0.0|100
0|2021-12-03|11376.0|0|11376.0|0|208.0|0|0.0|100
0|2021-12-04|11376.0|0|11376.0|0|208.0|0|0.0|100
0|2021-12-05|11376.0|0|11376.0|0|208.0|0|0.0|100
0|2021-12-06|11411.0|0|11411.0|0|210.0|0|0.0|100
0|2021-12-07|11486.0|0|11486.0|0|210.0|0|0.0|100
0|2021-12-08|11527.0|0|11527.0|0|213.0|0|0.0|100
0|2021-12-09|11567.0|0|11567.0|0|213.0|0|0.0|100
0|2021-12-10|11593.0|0|11593.0|0|213.0|0|0.0|100
0|2021-12-11|11593.0|0|11593.0|0|213.0|0|0.0|100
0|2021-12-12|11593.0|0|11593.0|0|213.0|0|0.0|100
0|2021-12-13|11643.0|0|11643.0|0|218.0|0|0.0|100
0|2021-12-14|11643.0|0|11676.0|0|218.0|0|0.0|100
0|2021-12-15|11719.0|0|11719.0|0|218.0|0|0.0|100
0|2021-12-16|11739.0|0|11739.0|0|218.0|0|0.0|100
0|2021-12-17|11761.0|0|11761.0|0|220.0|0|0.0|100
0|2021-12-18|11761.0|0|11761.0|0|220.0|0|0.0|100
0|2021-12-19|11761.0|0|11761.0|0|220.0|0|0.0|100
0|2021-12-20|11802.0|0|11802.0|0|222.0|0|0.0|100
0|2021-12-21|11837.0|0|11837.0|0|222.0|0|0.0|100
0|2021-12-22|11873.0|0|11873.0|0|222.0|0|0.0|100
0|2021-12-23|11873.0|0|11873.0|0|222.0|0|0.0|100
0|2021-12-24|11873.0|0|11873.0|0|222.0|0|0.0|100
0|2021-12-25|11873.0|0|11873.0|0|222.0|0|0.0|100
0|2021-12-26|11873.0|0|11873.0|0|222.0|0|0.0|100
0|2021-12-27|11980.0|0|11980.0|0|223.0|0|0.0|100
0|2021-12-28|12039.0|0|12039.0|0|223.0|0|0.0|100
0|2021-12-29|12099.0|0|12099.0|0|223.0|0|0.0|100
0|2021-12-30|12099.0|0|12099.0|0|223.0|0|0.0|100
0|2021-12-31|12099.0|0|12099.0|0|223.0|0|0.0|100
0|2022-01-01|12099.0|0|12099.0|0|223.0|0|0.0|100
0|2022-01-02|12099.0|0|12099.0|0|223.0|0|0.0|100
0|2022-01-03|12299.0|0|12299.0|0|227.0|0|0.0|100
0|2022-01-04|12420.0|0|12420.0|0|228.0|0|0.0|100
0|2022-01-05|12504.0|0|12504.0|0|228.0|0|0.0|100
0|2022-01-06|12637.0|0|12637.0|0|228.0|0|0.0|100
0|2022-01-07|12744.0|0|12744.0|0|229.0|0|0.0|100
0|2022-01-08|12744.0|0|12744.0|0|229.0|0|0.0|100
0|2022-01-09|12744.0|0|12744.0|0|229.0|0|0.0|100
0|2022-01-10|12888.0|0|12888.0|0|229.0|0|0.0|100
0|2022-01-11|12947.0|0|12947.0|0|229.0|0|0.0|100
0|2022-01-12|12994.0|0|12994.0|0|231.0|0|0.0|100
0|2022-01-13|12994.0|0|13046.0|0|231.0|0|0.0|100
0|2022-01-14|13153.0|0|13153.0|0|231.0|0|0.0|100
0|2022-01-15|13153.0|0|13153.0|0|231.0|0|0.0|100
0|2022-01-16|13153.0|0|13153.0|0|231.0|0|0.0|100
0|2022-01-17|13153.0|0|0.0|100|231.0|0|0.0|100
