|dates|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Bedford_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Bedford_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|7539.0|0|7539.0|0|187.0|0|0.0|100
0|2021-11-22|7558.0|0|7558.0|0|187.0|0|0.0|100
0|2021-11-23|7576.0|0|7576.0|0|189.0|0|0.0|100
0|2021-11-24|7604.0|0|7604.0|0|191.0|0|0.0|100
0|2021-11-25|7626.0|0|7626.0|0|191.0|0|0.0|100
0|2021-11-26|7647.0|0|7647.0|0|191.0|0|0.0|100
0|2021-11-27|7677.0|0|7677.0|0|191.0|0|0.0|100
0|2021-11-28|7685.0|0|7685.0|0|191.0|0|0.0|100
0|2021-11-29|7698.0|0|7698.0|0|191.0|0|0.0|100
0|2021-11-30|7730.0|0|7730.0|0|191.0|0|0.0|100
0|2021-12-01|7786.0|0|7786.0|0|192.0|0|0.0|100
0|2021-12-02|7837.0|0|7837.0|0|193.0|0|0.0|100
0|2021-12-03|7837.0|0|7886.0|0|193.0|0|0.0|100
0|2021-12-04|7919.0|0|7919.0|0|196.0|0|0.0|100
0|2021-12-05|7948.0|0|7948.0|0|197.0|0|0.0|100
0|2021-12-06|7963.0|0|7963.0|0|197.0|0|0.0|100
0|2021-12-07|7996.0|0|7996.0|0|200.0|0|0.0|100
0|2021-12-08|8027.0|0|8027.0|0|201.0|0|0.0|100
0|2021-12-09|8066.0|0|8066.0|0|202.0|0|0.0|100
0|2021-12-10|8107.0|0|8107.0|0|202.0|0|0.0|100
0|2021-12-11|8154.0|0|8154.0|0|202.0|0|0.0|100
0|2021-12-12|8172.0|0|8172.0|0|202.0|0|0.0|100
0|2021-12-13|8199.0|0|8199.0|0|202.0|0|0.0|100
0|2021-12-14|8199.0|0|8227.0|0|202.0|0|0.0|100
0|2021-12-15|8252.0|0|8252.0|0|207.0|0|0.0|100
0|2021-12-16|8300.0|0|8300.0|0|210.0|0|0.0|100
0|2021-12-17|8335.0|0|8335.0|0|212.0|0|0.0|100
0|2021-12-18|8392.0|0|8392.0|0|212.0|0|0.0|100
0|2021-12-19|8425.0|0|8425.0|0|212.0|0|0.0|100
0|2021-12-20|8428.0|0|8428.0|0|212.0|0|0.0|100
0|2021-12-21|8459.0|0|8459.0|0|213.0|0|0.0|100
0|2021-12-22|8482.0|0|8482.0|0|215.0|0|0.0|100
0|2021-12-23|8517.0|0|8517.0|0|218.0|0|0.0|100
0|2021-12-24|8540.0|0|8540.0|0|220.0|0|0.0|100
0|2021-12-25|8569.0|0|8569.0|0|220.0|0|0.0|100
0|2021-12-26|8573.0|0|8573.0|0|220.0|0|0.0|100
0|2021-12-27|8575.0|0|8575.0|0|220.0|0|0.0|100
0|2021-12-28|8595.0|0|8595.0|0|221.0|0|0.0|100
0|2021-12-29|8626.0|0|8626.0|0|224.0|0|0.0|100
0|2021-12-30|8699.0|0|8699.0|0|226.0|0|0.0|100
0|2021-12-31|8761.0|0|8761.0|0|226.0|0|0.0|100
0|2022-01-01|8797.0|0|8797.0|0|226.0|0|0.0|100
0|2022-01-02|8813.0|0|8813.0|0|226.0|0|0.0|100
0|2022-01-03|8833.0|0|8833.0|0|226.0|0|0.0|100
0|2022-01-04|8865.0|0|8865.0|0|227.0|0|0.0|100
0|2022-01-05|8926.0|0|8926.0|0|228.0|0|0.0|100
0|2022-01-06|8980.0|0|8980.0|0|232.0|0|0.0|100
0|2022-01-07|9036.0|0|9036.0|0|233.0|0|0.0|100
0|2022-01-08|9111.0|0|9111.0|0|233.0|0|0.0|100
0|2022-01-09|9143.0|0|9143.0|0|233.0|0|0.0|100
0|2022-01-10|9182.0|0|9182.0|0|233.0|0|0.0|100
0|2022-01-11|9219.0|0|9219.0|0|233.0|0|0.0|100
0|2022-01-12|9279.0|0|9279.0|0|234.0|0|0.0|100
0|2022-01-13|9279.0|0|9347.0|0|234.0|0|0.0|100
0|2022-01-14|9421.0|0|9421.0|0|236.0|0|0.0|100
0|2022-01-15|9481.0|0|9481.0|0|236.0|0|0.0|100
0|2022-01-16|9605.0|0|9605.0|0|236.0|0|0.0|100
0|2022-01-17|9639.0|0|0.0|100|236.0|0|0.0|100
