|dates|Hale_Texas_UnitedStates.JHU_ConfirmedCases.data|Hale_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hale_Texas_UnitedStates.NYT_ConfirmedCases.data|Hale_Texas_UnitedStates.NYT_ConfirmedCases.missing|Hale_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hale_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hale_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hale_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|8100.0|0|8100.0|0|194.0|0|0.0|100
0|2021-11-23|8119.0|0|8119.0|0|194.0|0|0.0|100
0|2021-11-24|8119.0|0|8119.0|0|195.0|0|0.0|100
0|2021-11-25|8119.0|0|8119.0|0|195.0|0|0.0|100
0|2021-11-26|8119.0|0|8119.0|0|195.0|0|0.0|100
0|2021-11-27|8119.0|0|8119.0|0|195.0|0|0.0|100
0|2021-11-28|8119.0|0|8119.0|0|195.0|0|0.0|100
0|2021-11-29|8119.0|0|8119.0|0|196.0|0|0.0|100
0|2021-11-30|8119.0|0|8119.0|0|196.0|0|0.0|100
0|2021-12-01|8123.0|0|8123.0|0|197.0|0|0.0|100
0|2021-12-02|8129.0|0|8129.0|0|197.0|0|0.0|100
0|2021-12-03|8137.0|0|8137.0|0|197.0|0|0.0|100
0|2021-12-04|8140.0|0|8140.0|0|197.0|0|0.0|100
0|2021-12-05|8140.0|0|8147.0|0|197.0|0|0.0|100
0|2021-12-06|8149.0|0|8149.0|0|197.0|0|0.0|100
0|2021-12-07|8154.0|0|8154.0|0|197.0|0|0.0|100
0|2021-12-08|8157.0|0|8157.0|0|197.0|0|0.0|100
0|2021-12-09|8163.0|0|8163.0|0|197.0|0|0.0|100
0|2021-12-10|8203.0|0|8203.0|0|197.0|0|0.0|100
0|2021-12-11|8214.0|0|8214.0|0|197.0|0|0.0|100
0|2021-12-12|8223.0|0|8223.0|0|197.0|0|0.0|100
0|2021-12-13|8229.0|0|8229.0|0|197.0|0|0.0|100
0|2021-12-14|8229.0|0|8235.0|0|197.0|0|0.0|100
0|2021-12-15|8256.0|0|8256.0|0|197.0|0|0.0|100
0|2021-12-16|8267.0|0|8267.0|0|198.0|0|0.0|100
0|2021-12-17|8272.0|0|8272.0|0|201.0|0|0.0|100
0|2021-12-18|8276.0|0|8276.0|0|201.0|0|0.0|100
0|2021-12-19|8278.0|0|8278.0|0|201.0|0|0.0|100
0|2021-12-20|8282.0|0|8282.0|0|201.0|0|0.0|100
0|2021-12-21|8288.0|0|8288.0|0|201.0|0|0.0|100
0|2021-12-22|8296.0|0|8296.0|0|201.0|0|0.0|100
0|2021-12-23|8303.0|0|8303.0|0|201.0|0|0.0|100
0|2021-12-24|8303.0|0|8303.0|0|203.0|0|0.0|100
0|2021-12-25|8303.0|0|8303.0|0|203.0|0|0.0|100
0|2021-12-26|8303.0|0|8303.0|0|203.0|0|0.0|100
0|2021-12-27|8355.0|0|8355.0|0|203.0|0|0.0|100
0|2021-12-28|8361.0|0|8361.0|0|203.0|0|0.0|100
0|2021-12-29|8365.0|0|8365.0|0|203.0|0|0.0|100
0|2021-12-30|8368.0|0|8368.0|0|203.0|0|0.0|100
0|2021-12-31|8368.0|0|8368.0|0|203.0|0|0.0|100
0|2022-01-01|8368.0|0|8368.0|0|203.0|0|0.0|100
0|2022-01-02|8368.0|0|8368.0|0|203.0|0|0.0|100
0|2022-01-03|8486.0|0|8486.0|0|204.0|0|0.0|100
0|2022-01-04|8515.0|0|8515.0|0|205.0|0|0.0|100
0|2022-01-05|8544.0|0|8544.0|0|205.0|0|0.0|100
0|2022-01-06|8579.0|0|8579.0|0|206.0|0|0.0|100
0|2022-01-07|8643.0|0|8643.0|0|208.0|0|0.0|100
0|2022-01-08|8732.0|0|8732.0|0|208.0|0|0.0|100
0|2022-01-09|8781.0|0|8781.0|0|208.0|0|0.0|100
0|2022-01-10|8826.0|0|8826.0|0|209.0|0|0.0|100
0|2022-01-11|8847.0|0|8847.0|0|212.0|0|0.0|100
0|2022-01-12|8891.0|0|8891.0|0|213.0|0|0.0|100
0|2022-01-13|8891.0|0|8989.0|0|213.0|0|0.0|100
0|2022-01-14|8891.0|0|5551.0|0|213.0|0|0.0|100
0|2022-01-15|5598.0|0|5598.0|0|214.0|0|0.0|100
0|2022-01-16|5642.0|0|5642.0|0|214.0|0|0.0|100
0|2022-01-17|5689.0|0|0.0|100|214.0|0|0.0|100
