|dates|Harrison_Ohio_UnitedStates.JHU_ConfirmedCases.data|Harrison_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Harrison_Ohio_UnitedStates.NYT_ConfirmedCases.data|Harrison_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Harrison_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Harrison_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Harrison_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Harrison_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|2152.0|0|2152.0|0|53.0|0|0.0|100
0|2021-12-06|2169.0|0|2169.0|0|53.0|0|0.0|100
0|2021-12-07|2178.0|0|2178.0|0|54.0|0|0.0|100
0|2021-12-08|2199.0|0|2199.0|0|54.0|0|0.0|100
0|2021-12-09|2206.0|0|2206.0|0|54.0|0|0.0|100
0|2021-12-10|2217.0|0|2217.0|0|54.0|0|0.0|100
0|2021-12-11|2228.0|0|2228.0|0|54.0|0|0.0|100
0|2021-12-12|2229.0|0|2229.0|0|54.0|0|0.0|100
0|2021-12-13|2242.0|0|2242.0|0|54.0|0|0.0|100
0|2021-12-14|2242.0|0|2252.0|0|54.0|0|0.0|100
0|2021-12-15|2258.0|0|2258.0|0|54.0|0|0.0|100
0|2021-12-16|2261.0|0|2261.0|0|54.0|0|0.0|100
0|2021-12-17|2272.0|0|2272.0|0|54.0|0|0.0|100
0|2021-12-18|2285.0|0|2285.0|0|54.0|0|0.0|100
0|2021-12-19|2292.0|0|2292.0|0|54.0|0|0.0|100
0|2021-12-20|2302.0|0|2302.0|0|54.0|0|0.0|100
0|2021-12-21|2311.0|0|2311.0|0|54.0|0|0.0|100
0|2021-12-22|2326.0|0|2326.0|0|54.0|0|0.0|100
0|2021-12-23|2334.0|0|2334.0|0|54.0|0|0.0|100
0|2021-12-24|2350.0|0|2350.0|0|58.0|0|0.0|100
0|2021-12-25|2350.0|0|2350.0|0|58.0|0|0.0|100
0|2021-12-26|2362.0|0|2362.0|0|58.0|0|0.0|100
0|2021-12-27|2365.0|0|2365.0|0|58.0|0|0.0|100
0|2021-12-28|2372.0|0|2372.0|0|58.0|0|0.0|100
0|2021-12-29|2391.0|0|2391.0|0|58.0|0|0.0|100
0|2021-12-30|2420.0|0|2420.0|0|58.0|0|0.0|100
0|2021-12-31|2444.0|0|2444.0|0|58.0|0|0.0|100
0|2022-01-01|2444.0|0|2444.0|0|58.0|0|0.0|100
0|2022-01-02|2466.0|0|2466.0|0|58.0|0|0.0|100
0|2022-01-03|2479.0|0|2479.0|0|58.0|0|0.0|100
0|2022-01-04|2499.0|0|2499.0|0|60.0|0|0.0|100
0|2022-01-05|2527.0|0|2527.0|0|60.0|0|0.0|100
0|2022-01-06|2538.0|0|2538.0|0|60.0|0|0.0|100
0|2022-01-07|2560.0|0|2560.0|0|60.0|0|0.0|100
0|2022-01-08|2573.0|0|2573.0|0|60.0|0|0.0|100
0|2022-01-09|2582.0|0|2582.0|0|60.0|0|0.0|100
0|2022-01-10|2593.0|0|2593.0|0|60.0|0|0.0|100
0|2022-01-11|2608.0|0|2608.0|0|60.0|0|0.0|100
0|2022-01-12|2629.0|0|2629.0|0|60.0|0|0.0|100
0|2022-01-13|2629.0|0|2657.0|0|60.0|0|0.0|100
0|2022-01-14|2700.0|0|2700.0|0|61.0|0|0.0|100
0|2022-01-15|2759.0|0|2759.0|0|61.0|0|0.0|100
0|2022-01-16|2781.0|0|2781.0|0|61.0|0|0.0|100
0|2022-01-17|2794.0|0|0.0|100|61.0|0|0.0|100
