|dates|Decatur_Indiana_UnitedStates.JHU_ConfirmedCases.data|Decatur_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Decatur_Indiana_UnitedStates.NYT_ConfirmedCases.data|Decatur_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Decatur_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Decatur_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Decatur_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Decatur_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|4469.0|0|4532.0|0|109.0|0|0.0|100
0|2021-11-24|4491.0|0|4554.0|0|109.0|0|0.0|100
0|2021-11-25|4491.0|0|4554.0|0|109.0|0|0.0|100
0|2021-11-26|4491.0|0|4554.0|0|109.0|0|0.0|100
0|2021-11-27|4491.0|0|4554.0|0|109.0|0|0.0|100
0|2021-11-28|4491.0|0|4554.0|0|109.0|0|0.0|100
0|2021-11-29|4529.0|0|4592.0|0|109.0|0|0.0|100
0|2021-11-30|4548.0|0|4611.0|0|110.0|0|0.0|100
0|2021-12-01|4576.0|0|4639.0|0|110.0|0|0.0|100
0|2021-12-02|4576.0|0|4660.0|0|110.0|0|0.0|100
0|2021-12-03|4611.0|0|4674.0|0|110.0|0|0.0|100
0|2021-12-04|4611.0|0|4674.0|0|110.0|0|0.0|100
0|2021-12-05|4611.0|0|4674.0|0|110.0|0|0.0|100
0|2021-12-06|4659.0|0|4723.0|0|110.0|0|0.0|100
0|2021-12-07|4678.0|0|4742.0|0|111.0|0|0.0|100
0|2021-12-08|4697.0|0|4760.0|0|111.0|0|0.0|100
0|2021-12-09|4720.0|0|4783.0|0|111.0|0|0.0|100
0|2021-12-10|4756.0|0|4819.0|0|111.0|0|0.0|100
0|2021-12-11|4756.0|0|4819.0|0|111.0|0|0.0|100
0|2021-12-12|4756.0|0|4819.0|0|111.0|0|0.0|100
0|2021-12-13|4801.0|0|4864.0|0|111.0|0|0.0|100
0|2021-12-14|4801.0|0|4878.0|0|111.0|0|0.0|100
0|2021-12-15|4843.0|0|4906.0|0|111.0|0|0.0|100
0|2021-12-16|4855.0|0|4918.0|0|111.0|0|0.0|100
0|2021-12-17|4940.0|0|5004.0|0|111.0|0|0.0|100
0|2021-12-18|4940.0|0|5004.0|0|111.0|0|0.0|100
0|2021-12-19|4940.0|0|5004.0|0|111.0|0|0.0|100
0|2021-12-20|4979.0|0|5043.0|0|111.0|0|0.0|100
0|2021-12-21|5020.0|0|5084.0|0|112.0|0|0.0|100
0|2021-12-22|5035.0|0|5099.0|0|112.0|0|0.0|100
0|2021-12-23|5035.0|0|5099.0|0|112.0|0|0.0|100
0|2021-12-24|5035.0|0|5099.0|0|112.0|0|0.0|100
0|2021-12-25|5035.0|0|5099.0|0|112.0|0|0.0|100
0|2021-12-26|5035.0|0|5099.0|0|112.0|0|0.0|100
0|2021-12-27|5079.0|0|5143.0|0|112.0|0|0.0|100
0|2021-12-28|5106.0|0|5170.0|0|112.0|0|0.0|100
0|2021-12-29|5121.0|0|5185.0|0|112.0|0|0.0|100
0|2021-12-30|5152.0|0|5216.0|0|112.0|0|0.0|100
0|2021-12-31|5152.0|0|5216.0|0|112.0|0|0.0|100
0|2022-01-01|5152.0|0|5216.0|0|112.0|0|0.0|100
0|2022-01-02|5152.0|0|5216.0|0|112.0|0|0.0|100
0|2022-01-03|5222.0|0|5286.0|0|112.0|0|0.0|100
0|2022-01-04|5241.0|0|5305.0|0|113.0|0|0.0|100
0|2022-01-05|5278.0|0|5342.0|0|113.0|0|0.0|100
0|2022-01-06|5313.0|0|5377.0|0|115.0|0|0.0|100
0|2022-01-07|5352.0|0|5416.0|0|115.0|0|0.0|100
0|2022-01-08|5352.0|0|5416.0|0|115.0|0|0.0|100
0|2022-01-09|5352.0|0|5416.0|0|115.0|0|0.0|100
0|2022-01-10|5474.0|0|5539.0|0|116.0|0|0.0|100
0|2022-01-11|5495.0|0|5560.0|0|116.0|0|0.0|100
0|2022-01-12|5544.0|0|5609.0|0|117.0|0|0.0|100
0|2022-01-13|5544.0|0|5652.0|0|117.0|0|0.0|100
0|2022-01-14|5631.0|0|5696.0|0|117.0|0|0.0|100
0|2022-01-15|5631.0|0|5696.0|0|117.0|0|0.0|100
0|2022-01-16|5631.0|0|5696.0|0|117.0|0|0.0|100
0|2022-01-17|5754.0|0|0.0|100|118.0|0|0.0|100
