|dates|Alpena_Michigan_UnitedStates.JHU_ConfirmedCases.data|Alpena_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Alpena_Michigan_UnitedStates.NYT_ConfirmedCases.data|Alpena_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Alpena_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Alpena_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Alpena_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Alpena_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2968.0|0|2968.0|0|69.0|0|0.0|100
0|2021-10-18|3006.0|0|3006.0|0|69.0|0|0.0|100
0|2021-10-19|3006.0|0|3006.0|0|69.0|0|0.0|100
0|2021-10-20|3032.0|0|3032.0|0|70.0|0|0.0|100
0|2021-10-21|3032.0|0|3032.0|0|70.0|0|0.0|100
0|2021-10-22|3068.0|0|3068.0|0|70.0|0|0.0|100
0|2021-10-23|3068.0|0|3068.0|0|70.0|0|0.0|100
0|2021-10-24|3068.0|0|3068.0|0|70.0|0|0.0|100
0|2021-10-25|3101.0|0|3101.0|0|70.0|0|0.0|100
0|2021-10-26|3101.0|0|3101.0|0|70.0|0|0.0|100
0|2021-10-27|3143.0|0|3143.0|0|73.0|0|0.0|100
0|2021-10-28|3143.0|0|3143.0|0|73.0|0|0.0|100
0|2021-10-29|3196.0|0|3196.0|0|73.0|0|0.0|100
0|2021-10-30|3196.0|0|3196.0|0|73.0|0|0.0|100
0|2021-10-31|3196.0|0|3196.0|0|73.0|0|0.0|100
0|2021-11-01|3254.0|0|3254.0|0|73.0|0|0.0|100
0|2021-11-02|3254.0|0|3254.0|0|73.0|0|0.0|100
0|2021-11-03|3322.0|0|3322.0|0|73.0|0|0.0|100
0|2021-11-04|3322.0|0|3322.0|0|73.0|0|0.0|100
0|2021-11-05|3380.0|0|3380.0|0|73.0|0|0.0|100
0|2021-11-06|3380.0|0|3380.0|0|73.0|0|0.0|100
0|2021-11-07|3380.0|0|3380.0|0|73.0|0|0.0|100
0|2021-11-08|3441.0|0|3441.0|0|73.0|0|0.0|100
0|2021-11-09|3441.0|0|3441.0|0|73.0|0|0.0|100
0|2021-11-10|3441.0|0|3492.0|0|73.0|0|0.0|100
0|2021-11-11|3492.0|0|3492.0|0|74.0|0|0.0|100
0|2021-11-12|3569.0|0|3569.0|0|78.0|0|0.0|100
0|2021-11-13|3569.0|0|3569.0|0|78.0|0|0.0|100
0|2021-11-14|3569.0|0|3569.0|0|78.0|0|0.0|100
0|2021-11-15|3662.0|0|3662.0|0|79.0|0|0.0|100
0|2021-11-16|3662.0|0|3662.0|0|79.0|0|0.0|100
0|2021-11-17|3719.0|0|3719.0|0|80.0|0|0.0|100
0|2021-11-18|3719.0|0|3719.0|0|80.0|0|0.0|100
0|2021-11-19|3814.0|0|3814.0|0|81.0|0|0.0|100
0|2021-11-20|3814.0|0|3814.0|0|81.0|0|0.0|100
0|2021-11-21|3814.0|0|3814.0|0|81.0|0|0.0|100
0|2021-11-22|3887.0|0|3887.0|0|81.0|0|0.0|100
0|2021-11-23|3887.0|0|3887.0|0|81.0|0|0.0|100
0|2021-11-24|3933.0|0|3933.0|0|81.0|0|0.0|100
0|2021-11-25|3933.0|0|3933.0|0|81.0|0|0.0|100
0|2021-11-26|3933.0|0|3933.0|0|81.0|0|0.0|100
0|2021-11-27|3933.0|0|3933.0|0|81.0|0|0.0|100
0|2021-11-28|3933.0|0|3933.0|0|81.0|0|0.0|100
0|2021-11-29|4005.0|0|4005.0|0|81.0|0|0.0|100
0|2021-11-30|4005.0|0|4005.0|0|81.0|0|0.0|100
0|2021-12-01|4060.0|0|4060.0|0|83.0|0|0.0|100
0|2021-12-02|4060.0|0|4060.0|0|83.0|0|0.0|100
0|2021-12-03|4134.0|0|4134.0|0|88.0|0|0.0|100
0|2021-12-04|4134.0|0|4134.0|0|88.0|0|0.0|100
0|2021-12-05|4134.0|0|4134.0|0|88.0|0|0.0|100
0|2021-12-06|4183.0|0|4183.0|0|89.0|0|0.0|100
0|2021-12-07|4183.0|0|4183.0|0|89.0|0|0.0|100
0|2021-12-08|4229.0|0|4229.0|0|95.0|0|0.0|100
0|2021-12-09|4229.0|0|4229.0|0|95.0|0|0.0|100
0|2021-12-10|4271.0|0|4271.0|0|95.0|0|0.0|100
0|2021-12-11|4271.0|0|4271.0|0|95.0|0|0.0|100
0|2021-12-12|4271.0|0|4271.0|0|95.0|0|0.0|100
0|2021-12-13|4323.0|0|4323.0|0|95.0|0|0.0|100
0|2021-12-14|4323.0|0|4323.0|0|95.0|0|0.0|100
0|2021-12-15|4351.0|0|4351.0|0|99.0|0|0.0|100
0|2021-12-16|4351.0|0|4351.0|0|99.0|0|0.0|100
0|2021-12-17|4392.0|0|4392.0|0|102.0|0|0.0|100
0|2021-12-18|4392.0|0|4392.0|0|102.0|0|0.0|100
0|2021-12-19|4392.0|0|4392.0|0|102.0|0|0.0|100
0|2021-12-20|4422.0|0|4422.0|0|107.0|0|0.0|100
0|2021-12-21|4422.0|0|4422.0|0|107.0|0|0.0|100
0|2021-12-22|4473.0|0|4473.0|0|110.0|0|0.0|100
0|2021-12-23|4473.0|0|4473.0|0|110.0|0|0.0|100
0|2021-12-24|4473.0|0|4473.0|0|110.0|0|0.0|100
0|2021-12-25|4473.0|0|4473.0|0|110.0|0|0.0|100
0|2021-12-26|4473.0|0|4473.0|0|110.0|0|0.0|100
0|2021-12-27|4526.0|0|4526.0|0|113.0|0|0.0|100
0|2021-12-28|4526.0|0|4526.0|0|113.0|0|0.0|100
0|2021-12-29|4545.0|0|4545.0|0|114.0|0|0.0|100
0|2021-12-30|4545.0|0|4545.0|0|114.0|0|0.0|100
0|2021-12-31|4545.0|0|4545.0|0|114.0|0|0.0|100
0|2022-01-01|4545.0|0|4545.0|0|114.0|0|0.0|100
0|2022-01-02|4545.0|0|4545.0|0|114.0|0|0.0|100
0|2022-01-03|4591.0|0|4591.0|0|115.0|0|0.0|100
0|2022-01-04|4591.0|0|4591.0|0|115.0|0|0.0|100
0|2022-01-05|4617.0|0|4617.0|0|117.0|0|0.0|100
0|2022-01-06|4617.0|0|4617.0|0|117.0|0|0.0|100
0|2022-01-07|4669.0|0|4669.0|0|117.0|0|0.0|100
0|2022-01-08|4669.0|0|4669.0|0|117.0|0|0.0|100
0|2022-01-09|4669.0|0|4669.0|0|117.0|0|0.0|100
0|2022-01-10|4717.0|0|4717.0|0|117.0|0|0.0|100
0|2022-01-11|4717.0|0|4717.0|0|117.0|0|0.0|100
0|2022-01-12|4751.0|0|4751.0|0|119.0|0|0.0|100
0|2022-01-13|4751.0|0|4751.0|0|119.0|0|0.0|100
0|2022-01-14|4797.0|0|4797.0|0|120.0|0|0.0|100
0|2022-01-15|4797.0|0|4797.0|0|120.0|0|0.0|100
0|2022-01-16|4797.0|0|4797.0|0|120.0|0|0.0|100
0|2022-01-17|4797.0|0|0.0|100|120.0|0|0.0|100
