|dates|Clarendon_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Clarendon_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Clarendon_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Clarendon_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Clarendon_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Clarendon_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Clarendon_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Clarendon_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-10-18|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-10-19|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-10-20|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-10-21|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-10-22|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-10-23|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-10-24|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-10-25|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-10-26|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-10-27|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-10-28|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-10-29|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-10-30|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-10-31|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-01|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-02|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-03|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-04|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-05|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-06|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-07|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-08|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-09|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-10|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-11|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-12|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-13|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-14|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-15|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-16|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-17|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-18|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-19|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-20|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-21|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-22|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-23|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-24|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-25|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-26|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-27|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-28|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-29|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-11-30|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-01|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-02|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-03|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-04|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
