|dates|Clarendon_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Clarendon_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Clarendon_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Clarendon_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Clarendon_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Clarendon_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Clarendon_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Clarendon_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-05|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-06|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-07|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-08|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-09|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-10|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-11|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-12|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-13|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-14|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-15|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-16|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-17|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-18|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-19|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-20|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-21|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-22|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-23|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-24|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-25|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-26|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-27|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-28|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-29|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-30|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2021-12-31|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2022-01-01|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2022-01-02|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2022-01-03|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2022-01-04|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2022-01-05|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2022-01-06|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2022-01-07|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2022-01-08|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2022-01-09|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2022-01-10|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2022-01-11|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2022-01-12|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2022-01-13|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2022-01-14|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2022-01-15|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2022-01-16|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
0|2022-01-17|12367.0|0|557.0|0|4.309811203961622|0|12924.0|0
