|dates|Bossier_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Bossier_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Bossier_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Bossier_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Bossier_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Bossier_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Bossier_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Bossier_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|21522.0|0|21522.0|0|397.0|0|0.0|100
0|2021-10-18|21558.0|0|21558.0|0|398.0|0|0.0|100
0|2021-10-19|21571.0|0|21571.0|0|399.0|0|0.0|100
0|2021-10-20|21578.0|0|21578.0|0|400.0|0|0.0|100
0|2021-10-21|21613.0|0|21613.0|0|400.0|0|0.0|100
0|2021-10-22|21633.0|0|21633.0|0|400.0|0|0.0|100
0|2021-10-23|21633.0|0|21633.0|0|400.0|0|0.0|100
0|2021-10-24|21633.0|0|21633.0|0|400.0|0|0.0|100
0|2021-10-25|21663.0|0|21663.0|0|400.0|0|0.0|100
0|2021-10-26|21675.0|0|21675.0|0|401.0|0|0.0|100
0|2021-10-27|21685.0|0|21685.0|0|401.0|0|0.0|100
0|2021-10-28|21704.0|0|21704.0|0|401.0|0|0.0|100
0|2021-10-29|21714.0|0|21714.0|0|401.0|0|0.0|100
0|2021-10-30|21714.0|0|21714.0|0|401.0|0|0.0|100
0|2021-10-31|21714.0|0|21714.0|0|401.0|0|0.0|100
0|2021-11-01|21741.0|0|21741.0|0|401.0|0|0.0|100
0|2021-11-02|21754.0|0|21754.0|0|401.0|0|0.0|100
0|2021-11-03|21767.0|0|21767.0|0|401.0|0|0.0|100
0|2021-11-04|21785.0|0|21785.0|0|401.0|0|0.0|100
0|2021-11-05|21795.0|0|21795.0|0|403.0|0|0.0|100
0|2021-11-06|21795.0|0|21795.0|0|403.0|0|0.0|100
0|2021-11-07|21795.0|0|21795.0|0|403.0|0|0.0|100
0|2021-11-08|21818.0|0|21818.0|0|403.0|0|0.0|100
0|2021-11-09|21833.0|0|21833.0|0|406.0|0|0.0|100
0|2021-11-10|21833.0|0|21850.0|0|406.0|0|0.0|100
0|2021-11-11|21850.0|0|21850.0|0|406.0|0|0.0|100
0|2021-11-12|21874.0|0|21874.0|0|408.0|0|0.0|100
0|2021-11-13|21874.0|0|21874.0|0|408.0|0|0.0|100
0|2021-11-14|21874.0|0|21874.0|0|408.0|0|0.0|100
0|2021-11-15|21904.0|0|21904.0|0|408.0|0|0.0|100
0|2021-11-16|21921.0|0|21921.0|0|408.0|0|0.0|100
0|2021-11-17|21935.0|0|21935.0|0|408.0|0|0.0|100
0|2021-11-18|21951.0|0|21951.0|0|408.0|0|0.0|100
0|2021-11-19|21967.0|0|21967.0|0|408.0|0|0.0|100
0|2021-11-20|21967.0|0|21967.0|0|408.0|0|0.0|100
0|2021-11-21|21967.0|0|21967.0|0|408.0|0|0.0|100
0|2021-11-22|21983.0|0|21983.0|0|408.0|0|0.0|100
0|2021-11-23|22004.0|0|22004.0|0|409.0|0|0.0|100
0|2021-11-24|22017.0|0|22017.0|0|409.0|0|0.0|100
0|2021-11-25|22017.0|0|22017.0|0|409.0|0|0.0|100
0|2021-11-26|22017.0|0|22017.0|0|409.0|0|0.0|100
0|2021-11-27|22017.0|0|22017.0|0|409.0|0|0.0|100
0|2021-11-28|22017.0|0|22017.0|0|409.0|0|0.0|100
0|2021-11-29|22096.0|0|22096.0|0|409.0|0|0.0|100
0|2021-11-30|22122.0|0|22122.0|0|409.0|0|0.0|100
0|2021-12-01|22155.0|0|22155.0|0|409.0|0|0.0|100
0|2021-12-02|22155.0|0|22163.0|0|409.0|0|0.0|100
0|2021-12-03|22183.0|0|22183.0|0|409.0|0|0.0|100
0|2021-12-04|22183.0|0|22183.0|0|409.0|0|0.0|100
0|2021-12-05|22183.0|0|22183.0|0|409.0|0|0.0|100
0|2021-12-06|22204.0|0|22204.0|0|409.0|0|0.0|100
0|2021-12-07|22233.0|0|22233.0|0|409.0|0|0.0|100
0|2021-12-08|22248.0|0|22248.0|0|409.0|0|0.0|100
0|2021-12-09|22260.0|0|22260.0|0|410.0|0|0.0|100
0|2021-12-10|22278.0|0|22278.0|0|410.0|0|0.0|100
0|2021-12-11|22278.0|0|22278.0|0|410.0|0|0.0|100
0|2021-12-12|22278.0|0|22278.0|0|410.0|0|0.0|100
0|2021-12-13|22314.0|0|22314.0|0|410.0|0|0.0|100
0|2021-12-14|22314.0|0|22337.0|0|410.0|0|0.0|100
0|2021-12-15|22368.0|0|22368.0|0|410.0|0|0.0|100
0|2021-12-16|22379.0|0|22379.0|0|410.0|0|0.0|100
0|2021-12-17|22398.0|0|22398.0|0|411.0|0|0.0|100
0|2021-12-18|22398.0|0|22398.0|0|411.0|0|0.0|100
0|2021-12-19|22398.0|0|22398.0|0|411.0|0|0.0|100
0|2021-12-20|22454.0|0|22454.0|0|411.0|0|0.0|100
0|2021-12-21|22486.0|0|22486.0|0|411.0|0|0.0|100
0|2021-12-22|22540.0|0|22540.0|0|411.0|0|0.0|100
0|2021-12-23|22620.0|0|22620.0|0|412.0|0|0.0|100
0|2021-12-24|22620.0|0|22620.0|0|412.0|0|0.0|100
0|2021-12-25|22620.0|0|22620.0|0|412.0|0|0.0|100
0|2021-12-26|22620.0|0|22620.0|0|412.0|0|0.0|100
0|2021-12-27|22941.0|0|22941.0|0|412.0|0|0.0|100
0|2021-12-28|23100.0|0|23100.0|0|412.0|0|0.0|100
0|2021-12-29|23352.0|0|23352.0|0|413.0|0|0.0|100
0|2021-12-30|23722.0|0|23722.0|0|413.0|0|0.0|100
0|2021-12-31|23722.0|0|23722.0|0|413.0|0|0.0|100
0|2022-01-01|23722.0|0|23722.0|0|413.0|0|0.0|100
0|2022-01-02|23722.0|0|23722.0|0|413.0|0|0.0|100
0|2022-01-03|24642.0|0|24642.0|0|414.0|0|0.0|100
0|2022-01-04|24852.0|0|24852.0|0|414.0|0|0.0|100
0|2022-01-05|25210.0|0|25210.0|0|414.0|0|0.0|100
0|2022-01-06|25617.0|0|25617.0|0|414.0|0|0.0|100
0|2022-01-07|26026.0|0|26026.0|0|415.0|0|0.0|100
0|2022-01-08|26026.0|0|26026.0|0|415.0|0|0.0|100
0|2022-01-09|26026.0|0|26026.0|0|415.0|0|0.0|100
0|2022-01-10|27111.0|0|27111.0|0|416.0|0|0.0|100
0|2022-01-11|27522.0|0|27522.0|0|416.0|0|0.0|100
0|2022-01-12|27522.0|0|27522.0|0|416.0|0|0.0|100
0|2022-01-13|27522.0|0|27522.0|0|416.0|0|0.0|100
0|2022-01-14|29349.0|0|29349.0|0|417.0|0|0.0|100
0|2022-01-15|29349.0|0|29349.0|0|417.0|0|0.0|100
0|2022-01-16|29349.0|0|29349.0|0|417.0|0|0.0|100
0|2022-01-17|29349.0|0|0.0|100|417.0|0|0.0|100
