|dates|Catano_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Catano_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Catano_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Catano_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Catano_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Catano_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Catano_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Catano_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-02|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-03|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-04|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-05|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-06|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-07|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-08|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-09|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-10|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-11|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-12|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-13|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-14|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-15|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-16|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-17|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-18|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-19|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-20|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-21|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-22|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-23|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-24|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-25|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-26|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-27|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-28|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-29|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-30|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-01-31|6785.5|0|581.5|0|7.893307995113343|0|7367.0|0
0|2020-02-01|6984.0|0|466.0|0|6.25503355704698|0|7450.0|0
0|2020-02-02|6984.0|0|466.0|0|6.25503355704698|0|7450.0|0
0|2020-02-03|6984.0|0|466.0|0|6.25503355704698|0|7450.0|0
0|2020-02-04|6984.0|0|466.0|0|6.25503355704698|0|7450.0|0
0|2020-02-05|6984.0|0|466.0|0|6.25503355704698|0|7450.0|0
0|2020-02-06|6984.0|0|466.0|0|6.25503355704698|0|7450.0|0
0|2020-02-07|6984.0|0|466.0|0|6.25503355704698|0|7450.0|0
0|2020-02-08|6984.0|0|466.0|0|6.25503355704698|0|7450.0|0
0|2020-02-09|6984.0|0|466.0|0|6.25503355704698|0|7450.0|0
0|2020-02-10|6984.0|0|466.0|0|6.25503355704698|0|7450.0|0
0|2020-02-11|6984.0|0|466.0|0|6.25503355704698|0|7450.0|0
0|2020-02-12|6984.0|0|466.0|0|6.25503355704698|0|7450.0|0
0|2020-02-13|6984.0|0|466.0|0|6.25503355704698|0|7450.0|0
0|2020-02-14|6984.0|0|466.0|0|6.25503355704698|0|7450.0|0
0|2020-02-15|6984.0|0|466.0|0|6.25503355704698|0|7450.0|0
0|2020-02-16|6984.0|0|466.0|0|6.25503355704698|0|7450.0|0
0|2020-02-17|6984.0|0|466.0|0|6.25503355704698|0|7450.0|0
0|2020-02-18|6984.0|0|466.0|0|6.25503355704698|0|7450.0|0
0|2020-02-19|6984.0|0|466.0|0|6.25503355704698|0|7450.0|0
