|dates|Mineral_Colorado_UnitedStates.BLS_EmployedPopulation.data|Mineral_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Mineral_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Mineral_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Mineral_Colorado_UnitedStates.BLS_UnemploymentRate.data|Mineral_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Mineral_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Mineral_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-10-18|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-10-19|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-10-20|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-10-21|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-10-22|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-10-23|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-10-24|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-10-25|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-10-26|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-10-27|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-10-28|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-10-29|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-10-30|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-10-31|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-11-01|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-11-02|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-11-03|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-11-04|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-11-05|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-11-06|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-11-07|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-11-08|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-11-09|389.0|0|24.0|0|5.811138014527845|0|413.0|0
0|2021-11-10|389.0|0|24.0|0|5.811138014527845|0|413.0|0
