|dates|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Jones_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Jones_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|1366.0|0|1366.0|0|34.0|0|0.0|100
0|2021-11-10|1366.0|0|1366.0|0|34.0|0|0.0|100
0|2021-11-11|1366.0|0|1366.0|0|34.0|0|0.0|100
0|2021-11-12|1368.0|0|1368.0|0|34.0|0|0.0|100
0|2021-11-13|1368.0|0|1368.0|0|34.0|0|0.0|100
0|2021-11-14|1368.0|0|1368.0|0|34.0|0|0.0|100
0|2021-11-15|1375.0|0|1375.0|0|34.0|0|0.0|100
0|2021-11-16|1373.0|0|1373.0|0|34.0|0|0.0|100
0|2021-11-17|1374.0|0|1374.0|0|34.0|0|0.0|100
0|2021-11-18|1373.0|0|1373.0|0|34.0|0|0.0|100
0|2021-11-19|1377.0|0|1377.0|0|35.0|0|0.0|100
0|2021-11-20|1377.0|0|1377.0|0|35.0|0|0.0|100
0|2021-11-21|1377.0|0|1377.0|0|35.0|0|0.0|100
0|2021-11-22|1378.0|0|1378.0|0|35.0|0|0.0|100
0|2021-11-23|1379.0|0|1379.0|0|35.0|0|0.0|100
0|2021-11-24|1379.0|0|1379.0|0|35.0|0|0.0|100
0|2021-11-25|1379.0|0|1379.0|0|35.0|0|0.0|100
0|2021-11-26|1379.0|0|1379.0|0|35.0|0|0.0|100
0|2021-11-27|1379.0|0|1379.0|0|35.0|0|0.0|100
0|2021-11-28|1379.0|0|1379.0|0|35.0|0|0.0|100
0|2021-11-29|1386.0|0|1386.0|0|35.0|0|0.0|100
0|2021-11-30|1387.0|0|1387.0|0|35.0|0|0.0|100
0|2021-12-01|1384.0|0|1384.0|0|35.0|0|0.0|100
0|2021-12-02|1385.0|0|1385.0|0|35.0|0|0.0|100
0|2021-12-03|1386.0|0|1386.0|0|35.0|0|0.0|100
0|2021-12-04|1386.0|0|1386.0|0|35.0|0|0.0|100
0|2021-12-05|1386.0|0|1386.0|0|35.0|0|0.0|100
0|2021-12-06|1391.0|0|1391.0|0|35.0|0|0.0|100
0|2021-12-07|1389.0|0|1389.0|0|36.0|0|0.0|100
0|2021-12-08|1392.0|0|1392.0|0|36.0|0|0.0|100
0|2021-12-09|1393.0|0|1393.0|0|36.0|0|0.0|100
0|2021-12-10|1393.0|0|1393.0|0|36.0|0|0.0|100
0|2021-12-11|1393.0|0|1393.0|0|36.0|0|0.0|100
0|2021-12-12|1393.0|0|1393.0|0|36.0|0|0.0|100
0|2021-12-13|1398.0|0|1398.0|0|36.0|0|0.0|100
0|2021-12-14|1398.0|0|1398.0|0|36.0|0|0.0|100
0|2021-12-15|1402.0|0|1402.0|0|36.0|0|0.0|100
0|2021-12-16|1406.0|0|1406.0|0|36.0|0|0.0|100
0|2021-12-17|1406.0|0|1406.0|0|36.0|0|0.0|100
0|2021-12-18|1406.0|0|1406.0|0|36.0|0|0.0|100
0|2021-12-19|1406.0|0|1406.0|0|36.0|0|0.0|100
0|2021-12-20|1422.0|0|1422.0|0|36.0|0|0.0|100
0|2021-12-21|1411.0|0|1411.0|0|36.0|0|0.0|100
0|2021-12-22|1414.0|0|1414.0|0|36.0|0|0.0|100
0|2021-12-23|1414.0|0|1414.0|0|36.0|0|0.0|100
0|2021-12-24|1414.0|0|1414.0|0|36.0|0|0.0|100
0|2021-12-25|1414.0|0|1414.0|0|36.0|0|0.0|100
0|2021-12-26|1414.0|0|1414.0|0|36.0|0|0.0|100
0|2021-12-27|1414.0|0|1414.0|0|36.0|0|0.0|100
0|2021-12-28|1419.0|0|1419.0|0|37.0|0|0.0|100
0|2021-12-29|1426.0|0|1426.0|0|37.0|0|0.0|100
0|2021-12-30|1438.0|0|1438.0|0|38.0|0|0.0|100
0|2021-12-31|1438.0|0|1447.0|0|38.0|0|0.0|100
0|2022-01-01|1438.0|0|1447.0|0|38.0|0|0.0|100
0|2022-01-02|1438.0|0|1447.0|0|38.0|0|0.0|100
0|2022-01-03|1486.0|0|1486.0|0|38.0|0|0.0|100
0|2022-01-04|1477.0|0|1477.0|0|38.0|0|0.0|100
0|2022-01-05|1490.0|0|1490.0|0|38.0|0|0.0|100
0|2022-01-06|1507.0|0|1507.0|0|38.0|0|0.0|100
0|2022-01-07|1520.0|0|1520.0|0|38.0|0|0.0|100
0|2022-01-08|1520.0|0|1520.0|0|38.0|0|0.0|100
0|2022-01-09|1520.0|0|1520.0|0|38.0|0|0.0|100
0|2022-01-10|1583.0|0|1583.0|0|38.0|0|0.0|100
0|2022-01-11|1567.0|0|1567.0|0|38.0|0|0.0|100
0|2022-01-12|1598.0|0|1598.0|0|38.0|0|0.0|100
0|2022-01-13|1598.0|0|1620.0|0|38.0|0|0.0|100
0|2022-01-14|1648.0|0|1648.0|0|38.0|0|0.0|100
0|2022-01-15|1648.0|0|1648.0|0|38.0|0|0.0|100
0|2022-01-16|1648.0|0|1648.0|0|38.0|0|0.0|100
0|2022-01-17|1648.0|0|0.0|100|38.0|0|0.0|100
