|dates|Fairfield_Ohio_UnitedStates.JHU_ConfirmedCases.data|Fairfield_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Fairfield_Ohio_UnitedStates.NYT_ConfirmedCases.data|Fairfield_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Fairfield_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Fairfield_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Fairfield_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Fairfield_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-19|26170.0|0|26170.0|0|302.0|0|0.0|100
0|2021-12-20|26238.0|0|26238.0|0|302.0|0|0.0|100
0|2021-12-21|26339.0|0|26339.0|0|303.0|0|0.0|100
0|2021-12-22|26474.0|0|26474.0|0|303.0|0|0.0|100
0|2021-12-23|26613.0|0|26613.0|0|303.0|0|0.0|100
0|2021-12-24|26755.0|0|26755.0|0|310.0|0|0.0|100
0|2021-12-25|26755.0|0|26755.0|0|310.0|0|0.0|100
0|2021-12-26|26967.0|0|26967.0|0|310.0|0|0.0|100
0|2021-12-27|27077.0|0|27077.0|0|310.0|0|0.0|100
0|2021-12-28|27263.0|0|27263.0|0|311.0|0|0.0|100
0|2021-12-29|27547.0|0|27547.0|0|311.0|0|0.0|100
0|2021-12-30|27793.0|0|27793.0|0|311.0|0|0.0|100
0|2021-12-31|28001.0|0|28001.0|0|316.0|0|0.0|100
0|2022-01-01|28001.0|0|28001.0|0|316.0|0|0.0|100
0|2022-01-02|28506.0|0|28506.0|0|316.0|0|0.0|100
0|2022-01-03|28766.0|0|28766.0|0|316.0|0|0.0|100
0|2022-01-04|29007.0|0|29007.0|0|317.0|0|0.0|100
0|2022-01-05|29302.0|0|29302.0|0|317.0|0|0.0|100
0|2022-01-06|29648.0|0|29648.0|0|317.0|0|0.0|100
0|2022-01-07|30008.0|0|30008.0|0|326.0|0|0.0|100
0|2022-01-08|30260.0|0|30260.0|0|326.0|0|0.0|100
0|2022-01-09|30535.0|0|30535.0|0|326.0|0|0.0|100
0|2022-01-10|30825.0|0|30825.0|0|326.0|0|0.0|100
0|2022-01-11|31054.0|0|31054.0|0|327.0|0|0.0|100
0|2022-01-12|31387.0|0|31387.0|0|327.0|0|0.0|100
0|2022-01-13|31387.0|0|31681.0|0|327.0|0|0.0|100
0|2022-01-14|32231.0|0|32231.0|0|331.0|0|0.0|100
0|2022-01-15|33089.0|0|33089.0|0|331.0|0|0.0|100
0|2022-01-16|33541.0|0|33541.0|0|331.0|0|0.0|100
0|2022-01-17|33848.0|0|0.0|100|331.0|0|0.0|100
