|dates|Glenn_California_UnitedStates.JHU_ConfirmedCases.data|Glenn_California_UnitedStates.JHU_ConfirmedCases.missing|Glenn_California_UnitedStates.NYT_ConfirmedCases.data|Glenn_California_UnitedStates.NYT_ConfirmedCases.missing|Glenn_California_UnitedStates.JHU_ConfirmedDeaths.data|Glenn_California_UnitedStates.JHU_ConfirmedDeaths.missing|Glenn_California_UnitedStates.JHU_ConfirmedRecoveries.data|Glenn_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|4551.0|0|4551.0|0|36.0|0|0.0|100
0|2021-11-29|4566.0|0|4566.0|0|36.0|0|0.0|100
0|2021-11-30|4574.0|0|4574.0|0|36.0|0|0.0|100
0|2021-12-01|4574.0|0|4574.0|0|36.0|0|0.0|100
0|2021-12-02|4582.0|0|4582.0|0|36.0|0|0.0|100
0|2021-12-03|4585.0|0|4585.0|0|36.0|0|0.0|100
0|2021-12-04|4585.0|0|4585.0|0|36.0|0|0.0|100
0|2021-12-05|4585.0|0|4585.0|0|36.0|0|0.0|100
0|2021-12-06|4603.0|0|4603.0|0|36.0|0|0.0|100
0|2021-12-07|4603.0|0|4603.0|0|36.0|0|0.0|100
0|2021-12-08|4605.0|0|4605.0|0|36.0|0|0.0|100
0|2021-12-09|4621.0|0|4621.0|0|37.0|0|0.0|100
0|2021-12-10|4622.0|0|4622.0|0|37.0|0|0.0|100
0|2021-12-11|4622.0|0|4622.0|0|37.0|0|0.0|100
0|2021-12-12|4622.0|0|4622.0|0|37.0|0|0.0|100
0|2021-12-13|4626.0|0|4626.0|0|37.0|0|0.0|100
0|2021-12-14|4626.0|0|4626.0|0|37.0|0|0.0|100
0|2021-12-15|4626.0|0|4626.0|0|39.0|0|0.0|100
0|2021-12-16|4633.0|0|4633.0|0|39.0|0|0.0|100
0|2021-12-17|4634.0|0|4634.0|0|39.0|0|0.0|100
0|2021-12-18|4634.0|0|4634.0|0|39.0|0|0.0|100
0|2021-12-19|4634.0|0|4634.0|0|39.0|0|0.0|100
0|2021-12-20|4640.0|0|4640.0|0|39.0|0|0.0|100
0|2021-12-21|4641.0|0|4641.0|0|39.0|0|0.0|100
0|2021-12-22|4646.0|0|4646.0|0|39.0|0|0.0|100
0|2021-12-23|4649.0|0|4649.0|0|39.0|0|0.0|100
0|2021-12-24|4656.0|0|4656.0|0|39.0|0|0.0|100
0|2021-12-25|4656.0|0|4656.0|0|39.0|0|0.0|100
0|2021-12-26|4656.0|0|4656.0|0|39.0|0|0.0|100
0|2021-12-27|4656.0|0|4656.0|0|39.0|0|0.0|100
0|2021-12-28|4679.0|0|4679.0|0|39.0|0|0.0|100
0|2021-12-29|4684.0|0|4684.0|0|39.0|0|0.0|100
0|2021-12-30|4715.0|0|4715.0|0|39.0|0|0.0|100
0|2021-12-31|4725.0|0|4725.0|0|39.0|0|0.0|100
0|2022-01-01|4725.0|0|4725.0|0|39.0|0|0.0|100
0|2022-01-02|4725.0|0|4725.0|0|39.0|0|0.0|100
0|2022-01-03|4725.0|0|4725.0|0|39.0|0|0.0|100
0|2022-01-04|4765.0|0|4765.0|0|39.0|0|0.0|100
0|2022-01-05|4767.0|0|4767.0|0|39.0|0|0.0|100
0|2022-01-06|4822.0|0|4822.0|0|39.0|0|0.0|100
0|2022-01-07|4854.0|0|4854.0|0|39.0|0|0.0|100
0|2022-01-08|4854.0|0|4854.0|0|39.0|0|0.0|100
0|2022-01-09|4854.0|0|4854.0|0|39.0|0|0.0|100
0|2022-01-10|4919.0|0|4919.0|0|39.0|0|0.0|100
0|2022-01-11|4929.0|0|4929.0|0|39.0|0|0.0|100
0|2022-01-12|5033.0|0|4966.0|0|39.0|0|0.0|100
0|2022-01-13|5033.0|0|5033.0|0|39.0|0|0.0|100
0|2022-01-14|5080.0|0|5080.0|0|39.0|0|0.0|100
0|2022-01-15|5080.0|0|5080.0|0|39.0|0|0.0|100
0|2022-01-16|5080.0|0|5080.0|0|39.0|0|0.0|100
0|2022-01-17|5223.0|0|0.0|100|39.0|0|0.0|100
