|dates|Oldham_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Oldham_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Oldham_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Oldham_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Oldham_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Oldham_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Oldham_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Oldham_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-10-18|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-10-19|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-10-20|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-10-21|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-10-22|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-10-23|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-10-24|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-10-25|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-10-26|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-10-27|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-10-28|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-10-29|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-10-30|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-10-31|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-11-01|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-11-02|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-11-03|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-11-04|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-11-05|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-11-06|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-11-07|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-11-08|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-11-09|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-11-10|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-11-11|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-11-12|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-11-13|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-11-14|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-11-15|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-11-16|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-11-17|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-11-18|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
0|2021-11-19|31574.0|0|910.0|0|2.8013791404999386|0|32484.0|0
