|dates|Craighead_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Craighead_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Craighead_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Craighead_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Craighead_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Craighead_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Craighead_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Craighead_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|21336.0|0|21336.0|0|241.0|0|0.0|100
0|2021-10-18|21347.0|0|21347.0|0|241.0|0|0.0|100
0|2021-10-19|21374.0|0|21374.0|0|241.0|0|0.0|100
0|2021-10-20|21403.0|0|21403.0|0|241.0|0|0.0|100
0|2021-10-21|21421.0|0|21421.0|0|242.0|0|0.0|100
0|2021-10-22|21435.0|0|21435.0|0|242.0|0|0.0|100
0|2021-10-23|21449.0|0|21449.0|0|243.0|0|0.0|100
0|2021-10-24|21459.0|0|21459.0|0|244.0|0|0.0|100
0|2021-10-25|21466.0|0|21466.0|0|244.0|0|0.0|100
0|2021-10-26|21481.0|0|21481.0|0|244.0|0|0.0|100
0|2021-10-27|21500.0|0|21500.0|0|244.0|0|0.0|100
0|2021-10-28|21517.0|0|21517.0|0|244.0|0|0.0|100
0|2021-10-29|21541.0|0|21541.0|0|244.0|0|0.0|100
0|2021-10-30|21557.0|0|21557.0|0|244.0|0|0.0|100
0|2021-10-31|21563.0|0|21563.0|0|244.0|0|0.0|100
0|2021-11-01|21566.0|0|21566.0|0|245.0|0|0.0|100
0|2021-11-02|21583.0|0|21583.0|0|245.0|0|0.0|100
0|2021-11-03|21604.0|0|21604.0|0|245.0|0|0.0|100
0|2021-11-04|21620.0|0|21620.0|0|245.0|0|0.0|100
0|2021-11-05|21637.0|0|21637.0|0|246.0|0|0.0|100
0|2021-11-06|21651.0|0|21651.0|0|246.0|0|0.0|100
0|2021-11-07|21660.0|0|21660.0|0|246.0|0|0.0|100
0|2021-11-08|21660.0|0|21664.0|0|246.0|0|0.0|100
0|2021-11-09|21689.0|0|21689.0|0|246.0|0|0.0|100
0|2021-11-10|21689.0|0|21709.0|0|246.0|0|0.0|100
0|2021-11-11|21736.0|0|21736.0|0|246.0|0|0.0|100
0|2021-11-12|21758.0|0|21758.0|0|246.0|0|0.0|100
0|2021-11-13|21802.0|0|21802.0|0|246.0|0|0.0|100
0|2021-11-14|21813.0|0|21813.0|0|246.0|0|0.0|100
0|2021-11-15|21823.0|0|21823.0|0|246.0|0|0.0|100
0|2021-11-16|21842.0|0|21842.0|0|247.0|0|0.0|100
0|2021-11-17|21877.0|0|21877.0|0|247.0|0|0.0|100
0|2021-11-18|21924.0|0|21924.0|0|248.0|0|0.0|100
0|2021-11-19|21952.0|0|21952.0|0|248.0|0|0.0|100
0|2021-11-20|21973.0|0|21973.0|0|248.0|0|0.0|100
0|2021-11-21|21986.0|0|21986.0|0|248.0|0|0.0|100
0|2021-11-22|22005.0|0|22005.0|0|248.0|0|0.0|100
0|2021-11-23|22028.0|0|22028.0|0|248.0|0|0.0|100
0|2021-11-24|22048.0|0|22048.0|0|248.0|0|0.0|100
0|2021-11-25|22077.0|0|22077.0|0|249.0|0|0.0|100
0|2021-11-26|22090.0|0|22090.0|0|249.0|0|0.0|100
0|2021-11-27|22100.0|0|22100.0|0|249.0|0|0.0|100
0|2021-11-28|22125.0|0|22125.0|0|249.0|0|0.0|100
0|2021-11-29|22139.0|0|22139.0|0|249.0|0|0.0|100
0|2021-11-30|22139.0|0|22206.0|0|249.0|0|0.0|100
0|2021-12-01|22260.0|0|22260.0|0|249.0|0|0.0|100
0|2021-12-02|22343.0|0|22343.0|0|249.0|0|0.0|100
0|2021-12-03|22388.0|0|22388.0|0|249.0|0|0.0|100
0|2021-12-04|22418.0|0|22418.0|0|249.0|0|0.0|100
0|2021-12-05|22441.0|0|22441.0|0|251.0|0|0.0|100
0|2021-12-06|22458.0|0|22458.0|0|251.0|0|0.0|100
0|2021-12-07|22515.0|0|22515.0|0|251.0|0|0.0|100
0|2021-12-08|22563.0|0|22563.0|0|251.0|0|0.0|100
0|2021-12-09|22619.0|0|22619.0|0|251.0|0|0.0|100
0|2021-12-10|22653.0|0|22653.0|0|251.0|0|0.0|100
0|2021-12-11|22684.0|0|22684.0|0|251.0|0|0.0|100
0|2021-12-12|22699.0|0|22699.0|0|251.0|0|0.0|100
0|2021-12-13|22721.0|0|22721.0|0|251.0|0|0.0|100
0|2021-12-14|22721.0|0|22754.0|0|251.0|0|0.0|100
0|2021-12-15|22808.0|0|22808.0|0|251.0|0|0.0|100
0|2021-12-16|22866.0|0|22866.0|0|251.0|0|0.0|100
0|2021-12-17|22919.0|0|22919.0|0|251.0|0|0.0|100
0|2021-12-18|22985.0|0|22985.0|0|251.0|0|0.0|100
0|2021-12-19|23028.0|0|23028.0|0|251.0|0|0.0|100
0|2021-12-20|23084.0|0|23084.0|0|251.0|0|0.0|100
0|2021-12-21|23200.0|0|23200.0|0|252.0|0|0.0|100
0|2021-12-22|23345.0|0|23345.0|0|252.0|0|0.0|100
0|2021-12-23|23514.0|0|23514.0|0|255.0|0|0.0|100
0|2021-12-24|23678.0|0|23678.0|0|256.0|0|0.0|100
0|2021-12-25|23795.0|0|23795.0|0|256.0|0|0.0|100
0|2021-12-26|23858.0|0|23858.0|0|256.0|0|0.0|100
0|2021-12-27|24038.0|0|24038.0|0|256.0|0|0.0|100
0|2021-12-28|24338.0|0|24338.0|0|256.0|0|0.0|100
0|2021-12-29|24670.0|0|24670.0|0|256.0|0|0.0|100
0|2021-12-30|25109.0|0|25109.0|0|256.0|0|0.0|100
0|2021-12-31|25478.0|0|25478.0|0|257.0|0|0.0|100
0|2022-01-01|25788.0|0|25788.0|0|257.0|0|0.0|100
0|2022-01-02|25989.0|0|25989.0|0|258.0|0|0.0|100
0|2022-01-03|26208.0|0|26208.0|0|261.0|0|0.0|100
0|2022-01-04|26647.0|0|26647.0|0|261.0|0|0.0|100
0|2022-01-05|27034.0|0|27034.0|0|261.0|0|0.0|100
0|2022-01-06|27426.0|0|27426.0|0|262.0|0|0.0|100
0|2022-01-07|27766.0|0|27766.0|0|262.0|0|0.0|100
0|2022-01-08|28234.0|0|28234.0|0|263.0|0|0.0|100
0|2022-01-09|28234.0|0|28234.0|0|263.0|0|0.0|100
0|2022-01-10|28675.0|0|28675.0|0|264.0|0|0.0|100
0|2022-01-11|28925.0|0|28925.0|0|265.0|0|0.0|100
0|2022-01-12|29590.0|0|29590.0|0|267.0|0|0.0|100
0|2022-01-13|29590.0|0|30135.0|0|267.0|0|0.0|100
0|2022-01-14|30586.0|0|30586.0|0|267.0|0|0.0|100
0|2022-01-15|30950.0|0|30950.0|0|267.0|0|0.0|100
0|2022-01-16|31291.0|0|31291.0|0|267.0|0|0.0|100
0|2022-01-17|31503.0|0|0.0|100|267.0|0|0.0|100
