|dates|Rutherford_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Rutherford_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Rutherford_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Rutherford_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Rutherford_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Rutherford_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Rutherford_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Rutherford_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|61071.0|0|61071.0|0|525.0|0|0.0|100
0|2021-10-18|61245.0|0|61245.0|0|527.0|0|0.0|100
0|2021-10-19|61297.0|0|61297.0|0|535.0|0|0.0|100
0|2021-10-20|61367.0|0|61367.0|0|537.0|0|0.0|100
0|2021-10-21|61447.0|0|61447.0|0|540.0|0|0.0|100
0|2021-10-22|61502.0|0|61502.0|0|545.0|0|0.0|100
0|2021-10-23|61502.0|0|61502.0|0|545.0|0|0.0|100
0|2021-10-24|61502.0|0|61502.0|0|545.0|0|0.0|100
0|2021-10-25|61502.0|0|61502.0|0|545.0|0|0.0|100
0|2021-10-26|61714.0|0|61714.0|0|546.0|0|0.0|100
0|2021-10-27|61783.0|0|61783.0|0|549.0|0|0.0|100
0|2021-10-28|61863.0|0|61863.0|0|549.0|0|0.0|100
0|2021-10-29|61914.0|0|61914.0|0|551.0|0|0.0|100
0|2021-10-30|61914.0|0|61914.0|0|551.0|0|0.0|100
0|2021-10-31|61914.0|0|61914.0|0|551.0|0|0.0|100
0|2021-11-01|61914.0|0|61914.0|0|551.0|0|0.0|100
0|2021-11-02|62101.0|0|62101.0|0|553.0|0|0.0|100
0|2021-11-03|62170.0|0|62170.0|0|554.0|0|0.0|100
0|2021-11-04|62229.0|0|62229.0|0|554.0|0|0.0|100
0|2021-11-05|62284.0|0|62284.0|0|554.0|0|0.0|100
0|2021-11-06|62284.0|0|62284.0|0|554.0|0|0.0|100
0|2021-11-07|62284.0|0|62284.0|0|554.0|0|0.0|100
0|2021-11-08|62284.0|0|62284.0|0|554.0|0|0.0|100
0|2021-11-09|62462.0|0|62462.0|0|562.0|0|0.0|100
0|2021-11-10|62462.0|0|62541.0|0|562.0|0|0.0|100
0|2021-11-11|62541.0|0|62541.0|0|563.0|0|0.0|100
0|2021-11-12|62647.0|0|62647.0|0|566.0|0|0.0|100
0|2021-11-13|62647.0|0|62647.0|0|566.0|0|0.0|100
0|2021-11-14|62647.0|0|62647.0|0|566.0|0|0.0|100
0|2021-11-15|62788.0|0|62788.0|0|567.0|0|0.0|100
0|2021-11-16|62828.0|0|62828.0|0|568.0|0|0.0|100
0|2021-11-17|62920.0|0|62920.0|0|573.0|0|0.0|100
0|2021-11-18|63025.0|0|63025.0|0|573.0|0|0.0|100
0|2021-11-19|63136.0|0|63136.0|0|574.0|0|0.0|100
0|2021-11-20|63136.0|0|63136.0|0|574.0|0|0.0|100
0|2021-11-21|63136.0|0|63136.0|0|574.0|0|0.0|100
0|2021-11-22|63321.0|0|63321.0|0|575.0|0|0.0|100
0|2021-11-23|63384.0|0|63384.0|0|576.0|0|0.0|100
0|2021-11-24|63420.0|0|63420.0|0|578.0|0|0.0|100
0|2021-11-25|63420.0|0|63420.0|0|578.0|0|0.0|100
0|2021-11-26|63420.0|0|63420.0|0|578.0|0|0.0|100
0|2021-11-27|63420.0|0|63420.0|0|578.0|0|0.0|100
0|2021-11-28|63420.0|0|63420.0|0|578.0|0|0.0|100
0|2021-11-29|63782.0|0|63782.0|0|580.0|0|0.0|100
0|2021-11-30|63851.0|0|63851.0|0|582.0|0|0.0|100
0|2021-12-01|63966.0|0|63966.0|0|588.0|0|0.0|100
0|2021-12-02|64066.0|0|64066.0|0|593.0|0|0.0|100
0|2021-12-03|64165.0|0|64165.0|0|595.0|0|0.0|100
0|2021-12-04|64165.0|0|64165.0|0|595.0|0|0.0|100
0|2021-12-05|64165.0|0|64165.0|0|595.0|0|0.0|100
0|2021-12-06|64361.0|0|64361.0|0|601.0|0|0.0|100
0|2021-12-07|64445.0|0|64445.0|0|606.0|0|0.0|100
0|2021-12-08|64538.0|0|64538.0|0|608.0|0|0.0|100
0|2021-12-09|64538.0|0|64538.0|0|608.0|0|0.0|100
0|2021-12-10|64768.0|0|64768.0|0|610.0|0|0.0|100
0|2021-12-11|64768.0|0|64768.0|0|610.0|0|0.0|100
0|2021-12-12|64768.0|0|64768.0|0|610.0|0|0.0|100
0|2021-12-13|64943.0|0|64943.0|0|611.0|0|0.0|100
0|2021-12-14|64943.0|0|65006.0|0|611.0|0|0.0|100
0|2021-12-15|65124.0|0|65124.0|0|613.0|0|0.0|100
0|2021-12-16|65249.0|0|65249.0|0|615.0|0|0.0|100
0|2021-12-17|65338.0|0|65338.0|0|616.0|0|0.0|100
0|2021-12-18|65338.0|0|65338.0|0|616.0|0|0.0|100
0|2021-12-19|65338.0|0|65338.0|0|616.0|0|0.0|100
0|2021-12-20|65621.0|0|65621.0|0|619.0|0|0.0|100
0|2021-12-21|65766.0|0|65766.0|0|625.0|0|0.0|100
0|2021-12-22|65867.0|0|65867.0|0|629.0|0|0.0|100
0|2021-12-23|66142.0|0|66142.0|0|706.0|0|0.0|100
0|2021-12-24|66142.0|0|66142.0|0|706.0|0|0.0|100
0|2021-12-25|66142.0|0|66142.0|0|706.0|0|0.0|100
0|2021-12-26|66142.0|0|66142.0|0|706.0|0|0.0|100
0|2021-12-27|66839.0|0|66839.0|0|716.0|0|0.0|100
0|2021-12-28|67077.0|0|67077.0|0|724.0|0|0.0|100
0|2021-12-29|67523.0|0|67523.0|0|723.0|0|0.0|100
0|2021-12-30|68185.0|0|68185.0|0|731.0|0|0.0|100
0|2021-12-31|68185.0|0|68185.0|0|731.0|0|0.0|100
0|2022-01-01|68185.0|0|68185.0|0|731.0|0|0.0|100
0|2022-01-02|68185.0|0|68185.0|0|731.0|0|0.0|100
0|2022-01-03|70378.0|0|70378.0|0|733.0|0|0.0|100
0|2022-01-04|70719.0|0|70719.0|0|735.0|0|0.0|100
0|2022-01-05|70719.0|0|70719.0|0|735.0|0|0.0|100
0|2022-01-06|70719.0|0|70719.0|0|735.0|0|0.0|100
0|2022-01-07|70719.0|0|70719.0|0|735.0|0|0.0|100
0|2022-01-08|70719.0|0|70719.0|0|735.0|0|0.0|100
0|2022-01-09|70719.0|0|70719.0|0|735.0|0|0.0|100
0|2022-01-10|70719.0|0|70719.0|0|735.0|0|0.0|100
0|2022-01-11|70719.0|0|70719.0|0|735.0|0|0.0|100
0|2022-01-12|74216.0|0|74216.0|0|746.0|0|0.0|100
0|2022-01-13|74216.0|0|74216.0|0|746.0|0|0.0|100
0|2022-01-14|74216.0|0|74216.0|0|746.0|0|0.0|100
0|2022-01-15|74216.0|0|74216.0|0|746.0|0|0.0|100
0|2022-01-16|74216.0|0|74216.0|0|746.0|0|0.0|100
0|2022-01-17|74216.0|0|0.0|100|746.0|0|0.0|100
