|dates|Imperial_California_UnitedStates.JHU_ConfirmedCases.data|Imperial_California_UnitedStates.JHU_ConfirmedCases.missing|Imperial_California_UnitedStates.NYT_ConfirmedCases.data|Imperial_California_UnitedStates.NYT_ConfirmedCases.missing|Imperial_California_UnitedStates.JHU_ConfirmedDeaths.data|Imperial_California_UnitedStates.JHU_ConfirmedDeaths.missing|Imperial_California_UnitedStates.JHU_ConfirmedRecoveries.data|Imperial_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|37829.0|0|37829.0|0|766.0|0|0.0|100
0|2021-11-20|37829.0|0|37829.0|0|766.0|0|0.0|100
0|2021-11-21|37829.0|0|37829.0|0|766.0|0|0.0|100
0|2021-11-22|38044.0|0|38044.0|0|766.0|0|0.0|100
0|2021-11-23|38079.0|0|38079.0|0|766.0|0|0.0|100
0|2021-11-24|38128.0|0|38128.0|0|769.0|0|0.0|100
0|2021-11-25|38128.0|0|38128.0|0|769.0|0|0.0|100
0|2021-11-26|38128.0|0|38128.0|0|769.0|0|0.0|100
0|2021-11-27|38128.0|0|38128.0|0|769.0|0|0.0|100
0|2021-11-28|38128.0|0|38128.0|0|769.0|0|0.0|100
0|2021-11-29|38446.0|0|38446.0|0|773.0|0|0.0|100
0|2021-11-30|38477.0|0|38477.0|0|773.0|0|0.0|100
0|2021-12-01|38516.0|0|38516.0|0|773.0|0|0.0|100
0|2021-12-02|38811.0|0|38811.0|0|776.0|0|0.0|100
0|2021-12-03|38932.0|0|38932.0|0|776.0|0|0.0|100
0|2021-12-04|38932.0|0|38932.0|0|776.0|0|0.0|100
0|2021-12-05|38932.0|0|38932.0|0|776.0|0|0.0|100
0|2021-12-06|39148.0|0|39148.0|0|778.0|0|0.0|100
0|2021-12-07|39148.0|0|39179.0|0|778.0|0|0.0|100
0|2021-12-08|39228.0|0|39228.0|0|778.0|0|0.0|100
0|2021-12-09|39364.0|0|39364.0|0|782.0|0|0.0|100
0|2021-12-10|39462.0|0|39462.0|0|782.0|0|0.0|100
0|2021-12-11|39462.0|0|39462.0|0|782.0|0|0.0|100
0|2021-12-12|39462.0|0|39462.0|0|782.0|0|0.0|100
0|2021-12-13|39753.0|0|39753.0|0|787.0|0|0.0|100
0|2021-12-14|39753.0|0|39801.0|0|787.0|0|0.0|100
0|2021-12-15|39876.0|0|39876.0|0|789.0|0|0.0|100
0|2021-12-16|40210.0|0|40210.0|0|789.0|0|0.0|100
0|2021-12-17|40303.0|0|40303.0|0|790.0|0|0.0|100
0|2021-12-18|40303.0|0|40303.0|0|790.0|0|0.0|100
0|2021-12-19|40303.0|0|40303.0|0|790.0|0|0.0|100
0|2021-12-20|40524.0|0|40524.0|0|792.0|0|0.0|100
0|2021-12-21|40555.0|0|40555.0|0|792.0|0|0.0|100
0|2021-12-22|40603.0|0|40603.0|0|792.0|0|0.0|100
0|2021-12-23|40976.0|0|40976.0|0|798.0|0|0.0|100
0|2021-12-24|41099.0|0|41099.0|0|800.0|0|0.0|100
0|2021-12-25|41099.0|0|41099.0|0|800.0|0|0.0|100
0|2021-12-26|41099.0|0|41099.0|0|800.0|0|0.0|100
0|2021-12-27|41099.0|0|41099.0|0|800.0|0|0.0|100
0|2021-12-28|41401.0|0|41401.0|0|800.0|0|0.0|100
0|2021-12-29|41444.0|0|41444.0|0|800.0|0|0.0|100
0|2021-12-30|41864.0|0|41864.0|0|800.0|0|0.0|100
0|2021-12-31|42076.0|0|42076.0|0|800.0|0|0.0|100
0|2022-01-01|42076.0|0|42076.0|0|800.0|0|0.0|100
0|2022-01-02|42076.0|0|42076.0|0|800.0|0|0.0|100
0|2022-01-03|42076.0|0|42076.0|0|800.0|0|0.0|100
0|2022-01-04|42815.0|0|42815.0|0|800.0|0|0.0|100
0|2022-01-05|43000.0|0|43000.0|0|800.0|0|0.0|100
0|2022-01-06|43460.0|0|43460.0|0|800.0|0|0.0|100
0|2022-01-07|44100.0|0|44100.0|0|800.0|0|0.0|100
0|2022-01-08|44100.0|0|44100.0|0|800.0|0|0.0|100
0|2022-01-09|44100.0|0|44100.0|0|800.0|0|0.0|100
0|2022-01-10|45279.0|0|45279.0|0|811.0|0|0.0|100
0|2022-01-11|45751.0|0|45751.0|0|811.0|0|0.0|100
0|2022-01-12|47613.0|0|46115.0|0|813.0|0|0.0|100
0|2022-01-13|47613.0|0|47613.0|0|813.0|0|0.0|100
0|2022-01-14|48136.0|0|48136.0|0|817.0|0|0.0|100
0|2022-01-15|48136.0|0|48136.0|0|817.0|0|0.0|100
0|2022-01-16|48136.0|0|48136.0|0|817.0|0|0.0|100
0|2022-01-17|49663.0|0|0.0|100|821.0|0|0.0|100
