|dates|Massac_Illinois_UnitedStates.BLS_EmployedPopulation.data|Massac_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Massac_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Massac_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Massac_Illinois_UnitedStates.BLS_UnemploymentRate.data|Massac_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Massac_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Massac_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-10-18|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-10-19|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-10-20|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-10-21|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-10-22|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-10-23|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-10-24|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-10-25|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-10-26|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-10-27|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-10-28|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-10-29|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-10-30|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-10-31|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-01|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-02|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-03|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-04|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-05|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-06|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-07|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-08|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-09|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-10|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-11|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-12|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-13|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-14|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-15|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-16|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-17|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-18|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-19|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-20|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-21|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-22|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-23|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-24|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-25|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-26|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-27|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-28|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-29|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-11-30|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-12-01|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-12-02|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-12-03|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-12-04|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-12-05|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-12-06|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-12-07|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-12-08|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-12-09|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-12-10|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-12-11|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-12-12|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
0|2021-12-13|4901.0|0|264.0|0|5.111326234269119|0|5165.0|0
