|dates|Calumet_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Calumet_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Calumet_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Calumet_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Calumet_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Calumet_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Calumet_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Calumet_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-24|9387.0|0|9387.0|0|69.0|0|0.0|100
0|2021-11-25|9425.0|0|9425.0|0|69.0|0|0.0|100
0|2021-11-26|9428.0|0|9428.0|0|69.0|0|0.0|100
0|2021-11-27|9428.0|0|9428.0|0|69.0|0|0.0|100
0|2021-11-28|9428.0|0|9428.0|0|69.0|0|0.0|100
0|2021-11-29|9512.0|0|9512.0|0|69.0|0|0.0|100
0|2021-11-30|9558.0|0|9558.0|0|69.0|0|0.0|100
0|2021-12-01|9604.0|0|9604.0|0|69.0|0|0.0|100
0|2021-12-02|9664.0|0|9664.0|0|73.0|0|0.0|100
0|2021-12-03|9719.0|0|9719.0|0|73.0|0|0.0|100
0|2021-12-04|9719.0|0|9719.0|0|73.0|0|0.0|100
0|2021-12-05|9719.0|0|9719.0|0|73.0|0|0.0|100
0|2021-12-06|9719.0|0|9719.0|0|73.0|0|0.0|100
0|2021-12-07|9719.0|0|9719.0|0|73.0|0|0.0|100
0|2021-12-08|9831.0|0|9831.0|0|73.0|0|0.0|100
0|2021-12-09|9880.0|0|9880.0|0|75.0|0|0.0|100
0|2021-12-10|9961.0|0|9961.0|0|77.0|0|0.0|100
0|2021-12-11|9961.0|0|9961.0|0|77.0|0|0.0|100
0|2021-12-12|9961.0|0|9961.0|0|77.0|0|0.0|100
0|2021-12-13|10016.0|0|10016.0|0|78.0|0|0.0|100
0|2021-12-14|10016.0|0|10074.0|0|78.0|0|0.0|100
0|2021-12-15|10120.0|0|10120.0|0|83.0|0|0.0|100
0|2021-12-16|10156.0|0|10156.0|0|84.0|0|0.0|100
0|2021-12-17|10199.0|0|10199.0|0|84.0|0|0.0|100
0|2021-12-18|10199.0|0|10199.0|0|84.0|0|0.0|100
0|2021-12-19|10199.0|0|10199.0|0|84.0|0|0.0|100
0|2021-12-20|10259.0|0|10259.0|0|85.0|0|0.0|100
0|2021-12-21|10298.0|0|10298.0|0|87.0|0|0.0|100
0|2021-12-22|10358.0|0|10358.0|0|87.0|0|0.0|100
0|2021-12-23|10416.0|0|10416.0|0|88.0|0|0.0|100
0|2021-12-24|10460.0|0|10460.0|0|89.0|0|0.0|100
0|2021-12-25|10460.0|0|10460.0|0|89.0|0|0.0|100
0|2021-12-26|10460.0|0|10460.0|0|89.0|0|0.0|100
0|2021-12-27|10531.0|0|10531.0|0|89.0|0|0.0|100
0|2021-12-28|10568.0|0|10568.0|0|89.0|0|0.0|100
0|2021-12-29|10595.0|0|10595.0|0|89.0|0|0.0|100
0|2021-12-30|10714.0|0|10714.0|0|89.0|0|0.0|100
0|2021-12-31|10791.0|0|10791.0|0|91.0|0|0.0|100
0|2022-01-01|10791.0|0|10791.0|0|91.0|0|0.0|100
0|2022-01-02|10791.0|0|10791.0|0|91.0|0|0.0|100
0|2022-01-03|10939.0|0|10939.0|0|91.0|0|0.0|100
0|2022-01-04|10939.0|0|10982.0|0|91.0|0|0.0|100
0|2022-01-05|11054.0|0|11054.0|0|94.0|0|0.0|100
0|2022-01-06|11162.0|0|11162.0|0|94.0|0|0.0|100
0|2022-01-07|11270.0|0|11270.0|0|97.0|0|0.0|100
0|2022-01-08|11270.0|0|11270.0|0|97.0|0|0.0|100
0|2022-01-09|11270.0|0|11270.0|0|97.0|0|0.0|100
0|2022-01-10|11732.0|0|11732.0|0|99.0|0|0.0|100
0|2022-01-11|11876.0|0|11876.0|0|99.0|0|0.0|100
0|2022-01-12|12028.0|0|12028.0|0|99.0|0|0.0|100
0|2022-01-13|12028.0|0|12194.0|0|99.0|0|0.0|100
0|2022-01-14|12503.0|0|12503.0|0|99.0|0|0.0|100
0|2022-01-15|12503.0|0|12503.0|0|99.0|0|0.0|100
0|2022-01-16|12503.0|0|12503.0|0|99.0|0|0.0|100
0|2022-01-17|12822.0|0|0.0|100|99.0|0|0.0|100
