|dates|Vermilion_Illinois_UnitedStates.JHU_ConfirmedCases.data|Vermilion_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Vermilion_Illinois_UnitedStates.NYT_ConfirmedCases.data|Vermilion_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Vermilion_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Vermilion_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Vermilion_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Vermilion_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-06|16936.0|0|16936.0|0|216.0|0|0.0|100
0|2021-12-07|17015.0|0|17015.0|0|216.0|0|0.0|100
0|2021-12-08|17147.0|0|17147.0|0|217.0|0|0.0|100
0|2021-12-09|17245.0|0|17245.0|0|219.0|0|0.0|100
0|2021-12-10|17388.0|0|17388.0|0|220.0|0|0.0|100
0|2021-12-11|17388.0|0|17388.0|0|220.0|0|0.0|100
0|2021-12-12|17388.0|0|17388.0|0|220.0|0|0.0|100
0|2021-12-13|17612.0|0|17612.0|0|223.0|0|0.0|100
0|2021-12-14|17612.0|0|17691.0|0|223.0|0|0.0|100
0|2021-12-15|17799.0|0|17799.0|0|225.0|0|0.0|100
0|2021-12-16|17913.0|0|17913.0|0|226.0|0|0.0|100
0|2021-12-17|17968.0|0|17968.0|0|227.0|0|0.0|100
0|2021-12-18|17968.0|0|17968.0|0|227.0|0|0.0|100
0|2021-12-19|17968.0|0|17968.0|0|227.0|0|0.0|100
0|2021-12-20|18152.0|0|18152.0|0|229.0|0|0.0|100
0|2021-12-21|18222.0|0|18222.0|0|230.0|0|0.0|100
0|2021-12-22|18304.0|0|18304.0|0|232.0|0|0.0|100
0|2021-12-23|18383.0|0|18383.0|0|233.0|0|0.0|100
0|2021-12-24|18383.0|0|18383.0|0|233.0|0|0.0|100
0|2021-12-25|18383.0|0|18383.0|0|233.0|0|0.0|100
0|2021-12-26|18383.0|0|18383.0|0|233.0|0|0.0|100
0|2021-12-27|18613.0|0|18613.0|0|237.0|0|0.0|100
0|2021-12-28|18703.0|0|18703.0|0|237.0|0|0.0|100
0|2021-12-29|18850.0|0|18850.0|0|238.0|0|0.0|100
0|2021-12-30|18999.0|0|18999.0|0|241.0|0|0.0|100
0|2021-12-31|18999.0|0|18999.0|0|241.0|0|0.0|100
0|2022-01-01|18999.0|0|18999.0|0|241.0|0|0.0|100
0|2022-01-02|18999.0|0|18999.0|0|241.0|0|0.0|100
0|2022-01-03|19528.0|0|19528.0|0|242.0|0|0.0|100
0|2022-01-04|19734.0|0|19734.0|0|245.0|0|0.0|100
0|2022-01-05|19992.0|0|19992.0|0|245.0|0|0.0|100
0|2022-01-06|20314.0|0|20314.0|0|245.0|0|0.0|100
0|2022-01-07|20727.0|0|20727.0|0|245.0|0|0.0|100
0|2022-01-08|20727.0|0|20727.0|0|245.0|0|0.0|100
0|2022-01-09|20727.0|0|20727.0|0|245.0|0|0.0|100
0|2022-01-10|21536.0|0|21536.0|0|246.0|0|0.0|100
0|2022-01-11|21798.0|0|21798.0|0|247.0|0|0.0|100
0|2022-01-12|22207.0|0|22207.0|0|247.0|0|0.0|100
0|2022-01-13|22207.0|0|22635.0|0|247.0|0|0.0|100
0|2022-01-14|23027.0|0|23027.0|0|249.0|0|0.0|100
0|2022-01-15|23027.0|0|23027.0|0|249.0|0|0.0|100
0|2022-01-16|23027.0|0|23027.0|0|249.0|0|0.0|100
0|2022-01-17|23027.0|0|0.0|100|249.0|0|0.0|100
