|dates|Stevens_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Stevens_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Stevens_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Stevens_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Stevens_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Stevens_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Stevens_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Stevens_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|1603.0|0|1603.0|0|11.0|0|0.0|100
0|2021-11-22|1610.0|0|1610.0|0|11.0|0|0.0|100
0|2021-11-23|1629.0|0|1629.0|0|11.0|0|0.0|100
0|2021-11-24|1631.0|0|1631.0|0|11.0|0|0.0|100
0|2021-11-25|1631.0|0|1631.0|0|11.0|0|0.0|100
0|2021-11-26|1645.0|0|1645.0|0|11.0|0|0.0|100
0|2021-11-27|1645.0|0|1645.0|0|11.0|0|0.0|100
0|2021-11-28|1645.0|0|1645.0|0|11.0|0|0.0|100
0|2021-11-29|1654.0|0|1654.0|0|11.0|0|0.0|100
0|2021-11-30|1670.0|0|1670.0|0|11.0|0|0.0|100
0|2021-12-01|1675.0|0|1675.0|0|11.0|0|0.0|100
0|2021-12-02|1675.0|0|1693.0|0|11.0|0|0.0|100
0|2021-12-03|1702.0|0|1702.0|0|11.0|0|0.0|100
0|2021-12-04|1702.0|0|1702.0|0|11.0|0|0.0|100
0|2021-12-05|1702.0|0|1702.0|0|11.0|0|0.0|100
0|2021-12-06|1709.0|0|1709.0|0|11.0|0|0.0|100
0|2021-12-07|1733.0|0|1733.0|0|11.0|0|0.0|100
0|2021-12-08|1738.0|0|1738.0|0|11.0|0|0.0|100
0|2021-12-09|1744.0|0|1744.0|0|11.0|0|0.0|100
0|2021-12-10|1757.0|0|1757.0|0|11.0|0|0.0|100
0|2021-12-11|1757.0|0|1757.0|0|11.0|0|0.0|100
0|2021-12-12|1757.0|0|1757.0|0|11.0|0|0.0|100
0|2021-12-13|1767.0|0|1767.0|0|11.0|0|0.0|100
0|2021-12-14|1767.0|0|1786.0|0|11.0|0|0.0|100
0|2021-12-15|1789.0|0|1789.0|0|11.0|0|0.0|100
0|2021-12-16|1804.0|0|1804.0|0|11.0|0|0.0|100
0|2021-12-17|1810.0|0|1810.0|0|11.0|0|0.0|100
0|2021-12-18|1810.0|0|1810.0|0|11.0|0|0.0|100
0|2021-12-19|1810.0|0|1810.0|0|11.0|0|0.0|100
0|2021-12-20|1817.0|0|1817.0|0|11.0|0|0.0|100
0|2021-12-21|1834.0|0|1834.0|0|11.0|0|0.0|100
0|2021-12-22|1835.0|0|1835.0|0|11.0|0|0.0|100
0|2021-12-23|1847.0|0|1847.0|0|11.0|0|0.0|100
0|2021-12-24|1847.0|0|1847.0|0|11.0|0|0.0|100
0|2021-12-25|1847.0|0|1847.0|0|11.0|0|0.0|100
0|2021-12-26|1847.0|0|1847.0|0|11.0|0|0.0|100
0|2021-12-27|1852.0|0|1852.0|0|11.0|0|0.0|100
0|2021-12-28|1871.0|0|1871.0|0|11.0|0|0.0|100
0|2021-12-29|1880.0|0|1880.0|0|11.0|0|0.0|100
0|2021-12-30|1885.0|0|1885.0|0|11.0|0|0.0|100
0|2021-12-31|1885.0|0|1885.0|0|11.0|0|0.0|100
0|2022-01-01|1885.0|0|1885.0|0|11.0|0|0.0|100
0|2022-01-02|1885.0|0|1885.0|0|11.0|0|0.0|100
0|2022-01-03|1885.0|0|1885.0|0|11.0|0|0.0|100
0|2022-01-04|1917.0|0|1917.0|0|11.0|0|0.0|100
0|2022-01-05|1917.0|0|1917.0|0|11.0|0|0.0|100
0|2022-01-06|1928.0|0|1928.0|0|11.0|0|0.0|100
0|2022-01-07|1967.0|0|1967.0|0|11.0|0|0.0|100
0|2022-01-08|1967.0|0|1967.0|0|11.0|0|0.0|100
0|2022-01-09|1967.0|0|1967.0|0|11.0|0|0.0|100
0|2022-01-10|1979.0|0|1979.0|0|11.0|0|0.0|100
0|2022-01-11|2028.0|0|2028.0|0|11.0|0|0.0|100
0|2022-01-12|2038.0|0|2038.0|0|11.0|0|0.0|100
0|2022-01-13|2038.0|0|2047.0|0|11.0|0|0.0|100
0|2022-01-14|2058.0|0|2058.0|0|11.0|0|0.0|100
0|2022-01-15|2058.0|0|2058.0|0|11.0|0|0.0|100
0|2022-01-16|2058.0|0|2058.0|0|11.0|0|0.0|100
0|2022-01-17|2058.0|0|0.0|100|11.0|0|0.0|100
