|dates|Atoka_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Atoka_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Atoka_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Atoka_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Atoka_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Atoka_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Atoka_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Atoka_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|2790.0|0|2799.0|0|35.0|0|0.0|100
0|2021-11-11|2790.0|0|2799.0|0|35.0|0|0.0|100
0|2021-11-12|2799.0|0|2799.0|0|35.0|0|0.0|100
0|2021-11-13|2799.0|0|2799.0|0|35.0|0|0.0|100
0|2021-11-14|2799.0|0|2799.0|0|35.0|0|0.0|100
0|2021-11-15|2799.0|0|2799.0|0|35.0|0|0.0|100
0|2021-11-16|2799.0|0|2799.0|0|35.0|0|0.0|100
0|2021-11-17|2806.0|0|2806.0|0|35.0|0|0.0|100
0|2021-11-18|2806.0|0|2806.0|0|35.0|0|0.0|100
0|2021-11-19|2806.0|0|2806.0|0|35.0|0|0.0|100
0|2021-11-20|2806.0|0|2806.0|0|35.0|0|0.0|100
0|2021-11-21|2806.0|0|2806.0|0|35.0|0|0.0|100
0|2021-11-22|2806.0|0|2806.0|0|35.0|0|0.0|100
0|2021-11-23|2806.0|0|2806.0|0|35.0|0|0.0|100
0|2021-11-24|2815.0|0|2815.0|0|35.0|0|0.0|100
0|2021-11-25|2815.0|0|2815.0|0|35.0|0|0.0|100
0|2021-11-26|2815.0|0|2815.0|0|35.0|0|0.0|100
0|2021-11-27|2815.0|0|2815.0|0|35.0|0|0.0|100
0|2021-11-28|2815.0|0|2815.0|0|35.0|0|0.0|100
0|2021-11-29|2815.0|0|2815.0|0|35.0|0|0.0|100
0|2021-11-30|2815.0|0|2815.0|0|35.0|0|0.0|100
0|2021-12-01|2819.0|0|2819.0|0|35.0|0|0.0|100
0|2021-12-02|2819.0|0|2819.0|0|35.0|0|0.0|100
0|2021-12-03|2819.0|0|2819.0|0|35.0|0|0.0|100
0|2021-12-04|2819.0|0|2819.0|0|35.0|0|0.0|100
0|2021-12-05|2819.0|0|2819.0|0|35.0|0|0.0|100
0|2021-12-06|2819.0|0|2819.0|0|35.0|0|0.0|100
0|2021-12-07|2819.0|0|2819.0|0|35.0|0|0.0|100
0|2021-12-08|2825.0|0|2825.0|0|35.0|0|0.0|100
0|2021-12-09|2825.0|0|2825.0|0|35.0|0|0.0|100
0|2021-12-10|2825.0|0|2825.0|0|35.0|0|0.0|100
0|2021-12-11|2825.0|0|2825.0|0|35.0|0|0.0|100
0|2021-12-12|2825.0|0|2825.0|0|35.0|0|0.0|100
0|2021-12-13|2825.0|0|2825.0|0|35.0|0|0.0|100
0|2021-12-14|2825.0|0|2825.0|0|35.0|0|0.0|100
0|2021-12-15|2826.0|0|2826.0|0|35.0|0|0.0|100
0|2021-12-16|2826.0|0|2826.0|0|35.0|0|0.0|100
0|2021-12-17|2826.0|0|2826.0|0|35.0|0|0.0|100
0|2021-12-18|2826.0|0|2826.0|0|35.0|0|0.0|100
0|2021-12-19|2826.0|0|2826.0|0|35.0|0|0.0|100
0|2021-12-20|2826.0|0|2826.0|0|35.0|0|0.0|100
0|2021-12-21|2826.0|0|2826.0|0|35.0|0|0.0|100
0|2021-12-22|2826.0|0|2825.0|0|35.0|0|0.0|100
0|2021-12-23|2826.0|0|2825.0|0|40.0|0|0.0|100
0|2021-12-24|2826.0|0|2825.0|0|40.0|0|0.0|100
0|2021-12-25|2826.0|0|2825.0|0|40.0|0|0.0|100
0|2021-12-26|2826.0|0|2825.0|0|40.0|0|0.0|100
0|2021-12-27|2826.0|0|2825.0|0|40.0|0|0.0|100
0|2021-12-28|2826.0|0|2825.0|0|40.0|0|0.0|100
0|2021-12-29|2827.0|0|2827.0|0|40.0|0|0.0|100
0|2021-12-30|2827.0|0|2827.0|0|40.0|0|0.0|100
0|2021-12-31|2827.0|0|2827.0|0|40.0|0|0.0|100
0|2022-01-01|2827.0|0|2827.0|0|40.0|0|0.0|100
0|2022-01-02|2827.0|0|2827.0|0|40.0|0|0.0|100
0|2022-01-03|2827.0|0|2827.0|0|40.0|0|0.0|100
0|2022-01-04|2827.0|0|2827.0|0|40.0|0|0.0|100
0|2022-01-05|2913.0|0|2913.0|0|40.0|0|0.0|100
0|2022-01-06|2913.0|0|2913.0|0|40.0|0|0.0|100
0|2022-01-07|2913.0|0|2913.0|0|40.0|0|0.0|100
0|2022-01-08|2913.0|0|2913.0|0|40.0|0|0.0|100
0|2022-01-09|2913.0|0|2913.0|0|40.0|0|0.0|100
0|2022-01-10|2913.0|0|2913.0|0|40.0|0|0.0|100
0|2022-01-11|2913.0|0|2913.0|0|40.0|0|0.0|100
0|2022-01-12|3018.0|0|3018.0|0|41.0|0|0.0|100
0|2022-01-13|3018.0|0|3018.0|0|41.0|0|0.0|100
0|2022-01-14|3018.0|0|3018.0|0|41.0|0|0.0|100
0|2022-01-15|3018.0|0|3018.0|0|41.0|0|0.0|100
0|2022-01-16|3018.0|0|3018.0|0|41.0|0|0.0|100
0|2022-01-17|3018.0|0|0.0|100|41.0|0|0.0|100
