|dates|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Luzerne_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Luzerne_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|39672.0|0|39672.0|0|903.0|0|0.0|100
0|2021-10-18|39750.0|0|39750.0|0|906.0|0|0.0|100
0|2021-10-19|39828.0|0|39828.0|0|908.0|0|0.0|100
0|2021-10-20|39943.0|0|39943.0|0|912.0|0|0.0|100
0|2021-10-21|40078.0|0|40078.0|0|913.0|0|0.0|100
0|2021-10-22|40221.0|0|40221.0|0|915.0|0|0.0|100
0|2021-10-23|40346.0|0|40346.0|0|916.0|0|0.0|100
0|2021-10-24|40464.0|0|40464.0|0|916.0|0|0.0|100
0|2021-10-25|40521.0|0|40521.0|0|916.0|0|0.0|100
0|2021-10-26|40601.0|0|40601.0|0|922.0|0|0.0|100
0|2021-10-27|40687.0|0|40687.0|0|924.0|0|0.0|100
0|2021-10-28|40824.0|0|40824.0|0|928.0|0|0.0|100
0|2021-10-29|40950.0|0|40950.0|0|931.0|0|0.0|100
0|2021-10-30|41071.0|0|41071.0|0|932.0|0|0.0|100
0|2021-10-31|41168.0|0|41168.0|0|934.0|0|0.0|100
0|2021-11-01|41168.0|0|41168.0|0|934.0|0|0.0|100
0|2021-11-02|41322.0|0|41322.0|0|938.0|0|0.0|100
0|2021-11-03|41431.0|0|41431.0|0|943.0|0|0.0|100
0|2021-11-04|41581.0|0|41581.0|0|943.0|0|0.0|100
0|2021-11-05|41718.0|0|41718.0|0|946.0|0|0.0|100
0|2021-11-06|41844.0|0|41844.0|0|947.0|0|0.0|100
0|2021-11-07|41963.0|0|41963.0|0|947.0|0|0.0|100
0|2021-11-08|42055.0|0|42055.0|0|947.0|0|0.0|100
0|2021-11-09|42151.0|0|42151.0|0|950.0|0|0.0|100
0|2021-11-10|42315.0|0|42315.0|0|955.0|0|0.0|100
0|2021-11-11|42464.0|0|42464.0|0|958.0|0|0.0|100
0|2021-11-12|42603.0|0|42603.0|0|959.0|0|0.0|100
0|2021-11-13|43122.0|0|43122.0|0|960.0|0|0.0|100
0|2021-11-14|43262.0|0|43262.0|0|961.0|0|0.0|100
0|2021-11-15|43342.0|0|43342.0|0|961.0|0|0.0|100
0|2021-11-16|43507.0|0|43507.0|0|962.0|0|0.0|100
0|2021-11-17|43737.0|0|43737.0|0|965.0|0|0.0|100
0|2021-11-18|43905.0|0|43905.0|0|966.0|0|0.0|100
0|2021-11-19|44096.0|0|44096.0|0|967.0|0|0.0|100
0|2021-11-20|44283.0|0|44283.0|0|970.0|0|0.0|100
0|2021-11-21|44478.0|0|44478.0|0|970.0|0|0.0|100
0|2021-11-22|44627.0|0|44627.0|0|970.0|0|0.0|100
0|2021-11-23|44769.0|0|44769.0|0|972.0|0|0.0|100
0|2021-11-24|45004.0|0|45004.0|0|974.0|0|0.0|100
0|2021-11-25|45182.0|0|45182.0|0|979.0|0|0.0|100
0|2021-11-26|45389.0|0|45389.0|0|979.0|0|0.0|100
0|2021-11-27|45509.0|0|45509.0|0|979.0|0|0.0|100
0|2021-11-28|45634.0|0|45634.0|0|979.0|0|0.0|100
0|2021-11-29|45766.0|0|45766.0|0|980.0|0|0.0|100
0|2021-11-30|45926.0|0|45926.0|0|985.0|0|0.0|100
0|2021-12-01|46190.0|0|46190.0|0|988.0|0|0.0|100
0|2021-12-02|46454.0|0|46454.0|0|991.0|0|0.0|100
0|2021-12-03|46759.0|0|46759.0|0|993.0|0|0.0|100
0|2021-12-04|46997.0|0|46997.0|0|998.0|0|0.0|100
0|2021-12-05|47191.0|0|47191.0|0|998.0|0|0.0|100
0|2021-12-06|47303.0|0|47303.0|0|998.0|0|0.0|100
0|2021-12-07|47523.0|0|47523.0|0|1003.0|0|0.0|100
0|2021-12-08|47756.0|0|47756.0|0|1005.0|0|0.0|100
0|2021-12-09|47935.0|0|47935.0|0|1005.0|0|0.0|100
0|2021-12-10|48230.0|0|48230.0|0|1008.0|0|0.0|100
0|2021-12-11|48526.0|0|48526.0|0|1014.0|0|0.0|100
0|2021-12-12|48770.0|0|48770.0|0|1015.0|0|0.0|100
0|2021-12-13|48920.0|0|48920.0|0|1015.0|0|0.0|100
0|2021-12-14|48920.0|0|49135.0|0|1015.0|0|0.0|100
