|dates|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Luzerne_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Luzerne_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Luzerne_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-15|49372.0|0|49372.0|0|1026.0|0|0.0|100
0|2021-12-16|49602.0|0|49602.0|0|1028.0|0|0.0|100
0|2021-12-17|49842.0|0|49842.0|0|1031.0|0|0.0|100
0|2021-12-18|50046.0|0|50046.0|0|1035.0|0|0.0|100
0|2021-12-19|50240.0|0|50240.0|0|1036.0|0|0.0|100
0|2021-12-20|50328.0|0|50328.0|0|1038.0|0|0.0|100
0|2021-12-21|50514.0|0|50514.0|0|1045.0|0|0.0|100
0|2021-12-22|50717.0|0|50717.0|0|1046.0|0|0.0|100
0|2021-12-23|50896.0|0|50896.0|0|1049.0|0|0.0|100
0|2021-12-24|51213.0|0|51213.0|0|1051.0|0|0.0|100
0|2021-12-25|51422.0|0|51422.0|0|1051.0|0|0.0|100
0|2021-12-26|51602.0|0|51602.0|0|1051.0|0|0.0|100
0|2021-12-27|51724.0|0|51724.0|0|1051.0|0|0.0|100
0|2021-12-28|51953.0|0|51953.0|0|1057.0|0|0.0|100
0|2021-12-29|52489.0|0|52489.0|0|1064.0|0|0.0|100
0|2021-12-30|52874.0|0|52874.0|0|1069.0|0|0.0|100
0|2021-12-31|53501.0|0|53501.0|0|1070.0|0|0.0|100
0|2022-01-01|53983.0|0|53983.0|0|1071.0|0|0.0|100
0|2022-01-02|54392.0|0|54392.0|0|1071.0|0|0.0|100
0|2022-01-03|54826.0|0|54826.0|0|1076.0|0|0.0|100
0|2022-01-04|55331.0|0|55331.0|0|1081.0|0|0.0|100
0|2022-01-05|56129.0|0|56129.0|0|1086.0|0|0.0|100
0|2022-01-06|56701.0|0|56701.0|0|1090.0|0|0.0|100
0|2022-01-07|57579.0|0|57579.0|0|1096.0|0|0.0|100
0|2022-01-08|58408.0|0|58408.0|0|1105.0|0|0.0|100
0|2022-01-09|59397.0|0|59397.0|0|1106.0|0|0.0|100
0|2022-01-10|60101.0|0|60101.0|0|1106.0|0|0.0|100
0|2022-01-11|60718.0|0|60718.0|0|1113.0|0|0.0|100
0|2022-01-12|61650.0|0|61650.0|0|1120.0|0|0.0|100
0|2022-01-13|61650.0|0|62483.0|0|1120.0|0|0.0|100
0|2022-01-14|63247.0|0|63247.0|0|1129.0|0|0.0|100
0|2022-01-15|63796.0|0|63796.0|0|1136.0|0|0.0|100
0|2022-01-16|64817.0|0|64817.0|0|1136.0|0|0.0|100
0|2022-01-17|65117.0|0|0.0|100|1136.0|0|0.0|100
